Zip Code,Year,zhvi_mid_tier,zhvi_bottom_tier,zhvi_top_tier,zori_rent_index,zhvi_sfr_only,zhvi_condo_only,zhvi_1_bed,zhvi_3_bed,zhvi_5plus_bed,perc_listings_price_cut,med_listings_price_cut_perc,med_doz_pending,market_temp_index,pct_sold_above_list,pct_sold_below_list,median_sale_to_list,for_sale_inventory,new_listings
90001,2010,165913.33,100232.32,265368.37,,166327.76,,110373.05,171609.57,256598.66,,,,,,,,,
90001,2011,165779.01,101138.38,258649.96,,166254.28,,102567.34,171572.4,239934.73,,,,,,,,,
90001,2012,164173.04,104542.84,252821.97,,164611.45,,111583.91,168734.39,238161.13,,,,,,,,,
90001,2013,191745.6,127335.4,285732.76,,192150.93,,133892.02,195302.1,271352.89,,,,,,,,,
90001,2014,234233.2,161297.54,336344.43,,234664.18,,165928.48,237673.39,324476.86,,,,,,,,,
90001,2015,262544.62,184262.27,371197.47,,263027.08,,189409.7,266140.03,367654.91,,,,,,,,,
90001,2016,283988.64,203114.28,394222.21,,284545.16,,209461.4,288505.8,404757.5,,,,,,,,,
90001,2017,327176.52,243180.84,436815.51,,327812.12,,251175.81,333705.86,456932.03,,,,,,,,,
90001,2018,387388.31,299896.42,495463.62,,387990.22,,308678.46,395922.17,520611.31,,,,76.75,,,,26.6,
90001,2019,421867.76,331279.28,533648.0,,422349.72,,333782.08,432422.6,575482.04,,,,74.9,,,,23.25,
90001,2020,453959.72,359015.31,572770.78,,454292.52,,352619.24,466777.18,626951.44,,,,118.5,,,,19.58,
90001,2021,509997.23,404699.6,643539.12,,509950.93,,390064.89,528679.44,716730.15,,,,89.83,,,,27.58,
90001,2022,566058.43,461533.93,693596.15,,566056.74,,428124.76,587649.23,810110.56,,,,75.42,,,,31.67,
90001,2023,578290.33,483018.09,690113.1,,578643.84,,446095.78,599654.75,814280.73,,,,90.36,,,,24.42,
90001,2024,601960.77,508331.78,712247.26,,602048.55,,456044.24,627334.24,826478.07,,,,72.73,,,,23.33,
90002,2010,155947.12,97611.69,246314.84,,155676.52,,121049.19,163179.76,238301.52,,,,,,,,,
90002,2011,154709.55,98015.57,239021.65,,154453.76,,113593.25,161342.33,222726.37,,,,,,,,,
90002,2012,155384.81,101142.78,234362.84,,155152.84,,120864.7,160980.94,225033.45,,,,,,,,,
90002,2013,182942.97,123916.09,265326.25,,182686.99,,146069.97,187850.56,253621.37,,,,,,,,,
90002,2014,225084.11,158043.11,313111.91,,224756.13,,182318.94,229124.73,304002.11,,,,,,,,,
90002,2015,255656.11,183457.19,348631.37,,255320.86,,202075.91,259818.04,345350.48,,,,,,,,,
90002,2016,280649.08,204945.48,374519.73,,280384.63,,216795.96,285202.77,374247.57,,,,,,,,,
90002,2017,318711.99,241772.62,407273.91,,318547.23,,252751.44,324701.6,410072.33,,,,,,,,,
90002,2018,376036.98,297217.77,458394.59,,376020.7,,307466.85,383530.4,474677.72,0.11,,,66.58,,,,60.3,22.1
90002,2019,413385.22,332060.3,495758.43,,413404.59,,333604.98,422387.22,522066.93,0.09,,,87.17,,,,44.0,15.5
90002,2020,446460.88,362699.23,531332.02,,446501.33,,353498.1,456580.94,567390.65,0.1,,,88.75,,,,39.25,14.33
90002,2021,509740.27,415418.75,603839.93,,509697.27,,393431.45,523078.6,648297.0,0.06,,,95.08,,,,38.67,17.5
90002,2022,564458.27,472538.08,654445.47,,564371.0,,426342.01,577710.44,708991.19,0.12,,,80.75,,,,50.33,16.83
90002,2023,577295.39,496428.26,655882.8,,577381.48,,436238.37,588785.55,705155.85,0.14,,,65.58,,,,49.92,14.83
90002,2024,608170.97,529880.06,685514.35,,608298.47,,457978.99,622152.38,736437.12,0.13,,,77.75,,,,31.83,11.25
90003,2010,167107.11,96658.89,296272.95,,166441.17,,125046.12,176481.63,313557.4,,,,,,,,,
90003,2011,166174.99,98638.72,289875.44,,165598.32,,121774.16,176737.73,294778.47,,,,,,,,,
90003,2012,163920.75,102289.92,283698.04,,163336.21,,115593.49,173746.83,294265.74,,,,,,,,,
90003,2013,193880.51,126711.49,324131.9,,193235.86,,140019.76,204607.7,337182.49,,,,,,,,,
90003,2014,241766.97,164057.12,384438.73,,240871.9,,178542.8,252250.05,402856.15,,,,,,,,,
90003,2015,268184.26,185304.98,417803.05,,267205.79,,196650.59,279531.58,443284.13,,,,,,,,,
90003,2016,292377.74,205423.76,445625.61,,291446.19,,215421.73,304270.56,474059.33,,,,,,,,,
90003,2017,337105.32,247493.24,489828.25,,336018.25,,262996.41,348031.64,529075.25,,,,,,,,,
90003,2018,397479.62,305144.34,549122.98,,396424.9,,324810.47,408432.9,611257.52,0.12,,,71.42,,,,46.3,
90003,2019,435902.63,338187.36,595266.79,,435069.7,,357229.95,447977.3,679066.45,0.12,,,68.17,,,,46.5,
90003,2020,471665.19,370469.93,639202.01,,470859.44,,389361.28,484305.31,743151.14,0.12,,,80.58,,,,36.83,
90003,2021,532540.44,420349.97,713400.81,,531571.13,,434773.47,547812.63,843223.19,0.1,,,92.33,,,,38.25,
90003,2022,586991.88,478321.84,764381.86,2257.41,585771.96,,476843.11,600609.76,912701.51,0.11,,,80.18,,,,42.92,
90003,2023,595907.3,501058.24,754066.61,2404.52,595039.77,,489398.78,605888.78,865989.75,0.14,,,80.83,,,,42.33,
90003,2024,622654.21,531250.57,768772.19,2542.24,623441.59,,501676.62,633627.11,840185.95,0.09,,,72.42,,,,40.92,11.92
90004,2010,667972.07,354724.11,1491330.54,,828183.54,441258.41,333683.85,649084.73,1467605.93,,,,,,,,,
90004,2011,626762.68,331592.23,1409115.81,,784577.97,409792.59,296247.43,610323.43,1413286.15,,,,,,,,,
90004,2012,632739.19,333527.32,1399091.02,,791489.61,405583.95,282281.04,623872.66,1401844.29,,,,,,,,,
90004,2013,723970.22,393639.05,1550614.32,,898168.34,479610.72,335078.45,712594.46,1535400.65,,,,,,,,,
90004,2014,836779.6,458557.2,1781174.87,,1037981.71,542514.84,387633.18,822284.66,1788818.46,,,,,,,,,
90004,2015,906129.16,498513.56,1916416.82,,1122812.17,579631.3,430366.21,894842.17,1937489.57,,,,,,,,,
90004,2016,888409.96,515464.17,1850618.84,1705.06,1089006.31,610392.95,442481.0,867405.29,1905779.14,,,,,,,,,
90004,2017,988387.61,578881.29,2095529.61,1793.44,1218111.62,655211.94,492913.4,966833.7,2333661.64,,,,,,,,,
90004,2018,1165447.84,676079.21,2503152.1,1885.43,1441735.77,726830.28,584759.8,1145405.53,2968334.61,0.18,,,60.58,,,,77.6,24.5
90004,2019,1227359.08,719493.81,2673121.92,1964.16,1512690.18,751525.34,614191.2,1210965.39,3260014.22,0.2,,,54.08,,,,90.83,23.25
90004,2020,1278054.58,755233.15,2787660.31,1957.84,1573870.78,768526.93,641277.15,1263134.43,3436668.5,0.18,,,81.0,,,,69.25,20.83
90004,2021,1406130.79,815101.9,3012675.82,1993.47,1734384.42,803323.92,675373.21,1395617.76,3676602.77,0.13,,,76.4,,,,65.92,21.5
90004,2022,1539212.42,878328.84,3318017.21,2172.74,1913198.45,842882.2,706625.89,1529468.46,4081626.97,0.16,,,66.0,,,,45.5,15.83
90004,2023,1534635.73,869952.92,3307713.69,2230.16,1913475.35,807910.81,695795.55,1522673.32,4214389.23,0.17,,,65.5,,,,49.92,14.83
90004,2024,1508454.53,866785.34,3220006.22,2201.04,1885522.06,797394.29,668245.2,1505528.97,4049036.35,0.15,,,62.25,,,,56.83,17.08
90005,2010,516718.52,314575.03,1123711.78,,871493.22,443153.15,,628616.38,1339380.37,,,,,,,,,
90005,2011,481017.42,291247.78,1048503.73,,814768.24,406172.01,,580324.05,1275595.27,,,,,,,,,
90005,2012,479109.16,288052.35,1039773.46,,828434.54,398801.54,,578468.32,1275046.49,,,,,,,,,
90005,2013,568682.03,356219.32,1195521.93,,962379.04,480641.07,,676693.25,1463267.88,,,,,,,,,
90005,2014,649230.58,416116.61,1369562.07,,1108086.31,548572.72,,761474.95,1692361.29,,,,,,,,,
90005,2015,695401.83,448561.33,1464285.24,,1192280.11,582035.87,,809028.57,1811920.24,,,,,,,,,
90005,2016,713902.29,474521.36,1469867.7,,1213555.97,601228.66,,817145.16,1784260.46,,,,,,,,,
90005,2017,775031.07,520575.54,1592678.21,2026.6,1322250.91,644473.74,,872240.7,1962795.55,,,,,,,,,
90005,2018,863630.28,586000.7,1822113.34,2107.95,1509671.07,712502.72,,957367.85,2278944.08,,,,60.67,,,,38.4,
90005,2019,897802.32,611249.31,1945128.45,2162.66,1611688.05,733821.93,,987644.28,2447777.07,,,,51.73,,,,38.92,
90005,2020,913832.75,626527.25,1979617.34,2115.1,1653728.39,748208.3,,994968.78,2497038.37,,,,61.0,,,,37.17,
90005,2021,987089.65,668324.02,2173152.96,2126.02,1837603.71,796786.86,,1067989.4,2727130.33,,,,56.25,,,,49.67,
90005,2022,1030447.53,700171.81,2363123.59,2438.67,2020134.02,825512.16,,1116342.64,2975424.4,,,,60.83,,,,27.08,
90005,2023,984785.36,686157.16,2301785.45,2410.89,2005317.06,795412.27,,1073546.18,2889714.69,,,,58.64,,,,24.17,
90005,2024,971318.34,673910.38,2255466.16,2371.85,1991851.83,785796.9,,1070063.54,2801715.84,0.19,,,57.27,,,,32.83,
90006,2010,361227.12,209269.94,689824.22,,404530.9,339647.13,328119.13,385408.6,465788.53,,,,,,,,,
90006,2011,327158.02,189288.77,613568.81,,366581.37,307458.88,278426.86,348831.3,425562.33,,,,,,,,,
90006,2012,329205.75,188044.67,606636.01,,368688.97,308832.83,265505.67,353366.97,436695.15,,,,,,,,,
90006,2013,394292.87,227883.64,701954.5,,431946.97,375850.08,308225.93,420936.14,514055.02,,,,,,,,,
90006,2014,452243.55,271233.66,789298.36,,501022.74,427871.13,353707.74,484319.63,593543.67,,,,,,,,,
90006,2015,488077.03,300319.35,845060.85,,550701.54,456784.78,382970.93,527057.14,657772.41,,,,,,,,,
90006,2016,511751.76,323121.44,862333.77,,579216.15,481152.9,395085.07,552231.47,705718.88,,,,,,,,,
90006,2017,561218.72,373939.31,923856.8,,655830.93,519149.84,436658.92,610893.96,792390.1,,,,,,,,,
90006,2018,649232.47,456345.04,1060041.93,1751.64,789694.67,588695.64,513607.78,713766.02,944249.96,0.16,,,58.58,,,,37.3,
90006,2019,676973.4,486101.27,1104392.71,1784.84,845304.95,603683.82,546697.15,748169.14,1028762.17,0.14,,,56.17,,,,40.17,
90006,2020,712153.37,517686.96,1174196.31,1780.82,908151.9,627573.73,572601.56,788310.64,1127938.73,0.15,,,70.17,,,,36.0,
90006,2021,772425.23,564109.82,1294925.63,1806.1,1005470.76,672450.39,601849.7,857212.39,1264220.19,0.12,,,62.25,,,,54.58,
90006,2022,829218.77,615717.03,1361746.32,1983.58,1089455.0,718976.31,636895.31,917759.33,1388366.37,0.14,,,62.73,,,,38.17,
90006,2023,811433.48,609978.17,1288882.18,2019.19,1049632.79,695356.42,612961.59,886260.02,1355462.12,0.2,,,60.55,,,,32.75,
90006,2024,808945.32,613186.51,1231134.34,1993.07,1014068.4,694047.54,590673.97,877262.61,1326823.05,0.19,,,61.5,,,,35.17,
90007,2010,289965.69,162047.33,633949.65,,302990.13,,,266903.22,489020.32,,,,,,,,,
90007,2011,277454.14,153057.45,573727.99,,289376.02,,,255045.32,437327.26,,,,,,,,,
90007,2012,274394.14,149659.33,574924.93,,286057.56,,,248321.36,460559.98,,,,,,,,,
90007,2013,315876.49,179898.14,654542.11,,328925.81,,,286366.9,533471.36,,,,,,,,,
90007,2014,385956.17,228480.33,783129.64,,401264.7,,,350285.51,653542.0,,,,,,,,,
90007,2015,431006.19,258612.21,860784.97,,448328.94,,,388908.95,715358.9,,,,,,,,,
90007,2016,455165.64,277747.94,896616.27,,472894.25,,,410135.66,757210.3,,,,,,,,,
90007,2017,522481.73,327589.2,993610.09,,541244.8,,,475515.24,860238.28,,,,,,,,,
90007,2018,633942.96,409806.08,1162190.85,,656078.96,,,575878.83,1027661.91,,,,68.17,,,,8.7,
90007,2019,696995.93,452296.05,1260841.91,,720740.22,,,632436.56,1126338.47,,,,70.25,,,,8.67,
90007,2020,767263.22,500368.64,1373442.56,,792649.31,,,694689.76,1228886.31,,,,86.83,,,,11.25,
90007,2021,843977.63,554078.17,1482678.89,,873447.45,,,764009.43,1334318.25,,,,88.25,,,,15.75,
90007,2022,932141.42,622232.65,1608689.08,1938.74,966273.22,,,836573.56,1448347.97,,,,78.25,,,,9.83,
90007,2023,929775.19,641013.78,1574682.57,2115.68,962406.15,,,827514.51,1398107.44,,,,76.25,,,,10.75,
90007,2024,951730.23,678093.7,1513850.2,2130.73,982093.41,,,858681.76,1358609.92,,,,69.17,,,,15.67,
90008,2010,372979.67,230739.56,618008.09,,397435.0,221598.82,,399229.21,543903.83,,,,,,,,,
90008,2011,353988.49,219373.92,583255.07,,377398.18,206070.57,,378867.39,513453.13,,,,,,,,,
90008,2012,340021.99,212768.24,565806.58,,363567.2,189850.01,132561.96,364705.97,512059.21,,,,,,,,,
90008,2013,389143.36,248569.92,642987.18,,415390.33,223757.39,157521.82,417511.3,587776.44,,,,,,,,,
90008,2014,454836.91,300154.57,734000.98,,483000.57,267120.78,197685.65,483858.09,681425.18,,,,,,,,,
90008,2015,495028.86,329852.35,790392.12,,524434.14,282545.86,212649.2,525918.26,744265.24,,,,,,,,,
90008,2016,526601.53,353933.62,817049.12,,557188.73,298724.05,230026.29,560881.73,787526.07,,,,,,,,,
90008,2017,597205.74,410172.62,897441.46,,629947.89,339609.51,269931.79,634992.2,906126.39,,,,,,,,,
90008,2018,726700.32,507474.19,1063768.19,1443.66,764632.4,415763.9,335994.95,771157.5,1121400.8,0.15,,,70.0,,,,45.1,
90008,2019,804118.72,562617.96,1160244.02,1530.96,845835.69,458916.03,371082.44,855012.51,1260284.0,0.18,,,69.58,,,,50.25,
90008,2020,873956.94,612025.42,1255021.1,1611.43,918889.11,489335.72,396234.85,929936.22,1378938.03,0.16,,,83.17,,,,40.0,13.42
90008,2021,1008587.14,697053.56,1442890.36,1673.06,1061040.82,545071.68,426083.9,1076800.96,1606123.36,0.12,,,84.92,,,,39.5,18.0
90008,2022,1137279.31,795797.17,1634949.42,1838.7,1197828.06,607962.33,484320.18,1218855.92,1856602.23,0.15,,,69.42,,,,46.58,18.58
90008,2023,1087530.04,774957.0,1565295.66,1945.51,1146259.06,583042.87,467125.94,1166921.54,1832736.07,0.23,,,66.83,,,,55.08,15.0
90008,2024,1112658.57,795630.68,1584902.24,2051.32,1172979.93,591788.0,452225.37,1195227.41,1879723.47,0.21,,,63.83,,,,54.67,15.83
90010,2010,616288.79,385647.37,971781.11,,,598697.7,,,,,,,,,,,,
90010,2011,566345.86,372523.48,913580.7,,,544615.07,,,,,,,,,,,,
90010,2012,552140.92,367033.65,879634.17,,,531145.78,,,,,,,,,,,,
90010,2013,617395.87,423045.2,975042.26,,,594105.57,,818143.84,,,,,,,,,,
90010,2014,693546.57,487236.76,1076934.17,,,668242.23,,893529.59,,,,,,,,,,
90010,2015,749035.42,520964.21,1143012.5,,,722516.66,,947241.47,,,,,,,,,,
90010,2016,775167.58,536913.88,1158300.92,,,748683.69,,979077.66,,,,,,,,,,
90010,2017,828007.78,603127.38,1193341.91,,,803117.07,,1022871.48,,,,,,,,,,
90010,2018,916020.8,689782.51,1271280.87,,,887243.06,,1105154.09,,,,,68.17,,,,,
90010,2019,958880.37,727070.91,1303061.94,2693.92,,927884.22,,1144224.74,,,,,70.25,,,,,
90010,2020,968688.91,737313.31,1310438.24,2686.82,,936620.18,,1155570.75,,,,,86.83,,,,,
90010,2021,1011149.5,764817.55,1343688.04,2687.31,,987036.79,,1200900.55,,,,,88.25,,,,,
90010,2022,1064761.02,787193.84,1419495.92,2994.18,,1048624.66,,1289773.16,,,,,78.25,,,,,
90010,2023,1036395.55,773506.38,1374121.19,2964.25,,1021813.24,,1252377.34,,,,,76.25,,,,12.43,
90010,2024,1050091.01,771598.82,1380121.24,2864.84,,1036679.66,,1254687.8,,0.18,,,69.17,,,,22.17,
90011,2010,170864.47,100599.15,305038.17,,170499.61,,108447.64,177280.6,251360.74,,,,,,,,,
90011,2011,168661.65,100105.78,289181.12,,168253.28,,100806.43,176345.24,237847.37,,,,,,,,,
90011,2012,163505.24,102916.74,284725.66,,163097.38,,111114.51,169073.57,239011.0,,,,,,,,,
90011,2013,192299.21,126968.79,324031.56,,191834.47,,138535.69,197367.56,275751.24,,,,,,,,,
90011,2014,237548.01,163158.11,381186.46,,237106.78,,176401.76,241774.59,331389.05,,,,,,,,,
90011,2015,266319.88,186368.64,417987.25,,265881.87,,199462.06,270585.6,369147.39,,,,,,,,,
90011,2016,289206.36,205068.48,443888.13,,288838.14,,215978.12,294553.56,397466.83,,,,,,,,,
90011,2017,332481.2,244594.05,485874.37,,332120.89,,261924.9,338136.74,444656.64,,,,,,,,,
90011,2018,393831.04,300671.92,547735.44,,393655.03,,325937.37,400516.9,516249.99,,,,81.75,,,,36.0,
90011,2019,428873.53,330212.32,587329.85,,428721.0,,350592.31,435705.62,564790.55,,,,96.73,,,,30.0,
90011,2020,464546.74,360817.15,630699.32,,464318.87,,378864.26,470354.04,615542.26,,,,106.25,,,,27.5,
90011,2021,525656.73,408944.38,707858.98,,525337.52,,419793.41,532442.21,696432.02,,,,118.83,,,,33.33,
90011,2022,577003.04,459731.58,757257.33,,576442.87,,454367.94,582345.19,762349.74,0.09,,,88.27,,,,24.0,
90011,2023,582495.7,479382.26,745286.07,2434.34,582188.91,,464321.62,584617.06,751322.89,0.11,,,92.09,,,,25.75,
90011,2024,606101.36,506631.15,759438.66,2594.67,605974.68,,461070.48,608148.02,770014.63,0.13,,,73.5,,,,33.33,
90012,2010,318738.8,216535.82,587328.09,,464334.02,303907.22,289953.9,386206.27,,,,,,,,,,
90012,2011,294300.67,196201.71,536926.53,,416490.38,282177.55,257054.63,358276.01,,,,,,,,,,
90012,2012,282219.11,186359.38,512854.45,,408601.54,267766.09,237209.7,347874.84,,,,,,,,,,
90012,2013,340532.71,230758.52,606661.64,,485560.74,323750.78,293188.08,410713.04,,,,,,,,,,
90012,2014,405769.06,283117.01,709138.04,,571671.72,386076.45,353969.39,481129.46,,,,,,,,,,
90012,2015,448424.37,315609.96,769259.55,,623451.13,425819.43,391242.35,524466.44,,,,,,,,,,
90012,2016,470428.27,338643.37,794223.03,,640585.99,450028.08,418298.45,546118.87,,,,,,,,,,
90012,2017,511520.54,375819.18,837811.32,2237.73,706668.44,488120.04,456833.54,603135.13,,,,,,,,,,
90012,2018,569938.21,426434.34,903493.02,2286.35,818600.86,537908.89,500609.06,688664.75,,0.13,,,65.0,,,,34.7,
90012,2019,593983.78,447465.27,926058.21,2329.21,860609.99,558963.28,516684.61,729690.33,,0.18,,,63.0,,,,38.42,
90012,2020,604578.24,456200.16,937961.36,2223.65,892809.5,564960.77,519091.59,758566.26,,0.19,,,60.83,,,,48.33,
90012,2021,642325.59,482740.74,997648.98,2274.1,978785.28,595088.12,532325.08,827290.36,,0.18,,,63.67,,,,60.92,
90012,2022,672428.9,506623.08,1010788.73,2499.18,1038618.85,617984.47,530154.93,875593.34,,0.17,,,64.83,,,,38.42,
90012,2023,661331.67,504559.58,977270.19,2498.71,1029628.8,606089.53,520409.89,873184.39,,0.19,,,70.8,,,,41.17,5.5
90012,2024,664655.62,512311.97,979543.65,2475.41,1055106.96,610199.04,519281.1,903605.32,,0.2,,,53.18,,,,49.17,10.42
90013,2010,369510.76,209690.54,553287.03,,,357450.78,350281.2,,,,,,,,,,,
90013,2011,309962.32,175634.71,507633.19,,,298602.69,276219.97,,,,,,,,,,,
90013,2012,299116.03,172199.32,506545.81,,,287201.94,263300.06,,,,,,,,,,,
90013,2013,370600.44,213221.14,627079.65,,,355466.98,327664.25,,,,,,,,,,,
90013,2014,446037.95,271924.53,734082.11,,,427352.85,401810.94,,,,,,,,,,,
90013,2015,513611.54,318879.54,833466.36,,,491122.05,469109.03,,,,,,,,,,,
90013,2016,571093.12,366963.83,891639.34,,,546848.64,534806.82,,,,,,,,,,,
90013,2017,626174.24,410560.13,940574.94,,,600575.2,593517.05,,,,,,,,,,,
90013,2018,696452.77,459228.17,1027748.68,2818.06,,669959.78,652577.92,,,0.2,,,63.71,,,,25.2,
90013,2019,708612.32,469009.46,1052755.83,2771.83,,682144.22,645782.39,,,0.21,,,63.17,,,,36.83,
90013,2020,705909.17,469124.22,1045759.65,2712.34,,679232.47,643793.47,,,0.16,,,61.33,,,,50.25,
90013,2021,697000.74,473986.12,1017866.78,2706.33,,683342.32,632448.28,,,0.16,,,83.17,,,,55.33,
90013,2022,683614.61,473208.72,978462.99,2992.66,,676191.95,602071.06,,,0.12,,,81.33,,,,49.08,
90013,2023,640527.61,449935.7,886996.32,2922.78,,634045.98,561830.61,,,0.13,,,56.42,,,,51.67,
90013,2024,649119.18,461837.02,884426.41,2896.47,,642803.79,559862.4,,,0.11,,,59.75,,,,56.17,
90014,2010,279212.6,162867.93,582635.34,,,264146.3,295595.31,,,,,,,,,,,
90014,2011,217862.58,137923.3,469793.33,,,204970.82,245803.41,,,,,,,,,,,
90014,2012,210422.21,137919.88,450876.45,,,197688.95,236258.3,,,,,,,,,,,
90014,2013,265729.21,188329.58,551331.54,,,250574.47,298604.09,,,,,,,,,,,
90014,2014,351504.63,269261.9,700535.86,,,331354.88,391854.25,,,,,,,,,,,
90014,2015,412031.57,311974.98,770732.59,,,390645.6,451462.45,,,,,,,,,,,
90014,2016,468456.84,347726.97,832779.52,,,444009.29,481021.93,,,,,,,,,,,
90014,2017,552620.82,405647.14,949496.51,,,522208.81,535539.92,,,,,,,,,,,
90014,2018,646569.32,479701.72,1073972.55,,,613852.49,619311.93,,,,,,68.17,,,,7.7,
90014,2019,649010.34,474602.87,1022915.23,2735.7,,618805.63,621410.96,,,,,,70.25,,,,12.42,
90014,2020,654118.9,482494.49,1013030.82,2513.12,,626737.2,621520.8,,,,,,86.83,,,,18.67,
90014,2021,650248.15,485234.69,1000590.18,2550.12,,632608.4,590718.23,,,,,,88.25,,,,15.67,
90014,2022,645686.77,482315.31,970576.41,2770.05,,631772.67,583783.86,,,,,,78.25,,,,16.67,
90014,2023,622530.14,464378.52,896422.8,2618.87,,612853.85,562455.91,,,,,,76.25,,,,17.58,
90014,2024,599614.67,466053.35,841100.5,2608.95,,591947.12,539139.72,,,,,,69.17,,,,23.25,
90015,2010,452003.44,254843.64,936991.01,,418382.65,445714.29,379911.89,709158.63,,,,,,,,,,
90015,2011,430986.11,236017.79,890763.72,,371649.58,426754.05,367602.58,611471.36,,,,,,,,,,
90015,2012,433014.07,235938.15,894312.29,,371717.9,427850.97,372482.69,606602.37,,,,,,,,,,
90015,2013,529529.02,291525.0,1061939.04,,444903.0,522098.51,455972.82,717094.43,,,,,,,,,,
90015,2014,607513.55,345757.39,1206452.58,,531141.48,598407.41,515349.66,828322.46,,,,,,,,,,
90015,2015,659199.56,378193.33,1306965.14,,578321.13,650316.73,556073.58,894334.64,,,,,,,,,,
90015,2016,677334.64,398481.65,1320347.58,2341.71,612532.6,669855.82,565723.62,927889.65,,,,,,,,,,
90015,2017,709868.91,440130.66,1330782.33,2476.28,699091.56,698674.26,584752.88,1013201.86,,,,,,,,,,
90015,2018,755319.05,500020.95,1376028.51,2575.71,816083.01,737466.39,623447.19,1114941.01,,0.22,,,49.42,,,,74.1,
90015,2019,762594.91,517796.79,1388984.19,2613.2,852289.41,742737.58,631528.69,1148598.2,,0.2,,,49.83,,,,97.75,
90015,2020,747427.53,512599.23,1363188.61,2494.47,887709.3,722870.29,616131.64,1171196.71,,0.17,,,52.25,,,,107.0,
90015,2021,738105.91,514223.82,1293782.09,2523.7,923161.36,713055.15,609721.07,1243353.35,,0.15,,,53.67,,,,109.08,
90015,2022,752735.78,540569.19,1273554.84,2738.17,928957.41,734439.19,634547.79,1303081.01,,0.19,,,53.08,,,,85.17,7.0
90015,2023,715540.37,526955.88,1190034.55,2659.17,888109.67,696494.86,612163.89,1206732.76,,0.17,,,55.0,,,,76.75,13.92
90015,2024,693309.16,522861.41,1136717.27,2636.98,877810.33,671794.4,594799.16,1131672.1,,0.17,,,48.83,,,,83.25,15.42
90016,2010,289903.64,167981.73,489199.88,,330854.44,162265.14,168058.38,336568.23,494706.34,,,,,,,,,
90016,2011,273323.09,156579.05,456160.3,,311377.13,142592.54,150424.71,317619.37,444435.86,,,,,,,,,
90016,2012,266378.43,156019.63,445401.29,,302358.21,148303.27,153009.98,307998.03,434112.62,,,,,,,,,
90016,2013,317029.74,192430.06,523487.19,,358143.61,194636.73,191752.57,362773.96,503121.83,,,,,,,,,
90016,2014,385589.33,240310.95,616705.72,,434010.4,250575.44,229976.55,435674.53,591932.21,,,,,,,,,
90016,2015,431101.43,273259.86,679920.98,,483532.15,286072.85,265113.27,484762.68,655217.21,,,,,,,,,
90016,2016,466694.76,306487.55,720926.4,,519620.95,321510.71,310271.38,524282.06,705629.92,,,,,,,,,
90016,2017,531733.42,361841.45,793347.08,,587476.51,377977.93,370640.67,599990.47,808453.62,,,,,,,,,
90016,2018,644321.71,449307.51,933387.63,2389.55,709920.71,459047.7,446345.7,735937.06,983903.79,0.12,,,84.58,,,,48.3,21.3
90016,2019,708917.0,491672.47,1014416.37,2521.33,782489.97,487197.69,470845.97,815001.84,1105469.82,0.15,,,79.92,,,,56.83,23.25
90016,2020,775477.83,535659.78,1103847.5,2585.24,856865.51,519747.54,506593.92,891386.84,1218378.51,0.12,,,94.5,,,,53.5,22.25
90016,2021,879670.06,599507.58,1243901.44,2742.04,972561.25,560704.48,562475.96,1015515.5,1364062.38,0.14,,,92.58,,,,53.25,21.75
90016,2022,983585.93,668554.03,1366269.85,2947.5,1078098.37,596202.85,610747.5,1121415.2,1523244.58,0.16,,,72.58,,,,51.75,19.92
90016,2023,963464.76,668470.02,1315814.97,3057.18,1049944.11,584628.52,602754.64,1086438.03,1486306.04,0.16,,,65.08,,,,56.58,15.58
90016,2024,981207.61,682790.19,1316497.65,3122.21,1066550.89,586987.45,601176.16,1108298.1,1467791.06,0.18,,,58.67,,,,66.58,19.42
90017,2010,433210.76,280787.37,643227.97,,,418372.57,,,,,,,,,,,,
90017,2011,392213.83,257520.8,599962.02,,,378831.67,370919.93,,,,,,,,,,,
90017,2012,384772.27,256218.46,590272.83,,,371666.26,371508.15,,,,,,,,,,,
90017,2013,476455.2,324463.2,727625.46,,,461056.48,463649.24,,,,,,,,,,,
90017,2014,570197.21,395514.0,872247.6,,,549802.09,561509.44,,,,,,,,,,,
90017,2015,636726.54,438232.64,969481.68,,,612053.71,627132.23,,,,,,,,,,,
90017,2016,667012.77,458722.66,1000417.89,,,641437.23,650921.36,,,,,,,,,,,
90017,2017,711303.12,496687.67,1081062.83,2690.99,,681512.52,679478.96,,,,,,,,,,,
90017,2018,799457.83,553286.21,1218940.19,2707.32,,763628.76,748643.08,,,0.14,,,52.5,,,,48.4,
90017,2019,814437.15,560390.32,1223860.57,2724.4,,781041.55,751834.42,,,0.15,,,46.64,,,,67.25,
90017,2020,783349.47,547524.31,1167832.37,2601.34,,751040.48,716970.23,,,0.14,,,53.42,,,,67.58,
90017,2021,728615.31,531297.06,1085260.7,2605.08,,699381.65,671028.94,,,0.12,,,59.17,,,,64.42,
90017,2022,721238.02,537010.5,1048848.72,2810.61,,697731.23,670921.89,,,0.13,,,56.67,,,,57.67,
90017,2023,696007.32,521042.3,984904.47,2752.47,,677129.93,659242.59,,,0.17,,,51.0,,,,58.0,10.0
90017,2024,655920.5,507270.47,921015.0,2695.02,,639949.53,624079.13,,,0.18,,,46.75,,,,83.89,13.58
90018,2010,282274.76,167139.71,465861.93,,284393.48,,259280.04,293025.74,453721.89,,,,,,,,,
