Zip Code,Year,ZBP_Total_Establishments,ZBP_Total_Employees,ZBP_Annual_Payroll_Thousands
92312,2022,7,24,1024
92313,2022,191,2084,91949
92562,2022,1917,21186,1053305
92563,2022,1219,12339,695003
92586,2022,275,3447,135337
92317,2022,53,408,23272
92338,2022,7,62,1811
92339,2022,18,149,5385
92340,2022,9,198,8878
92374,2022,1026,23553,1097872
92398,2022,24,326,9393
92406,2022,5,224,12932
92407,2022,616,10870,495680
92408,2022,1126,35775,1745520
92531,2022,5,15,476
92532,2022,341,3451,123917
92311,2022,508,6596,249698
92327,2022,9,130,10127
92341,2022,12,75,2018
92342,2022,47,343,10386
92377,2022,211,5787,359248
92399,2022,901,7482,314452
92413,2022,3,24,334
92415,2022,7,106,4176
92423,2022,9,54,1706
92570,2022,621,7806,375179
92318,2022,4,25,1709
92320,2022,188,2901,118766
92328,2022,10,282,8771
92329,2022,4,18,665
92331,2022,8,166,7356
92332,2022,3,41,3117
92333,2022,12,54,896
92334,2022,14,229,10099
92335,2022,1603,31051,2103663
92344,2022,231,1136,56247
92372,2022,46,155,4916
92427,2022,10,78,7341
92501,2022,821,13327,868745
92316,2022,485,14758,645353
92373,2022,1397,20579,1409644
92571,2022,577,16251,795086
92572,2022,6,102,3791
92581,2022,10,1452,64863
92314,2022,182,526,22808
92336,2022,1171,12459,556629
92347,2022,5,107,11138
92582,2022,178,1304,75286
92346,2022,584,13216,581062
92350,2022,8,2518,256778
92352,2022,219,1518,75637
92356,2022,62,681,45116
92393,2022,14,328,17369
92394,2022,256,4572,220171
92502,2022,16,240,18676
92503,2022,1748,20286,894721
92513,2022,4,14,516
92514,2022,3,6,177
92516,2022,6,23,584
92517,2022,6,53,3552
92583,2022,330,3866,161129
92544,2022,429,3291,116325
92401,2022,196,3364,145000
92507,2022,1614,37121,1910501
92518,2022,114,3996,220657
92584,2022,662,7563,258784
92545,2022,473,7771,332245
92357,2022,5,3090,432030
92358,2022,8,159,6934
92359,2022,86,715,33909
92378,2022,34,207,13569
92505,2022,780,14798,916606
92587,2022,324,1589,65085
92321,2022,23,136,7482
92322,2022,13,27,978
92324,2022,864,19855,1087782
92345,2022,1330,12520,492326
92382,2022,101,885,24272
92519,2022,7,77,1813
92521,2022,11,71,1837
92585,2022,215,2493,162735
92315,2022,426,5332,186269
92363,2022,111,1119,38634
92375,2022,12,177,8433
92376,2022,982,22760,1077092
92405,2022,258,2357,96008
92842,2022,6,14,722
92805,2022,1342,28256,1863412
92843,2022,1142,12602,528412
92678,2022,11,86,2155
92679,2022,582,2548,149301
92846,2022,5,33,1743
92861,2022,196,1219,55156
92856,2022,8,26,1444
92859,2022,7,54,3549
92860,2022,851,11423,570460
92806,2022,2024,43755,3299739
92807,2022,1597,25272,1750812
92834,2022,13,727,100224
92835,2022,818,12573,727209
92863,2022,12,58,2556
92865,2022,959,18420,1120358
92869,2022,698,4933,208618
92781,2022,18,80,6579
92782,2022,707,8071,415972
92684,2022,3,5,261
92685,2022,8,25,1127
92688,2022,1152,17844,1106963
92692,2022,1028,7027,354942
92702,2022,14,118,6408
92704,2022,1663,30094,1592853
92707,2022,1045,26002,2214592
92711,2022,8,65,3317
92728,2022,14,126,6142
92780,2022,2671,35065,2368706
92809,2022,8,17,796
92811,2022,5,9,447
92812,2022,6,38,4399
92868,2022,1820,47577,3523689
92703,2022,639,5332,228758
92799,2022,8,13,721
92801,2022,1642,24864,1315597
92816,2022,7,9,413
92817,2022,12,33,1257
92821,2022,2382,52659,3834433
92822,2022,16,61,4856
92823,2022,125,4917,328975
92832,2022,887,10184,414355
92836,2022,4,56,1680
92837,2022,5,127,7582
92838,2022,5,36,1555
92840,2022,819,8929,352649
92866,2022,536,7217,434388
92706,2022,594,6271,300056
92845,2022,325,2652,135210
92808,2022,585,7095,453962
92867,2022,1698,19024,1133686
92844,2022,544,4671,200473
92693,2022,7,57,1887
92694,2022,824,4613,235515
92802,2022,715,57410,1897080
92825,2022,4,73,3933
92831,2022,1199,20065,1053080
92841,2022,854,14160,781915
92705,2022,3107,53628,3481813
92803,2022,14,456,21546
92804,2022,999,8628,338646
92833,2022,1084,9101,516179
92697,2022,13,191,6586
92698,2022,5,16,1478
92701,2022,1133,13355,675329
92708,2022,2048,28638,2181630
92683,2022,2116,18958,804450
92690,2022,10,47,1475
92691,2022,1955,22100,1380602
92096,2022,7,36,676
92083,2022,856,10456,498103
92101,2022,4330,73692,5964944
92106,2022,957,10622,622555
92037,2022,2609,37262,3498683
92020,2022,1970,30200,1711155
92072,2022,8,67,5202
92074,2022,9,141,10532
92075,2022,1025,9118,683740
92010,2022,710,10788,1085539
92029,2022,1127,18869,1333956
92059,2022,18,1185,79610
92060,2022,10,52,2359
92084,2022,989,8672,345655
92061,2022,41,497,27784
92082,2022,445,4496,233057
92025,2022,1824,23737,1214225
92064,2022,1679,34460,2670302
92070,2022,34,218,6188
92071,2022,1267,15837,760557
92011,2022,1051,12557,1090169
92104,2022,1025,8373,319392
92107,2022,727,4501,182394
92058,2022,427,5132,265497
92102,2022,677,9473,507637
92038,2022,20,64,4211
92039,2022,4,41,3442
92040,2022,817,9880,578004
92055,2022,120,2258,129522
92057,2022,519,4776,182323
92065,2022,829,5007,232191
92068,2022,5,20,655
92069,2022,1237,17215,948642
92079,2022,8,122,7242
92081,2022,1137,21505,1474466
92103,2022,1843,26322,2002735
92108,2022,2725,51581,3455802
92078,2022,1426,15984,932967
92009,2022,1432,14897,1132310
92022,2022,7,238,18321
92023,2022,19,58,2655
92024,2022,2778,22664,1365831
92026,2022,658,4711,263994
92027,2022,671,6358,245948
92028,2022,984,7276,326193
92046,2022,7,59,2201
92049,2022,5,25,951
92085,2022,18,223,10846
92086,2022,18,139,3599
92088,2022,5,9,333
92091,2022,103,568,31205
92052,2022,6,21,769
92054,2022,1361,14735,586897
92056,2022,1245,19208,1022104
92066,2022,4,26,1082
92067,2022,455,5267,272201
92105,2022,669,7242,303541
92109,2022,1872,20480,877902
92013,2022,6,23,986
92014,2022,854,6115,367958
92021,2022,1303,12504,567187
92030,2022,9,85,3906
92033,2022,7,44,1537
92036,2022,106,698,21000
92092,2022,6,105,4703
92093,2022,44,480,16264
92018,2022,16,178,14389
92019,2022,796,8029,330700
91732,2022,723,5287,182232
91413,2022,24,114,10740
91501,2022,354,1341,67633
91506,2022,1029,9851,701116
91711,2022,1076,18225,848344
91739,2022,948,11663,454516
91416,2022,11,39,2466
91423,2022,2106,13206,835073
91426,2022,21,70,8582
91733,2022,1846,17928,947424
91436,2022,3448,17261,2203992
91708,2022,271,6723,291668
91605,2022,1365,14468,783507
91609,2022,4,6,126
91610,2022,9,85,7547
91614,2022,14,585,25014
91602,2022,987,4373,333930
91615,2022,3,1,59
91617,2022,3,128,9666
91701,2022,641,3498,130601
91740,2022,792,11465,558211
91402,2022,839,13153,791630
91406,2022,1828,27601,1745259
91603,2022,5,6,181
91702,2022,970,17519,1029015
91731,2022,1121,15708,885695
91503,2022,9,10,760
91510,2022,19,42,5451
91521,2022,202,11049,1512263
91604,2022,1964,13045,868835
91606,2022,856,7122,293955
91741,2022,691,5341,281449
91504,2022,859,14873,1102681
91723,2022,824,7674,443161
91714,2022,3,96,3103
91715,2022,8,477,41615
91716,2022,3,24,728
91722,2022,591,5926,252016
91737,2022,376,3512,114226
91743,2022,5,8,159
91744,2022,1042,9982,468236
91502,2022,1309,22549,925489
91709,2022,1857,14836,618182
91403,2022,2375,17902,1422360
91522,2022,28,114,24856
91729,2022,34,326,20104
91730,2022,3283,49664,3028221
91505,2022,2189,40349,4241734
91523,2022,7,65,4079
91601,2022,1257,11284,842913
91607,2022,1067,6017,379768
91710,2022,2953,39075,2129487
91724,2022,544,5611,289346
91745,2022,1585,13785,771120
91404,2022,6,31,1814
91405,2022,1124,13409,714897
91409,2022,13,51,5044
91411,2022,920,9659,550801
91706,2022,1628,32754,2004064
91746,2022,1035,22622,1544456
91608,2022,196,42740,2486624
91943,2022,7,15,785
91944,2022,7,8,200
91945,2022,529,6706,291695
91747,2022,6,161,4255
91748,2022,2766,28673,1579248
91758,2022,3,86,3653
91759,2022,8,61,1699
91761,2022,2894,80932,4693122
91778,2022,5,8,395
91780,2022,1008,4970,195271
91946,2022,3,19,789
91948,2022,6,9,345
91950,2022,1351,22897,1065448
91752,2022,868,28407,1421882
91792,2022,406,3796,110619
91903,2022,8,28,1980
91905,2022,22,70,2546
91941,2022,758,6318,289368
91763,2022,1007,12356,606723
91776,2022,1700,10896,475791
91785,2022,10,67,2436
91786,2022,2084,24594,1254681
91906,2022,46,367,17394
91916,2022,32,181,7843
91917,2022,6,17,380
91921,2022,13,54,4440
91755,2022,597,7995,798102
91908,2022,7,15,458
91910,2022,1703,22385,1115026
91931,2022,13,57,3313
91932,2022,319,2532,97932
91942,2022,1506,21556,1221226
91790,2022,1102,13754,642196
91915,2022,520,6093,209018
92008,2022,2264,42908,3493075
91767,2022,906,12927,802920
91784,2022,458,3547,130712
91802,2022,15,435,29870
91803,2022,864,7114,376608
91911,2022,1534,21108,1104129
91914,2022,563,6988,312668
91977,2022,814,7026,283315
91754,2022,1452,14472,799198
91775,2022,388,2365,143327
91902,2022,394,2905,132286
91951,2022,7,67,2546
91962,2022,30,152,10309
91963,2022,11,21,953
91773,2022,1242,19716,1115929
91762,2022,1135,10908,506314
91912,2022,9,32,1164
91978,2022,191,1859,94985
91979,2022,4,5,195
91980,2022,43,235,13606
91901,2022,448,4563,227893
91913,2022,450,2993,152180
92003,2022,179,1262,59928
91749,2022,4,152,6202
91750,2022,817,9441,475735
91765,2022,1766,12026,711051
91768,2022,648,13947,849029
91788,2022,16,205,5806
91789,2022,2341,22241,1432997
92004,2022,74,492,16353
92007,2022,398,2848,247917
91764,2022,1339,30387,1454267
91766,2022,1044,16850,1002001
91769,2022,20,926,64713
91770,2022,1463,15448,1123058
91791,2022,788,8934,400794
91793,2022,5,38,988
91801,2022,1445,12920,585935
91933,2022,4,7,535
91934,2022,4,18,554
91935,2022,159,2270,114062
92657,2022,369,3208,186637
92672,2022,1424,12080,774089
92619,2022,35,434,87032
92625,2022,601,4095,235509
92620,2022,1483,7672,351677
92647,2022,1888,27537,1600687
92656,2022,1436,25065,2433620
92612,2022,2186,47742,5563564
92662,2022,95,619,22379
92677,2022,1913,14538,854320
92592,2022,1437,15379,762740
92673,2022,1299,11334,835275
92604,2022,1021,7480,310015
92607,2022,16,79,2490
92609,2022,6,42,3046
92610,2022,540,14357,1097175
92628,2022,12,155,9130
92629,2022,964,8568,412371
92637,2022,149,2227,97327
92663,2022,1434,13332,918393
92614,2022,2638,71098,6954612
92591,2022,1256,17960,812075
92602,2022,799,8241,686779
92615,2022,14,158,8210
92616,2022,12,36,3050
92617,2022,180,8967,2287984
92648,2022,1878,18218,902399
92658,2022,32,68,9430
92652,2022,12,145,5545
92653,2022,1870,19619,1220437
92659,2022,6,17,780
92660,2022,4531,58628,6780597
92603,2022,499,2759,224318
92605,2022,6,28,932
92606,2022,1178,21441,1904369
92630,2022,2199,25528,1634834
92646,2022,1039,6850,292392
92623,2022,15,68,4681
92624,2022,239,1202,61188
92649,2022,1423,17348,1048194
92627,2022,2131,18084,920502
92651,2022,1473,9712,698610
92674,2022,13,68,6136
92675,2022,1399,17192,1066490
92618,2022,4628,122166,12735340
92626,2022,3223,60700,5341656
92654,2022,11,58,4599
92655,2022,87,416,22595
92661,2022,108,930,36348
92676,2022,41,187,10018
92593,2022,11,129,4378
92595,2022,568,6143,336614
92596,2022,310,2177,91933
92239,2022,9,54,3956
92240,2022,361,4024,132589
92120,2022,993,13562,858521
92129,2022,781,11057,1040377
92255,2022,10,22,1380
92256,2022,46,226,8097
92126,2022,1813,21037,1173091
92257,2022,13,89,2594
92258,2022,42,507,29495
92261,2022,8,182,6419
92262,2022,1286,19883,1144293
92122,2022,1333,24809,2875644
92130,2022,2267,27332,3733358
92223,2022,719,8094,368627
92259,2022,6,67,2928
92260,2022,1617,19461,859446
92131,2022,1119,20504,1648189
92140,2022,18,156,7221
92142,2022,4,107,9481
92143,2022,6,89,2247
92145,2022,50,626,42644
92235,2022,11,182,6606
92128,2022,1347,20008,1505384
92236,2022,424,5641,232113
92252,2022,150,1239,51322
92263,2022,24,406,21193
92264,2022,600,6699,282808
92118,2022,696,7547,423014
92119,2022,388,2271,82126
92147,2022,15,257,25484
92150,2022,18,89,3349
92152,2022,15,302,32129
92210,2022,226,4400,197777
92220,2022,436,4939,233233
92225,2022,245,2380,97876
92115,2022,952,8091,290291
92154,2022,1881,20950,1090219
92285,2022,15,47,1972
92286,2022,4,32,1695
92301,2022,229,3937,230046
92110,2022,1665,28893,1519731
92121,2022,2966,123568,18822256
92124,2022,328,2374,133019
92266,2022,5,15,487
92267,2022,8,143,4166
92202,2022,16,159,8781
92203,2022,543,7108,337081
92230,2022,194,4528,171304
92244,2022,15,185,5979
92268,2022,20,163,6482
92270,2022,747,15771,1007857
92127,2022,1410,23414,2575797
92132,2022,7,40,4963
92241,2022,90,547,19772
92247,2022,4,160,20558
92248,2022,10,130,6169
92249,2022,42,466,28934
92253,2022,936,13537,575754
92112,2022,17,199,10456
92114,2022,416,3132,148468
92134,2022,12,2216,144670
92135,2022,60,1288,90860
92250,2022,89,618,28469
92273,2022,5,24,666
92274,2022,122,1611,84477
92275,2022,7,83,1952
92276,2022,224,3830,180386
92113,2022,610,13771,851366
92116,2022,685,3533,158388
92117,2022,1344,10778,516068
92136,2022,71,749,57097
92211,2022,1071,13898,606451
92277,2022,203,1547,49433
92281,2022,23,152,5454
92282,2022,19,101,9359
92155,2022,23,247,17603
92159,2022,5,17,769
92160,2022,8,17,629
92161,2022,8,3986,598885
92163,2022,9,22,1011
92165,2022,4,6,159
92166,2022,3,4,170
92231,2022,655,5856,212962
92251,2022,256,2828,140683
92278,2022,32,435,25122
92283,2022,16,69,2241
92284,2022,540,4378,179030
92111,2022,2199,35868,2188964
92123,2022,1938,68138,5814909
92138,2022,11,188,11948
92167,2022,6,14,349
92169,2022,9,43,6582
92171,2022,6,26,1397
92172,2022,5,28,1612
92173,2022,588,7736,292027
92174,2022,5,12,740
92176,2022,12,68,3064
92177,2022,4,8,247
92178,2022,8,15,535
92182,2022,27,4314,128745
92226,2022,7,85,3003
92227,2022,388,6355,339162
92233,2022,39,566,48227
92242,2022,10,179,6465
92243,2022,1094,16190,676493
92304,2022,5,34,2562
92305,2022,19,95,4099
92307,2022,628,9152,459526
92139,2022,175,1161,40004
92186,2022,12,212,7155
92191,2022,4,103,11688
92192,2022,5,9,395
92193,2022,4,93,5526
92196,2022,5,10,595
92198,2022,3,5,186
92201,2022,1133,12611,528418
92234,2022,917,8155,369235
92254,2022,66,543,29012
92308,2022,483,5636,216414
91344,2022,1279,9382,372101
91351,2022,722,6589,264219
91304,2022,980,13722,893942
91326,2022,785,6115,259203
91365,2022,15,44,2018
91367,2022,2953,50286,4582722
91206,2022,817,9697,585264
91207,2022,278,1315,56614
91352,2022,1348,18277,1127262
91327,2022,7,5,270
91328,2022,12,99,4076
91355,2022,2570,55001,3738436
91221,2022,5,28,755
91222,2022,11,11,540
91224,2022,6,25,634
91301,2022,1538,16918,1780108
91329,2022,7,391,62401
91330,2022,18,1365,33331
91362,2022,2159,23900,1729047
91392,2022,12,1057,113484
91394,2022,3,4,53
91396,2022,4,9,245
91401,2022,1193,7890,478988
91302,2022,2147,21959,2206955
91331,2022,1028,13441,643138
91356,2022,1873,12814,749899
91357,2022,16,200,7602
91384,2022,341,2153,89851
91303,2022,1128,14148,567157
91353,2022,4,6,399
91354,2022,508,2336,114177
91358,2022,6,16,908
91359,2022,22,427,20178
91360,2022,1539,17668,995112
91361,2022,1667,16583,1445427
91209,2022,16,602,25733
91321,2022,881,9333,382690
91210,2022,287,6398,247246
91319,2022,9,78,9262
91320,2022,1324,22733,2611901
91337,2022,3,9,321
91340,2022,825,11660,624422
91208,2022,610,3359,244406
91305,2022,4,34,2176
91306,2022,639,3963,159061
91346,2022,7,61,8880
91350,2022,961,9634,433079
91307,2022,904,7947,376612
91343,2022,825,7855,332540
91376,2022,9,28,1330
91377,2022,295,797,47574
91364,2022,2222,14522,809364
91372,2022,8,15,1180
91380,2022,13,102,5300
91381,2022,543,4315,182313
91308,2022,6,12,525
91309,2022,14,997,20282
91322,2022,6,19,681
91324,2022,1611,17612,776299
91345,2022,491,9584,564352
91310,2022,4,10,565
91311,2022,2111,35895,2166718
91313,2022,15,366,37779
91316,2022,1572,9646,596509
91335,2022,1400,10513,473253
91341,2022,8,118,3618
91342,2022,1235,22201,1365715
91385,2022,3,5,350
91386,2022,9,17,454
91387,2022,561,3118,123505
91390,2022,302,1629,97636
91205,2022,960,6697,339554
91214,2022,944,4141,203829
91325,2022,820,12188,848919
94933,2022,15,94,4864
94937,2022,35,170,9553
94599,2022,93,1997,149694
94624,2022,3,35,1096
94662,2022,4,18,1564
94701,2022,9,96,4705
94702,2022,457,3702,229288
94903,2022,1159,14883,1326551
94922,2022,14,35,1427
94923,2022,56,664,24082
94938,2022,21,54,1645
94612,2022,1766,34932,4119759
94939,2022,412,4913,521406
94948,2022,15,128,7498
94966,2022,7,25,1279
94970,2022,29,182,10643
94585,2022,304,3284,203262
94603,2022,305,4085,318366
94613,2022,6,697,30969
94618,2022,508,6292,587958
94708,2022,193,771,58656
94710,2022,960,17186,1623096
94949,2022,621,9760,1233670
95003,2022,669,5265,240300
94596,2022,2028,31272,3195832
94601,2022,782,10231,540450
94806,2022,799,11069,548390
94929,2022,7,59,2609
94930,2022,263,1750,100963
94940,2022,11,140,9299
94941,2022,1269,9337,744427
94946,2022,28,175,17357
94950,2022,9,67,1630
94951,2022,123,588,35076
94947,2022,493,3547,254628
94931,2022,316,3132,182714
94602,2022,487,3631,175814
94704,2022,945,11067,799567
94804,2022,766,12843,970463
94807,2022,6,50,4837
94808,2022,3,16,660
94901,2022,2016,22842,1931531
94912,2022,7,60,3812
94913,2022,3,44,2739
94914,2022,5,16,1987
94915,2022,5,16,1051
94920,2022,387,2593,214788
94609,2022,775,11966,1093532
94707,2022,396,2114,117717
94952,2022,1370,14280,989721
94588,2022,1805,54694,8223498
94590,2022,715,8853,531385
94597,2022,687,9534,1056822
94606,2022,587,5084,264698
94607,2022,1487,28194,3368987
94610,2022,740,5460,272459
94709,2022,354,2950,187042
94953,2022,7,57,1913
94954,2022,1050,16799,1231162
94592,2022,60,2464,237402
94706,2022,508,3778,170660
94942,2022,15,46,3157
94945,2022,746,8138,583524
94598,2022,993,19210,1863128
94608,2022,1218,30915,3791622
94611,2022,1081,15133,1371518
94620,2022,3,45,3931
94621,2022,838,24207,1944529
94802,2022,17,423,40325
94803,2022,374,2273,95903
94904,2022,463,5691,529846
94924,2022,48,230,13995
94586,2022,35,659,47873
94591,2022,596,6591,254642
94595,2022,279,2633,183328
94604,2022,6,20,1128
94605,2022,468,3572,164299
94705,2022,556,6020,465868
94720,2022,47,802,53466
94805,2022,233,1879,69901
94957,2022,73,440,61439
94925,2022,520,7254,691819
94587,2022,1344,22353,1526745
94703,2022,340,2447,130418
94801,2022,489,10633,1105243
94956,2022,87,633,33699
94960,2022,526,3149,190558
94964,2022,7,28,1390
94965,2022,701,6601,543392
94927,2022,6,29,1773
94928,2022,912,13029,683659
94589,2022,336,9383,839900
94963,2022,16,96,5197
94971,2022,5,66,1793
94972,2022,9,38,1643
94973,2022,42,231,11440
94975,2022,10,71,4741
94978,2022,3,7,299
94998,2022,3,16,934
95001,2022,12,46,4144
95002,2022,65,6424,1622079
94619,2022,371,4478,163154
95378,2022,8,198,26851
95385,2022,11,160,10140
95386,2022,122,805,31140
95448,2022,765,9047,668959
95222,2022,158,1519,65097
95379,2022,48,962,62255
95409,2022,416,2693,129690
95437,2022,512,4159,173844
95439,2022,28,152,7648
95443,2022,4,11,710
95444,2022,24,223,11113
95445,2022,102,651,26705
95205,2022,688,9845,596849
95208,2022,11,84,5686
95209,2022,336,3360,125537
95213,2022,7,246,14554
95215,2022,442,10433,615962
95237,2022,67,647,26822
95335,2022,9,66,3022
95336,2022,860,12624,621648
95355,2022,838,8913,544755
95361,2022,692,7762,430389
95368,2022,192,2590,140666
95380,2022,1159,18576,791910
95441,2022,76,1513,99936
95150,2022,7,29,3358
95151,2022,6,18,1811
95153,2022,8,316,25224
95154,2022,7,28,1700
95155,2022,6,23,1542
95158,2022,6,75,6445
95159,2022,4,48,7203
95160,2022,7,39,2073
95240,2022,1236,17004,972995
95248,2022,3,6,143
95249,2022,119,1105,69859
95316,2022,79,604,27170
95358,2022,343,6400,395845
95387,2022,27,332,13656
95473,2022,13,31,1358
95161,2022,5,70,3080
95164,2022,3,19,747
95170,2022,3,31,1247
95192,2022,24,955,19833
95201,2022,17,217,13406
95206,2022,734,15629,930394
95323,2022,14,84,4614
95324,2022,107,2359,158570
95356,2022,1009,20162,1243858
95363,2022,352,5880,297474
95377,2022,517,10666,564280
95388,2022,79,474,19613
95442,2022,97,777,37244
95446,2022,110,1044,56017
95202,2022,362,5633,387364
95223,2022,143,1295,43621
95317,2022,4,24,1749
95318,2022,10,218,7360
95423,2022,34,291,14331
95319,2022,16,137,5530
95320,2022,237,2058,113138
95341,2022,278,3528,180571
95389,2022,13,105,5952
95391,2022,183,733,34497
95405,2022,669,7707,475475
95406,2022,17,192,9977
95407,2022,1058,17253,1168307
95424,2022,3,56,2395
95425,2022,236,2075,108446
95204,2022,427,7446,510899
95207,2022,1215,16638,648150
95251,2022,22,93,3422
95252,2022,225,1398,56653
95325,2022,3,5,282
95326,2022,139,1558,85260
95337,2022,783,9709,496689
95211,2022,14,2150,99878
95212,2022,324,3710,181163
95338,2022,268,1771,77054
95351,2022,749,9326,453794
95369,2022,10,66,3355
95370,2022,823,8309,425098
95402,2022,22,271,16028
95403,2022,1534,26175,2148822
95449,2022,40,780,58794
95450,2022,18,172,8728
95451,2022,168,1212,45465
95224,2022,13,45,1999
95453,2022,368,3610,182017
95225,2022,12,44,1589
95227,2022,24,149,6555
95228,2022,76,546,28183
95367,2022,296,3631,130115
95401,2022,1226,15783,944857
95452,2022,50,514,33398
95454,2022,47,463,28833
95220,2022,155,1239,73297
95327,2022,89,835,47936
95350,2022,1248,21218,1185606
95352,2022,14,140,4746
95353,2022,29,6716,625372
95354,2022,961,14455,830137
95456,2022,21,218,6230
95457,2022,71,459,20033
95458,2022,18,72,2014
95459,2022,11,64,2551
95460,2022,128,1108,60924
95210,2022,460,7305,438395
95229,2022,7,21,1590
95230,2022,7,163,6075
95333,2022,31,231,11378
95383,2022,95,477,19786
95404,2022,1192,8653,539744
95410,2022,18,178,6460
95412,2022,6,12,939
95415,2022,45,225,9964
95461,2022,114,982,43558
95462,2022,31,213,11306
95463,2022,3,34,2401
95464,2022,28,424,15019
95465,2022,59,466,20800
95466,2022,39,415,21576
95231,2022,96,5165,330684
95303,2022,19,385,21824
95321,2022,85,847,40357
95334,2022,187,4047,255320
95344,2022,10,166,6461
95345,2022,5,41,2095
95372,2022,27,85,2967
95373,2022,3,5,116
95374,2022,22,157,7159
95426,2022,21,114,4378
95427,2022,5,15,848
95428,2022,31,282,13552
95430,2022,18,86,3360
95467,2022,55,258,10666
95468,2022,44,234,7294
95469,2022,21,91,3909
95470,2022,113,954,38797
95203,2022,311,4625,263206
95219,2022,543,9657,513390
95245,2022,21,70,2313
95253,2022,7,20,1409
95304,2022,579,15910,731630
95305,2022,9,46,2108
95306,2022,18,66,3014
95307,2022,658,8400,423101
95310,2022,47,304,14164
95328,2022,30,209,13785
95346,2022,21,68,2626
95348,2022,494,7173,297686
95357,2022,192,4367,266815
95360,2022,145,1632,74414
95375,2022,7,54,1936
95376,2022,1067,15855,815844
95381,2022,25,420,22611
95416,2022,6,38,1500
95418,2022,5,351,22213
95419,2022,4,25,1017
95420,2022,10,218,6033
95421,2022,46,188,7101
95431,2022,4,63,2767
95432,2022,14,76,4309
95433,2022,3,13,628
95435,2022,5,11,311
95436,2022,105,528,27789
95472,2022,968,7834,486921
95233,2022,12,45,1175
95246,2022,19,101,5299
95247,2022,153,988,36236
95254,2022,7,60,2259
95255,2022,22,67,2396
95257,2022,5,9,391
95258,2022,47,318,13890
95311,2022,16,44,2097
95329,2022,33,125,3722
95364,2022,9,305,6425
95365,2022,24,180,8664
95366,2022,390,5114,291107
95382,2022,582,7497,374171
95422,2022,194,2084,93515
95476,2022,1234,13455,800644
95221,2022,15,64,4747
95236,2022,69,801,55487
95241,2022,14,80,3648
95242,2022,542,7604,331455
95267,2022,4,15,574
95269,2022,6,12,401
95301,2022,469,7058,272116
95312,2022,3,11,283
95313,2022,23,307,17405
95315,2022,109,922,45522
95322,2022,122,1808,82658
95330,2022,478,10523,630997
95340,2022,844,12283,620338
94139,2022,4,50,7434
94309,2022,29,112,4124
94140,2022,4,9,175
94141,2022,9,25,2334
94143,2022,26,13159,2109261
94401,2022,1151,14573,1463562
94083,2022,18,109,6537
94085,2022,781,21986,3347964
94110,2022,2122,28157,2776394
94130,2022,64,823,49516
94147,2022,5,8,1442
94158,2022,258,9848,1897284
94104,2022,2163,77936,13927886
94114,2022,1373,9945,760362
94128,2022,177,12416,766922
94131,2022,464,2690,190959
94404,2022,922,28988,6069696
94497,2022,6,47,4361
94501,2022,1601,21297,1669980
94086,2022,857,29791,6837435
94108,2022,1536,27491,3136895
94109,2022,1676,28109,2184652
94119,2022,4,5,743
94120,2022,7,330,28002
94121,2022,812,4873,303345
94302,2022,11,43,3705
94303,2022,1000,16152,1970069
94105,2022,2164,128706,26309227
94117,2022,997,12271,803453
94134,2022,424,3826,283285
94116,2022,710,5572,467321
94122,2022,1186,7626,395447
94124,2022,1305,20932,1712170
94125,2022,8,82,4542
94126,2022,15,65,6927
94127,2022,519,2651,155305
94305,2022,111,51528,5883456
94507,2022,469,2947,208199
94087,2022,1145,10045,554732
94129,2022,313,7325,1390210
94402,2022,1032,21548,2708963
94111,2022,2437,74390,13739534
94133,2022,1328,16467,1520014
94159,2022,3,22,2547
94164,2022,5,34,3103
94107,2022,2141,71589,12597956
94188,2022,7,41,9655
94203,2022,36,1537,127082
94304,2022,482,51654,12028641
94502,2022,259,10527,1465629
94118,2022,1255,10865,705714
94208,2022,3,54,2702
94230,2022,5,101,13572
94301,2022,1265,24740,4819976
94306,2022,1066,16321,2484573
94503,2022,343,6053,339665
94115,2022,1342,19881,2063081
94088,2022,14,45,4288
94102,2022,1647,28819,2620983
94103,2022,2688,95503,18452706
94505,2022,190,887,42753
94506,2022,510,3486,245491
94089,2022,555,46231,14893611
94123,2022,1110,9739,581383
94132,2022,444,5271,236585
94403,2022,1179,32622,5042182
94508,2022,75,1139,44497
94509,2022,982,12466,708279
94112,2022,939,6357,370086
93556,2022,6,19,880
93611,2022,959,10757,573050
93613,2022,14,770,22503
93614,2022,135,1013,39796
93309,2022,1547,22562,1172534
93560,2022,146,1401,44620
93621,2022,6,32,1056
93622,2022,115,1125,82579
93442,2022,414,3541,131441
93553,2022,22,133,4840
93555,2022,501,6845,314366
93562,2022,15,548,46382
93563,2022,3,22,989
93581,2022,10,48,4156
93311,2022,960,12593,809415
93421,2022,8,76,2910
93422,2022,917,9802,561350
93428,2022,242,1624,60401
93505,2022,103,739,32913
93584,2022,6,59,2056
93591,2022,38,157,6018
93620,2022,93,586,36552
93460,2022,205,3231,181775
93599,2022,6,3704,501919
93601,2022,37,152,6751
93615,2022,30,830,57806
93623,2022,8,269,14790
93626,2022,43,1055,74769
93650,2022,102,2360,117427
93651,2022,40,282,8973
93654,2022,403,5102,264930
93456,2022,33,418,26133
93561,2022,483,4717,195042
93602,2022,72,423,23638
93612,2022,1169,21765,956186
93616,2022,25,576,25378
93618,2022,334,5702,268135
93624,2022,21,332,21569
93625,2022,165,2470,139012
