Zip Code,Year,ZBP_Total_Establishments,ZBP_Total_Employees,ZBP_Annual_Payroll_Thousands
93669,2011,5,20,1044
93558,2011,1,0,0
93611,2011,601,5160,167690
93618,2011,286,5258,193126
93644,2011,310,2804,93623
93660,2011,27,1133,105153
93560,2011,112,944,23530
93584,2011,3,0,0
93603,2011,5,0,693
93670,2011,2,0,0
93561,2011,410,3306,93252
93586,2011,3,0,0
93590,2011,3,14,298
93614,2011,111,561,13996
93627,2011,5,122,9455
93645,2011,4,0,0
93649,2011,4,0,623
93656,2011,50,575,13698
93665,2011,7,25,837
93673,2011,12,0,0
93604,2011,21,179,6008
93646,2011,54,628,16126
93650,2011,101,2908,81480
93651,2011,36,198,4943
93706,2011,591,13295,461652
93591,2011,28,200,7410
93615,2011,23,787,21937
93621,2011,4,0,539
93623,2011,7,330,7324
93628,2011,4,0,482
93641,2011,3,0,131
94523,2011,1012,12408,426088
94501,2011,1329,15724,902897
94508,2011,57,1633,57973
94519,2011,268,1377,41229
94403,2011,1062,24434,1799342
94526,2011,977,8037,338736
94402,2011,931,11140,830955
94516,2011,3,0,0
94531,2011,366,5457,222402
94512,2011,5,84,5601
94517,2011,179,1355,71955
94513,2011,918,10238,501300
94521,2011,522,4078,106057
94506,2011,436,2909,139265
94514,2011,101,794,29750
94515,2011,264,2926,98018
94520,2011,1877,39146,2118934
94505,2011,82,485,17235
94509,2011,951,11082,418269
94527,2011,4,51,902
94528,2011,25,0,7832
94503,2011,257,3526,142125
94518,2011,434,3979,160172
94524,2011,11,269,17085
94529,2011,2,0,0
94530,2011,509,5011,143038
94404,2011,917,24147,2894674
94522,2011,12,57,1580
94507,2011,392,2641,108334
94511,2011,37,0,5488
94510,2011,804,10183,569827
94525,2011,46,0,0
94497,2011,3,0,0
94502,2011,245,6814,646690
95375,2011,9,48,549
95379,2011,52,1197,42957
95380,2011,961,14229,453848
95383,2011,115,512,15266
95350,2011,1207,18038,647740
95353,2011,40,6537,463575
95357,2011,172,2169,96001
95372,2011,24,150,1856
95355,2011,726,7857,309074
95364,2011,13,398,4724
95376,2011,846,13038,477282
95345,2011,13,0,1494
95377,2011,261,3556,171103
95365,2011,20,104,2664
95368,2011,124,1420,58533
95382,2011,405,5537,210175
95346,2011,24,84,1981
95373,2011,6,0,0
95385,2011,16,0,6925
95358,2011,300,5239,236688
95386,2011,88,686,20576
95352,2011,28,722,37278
95360,2011,101,1248,51340
95363,2011,223,3587,129152
95369,2011,8,82,2201
95374,2011,20,0,4416
95381,2011,38,540,20241
95351,2011,624,10119,328002
95361,2011,594,5958,241009
95367,2011,213,2801,73917
95387,2011,25,0,0
95388,2011,57,262,5752
95340,2011,836,10093,367578
95354,2011,902,12151,535659
95356,2011,856,15818,602988
95366,2011,268,2743,104610
95370,2011,844,8072,292395
95389,2011,56,0,0
95341,2011,128,2143,85059
95348,2011,435,5928,168069
95391,2011,39,146,6509
95401,2011,1208,13726,483062
95378,2011,18,171,13687
95344,2011,14,0,2214
95038,2011,11,79,3479
95064,2011,8,90,4609
95103,2011,1,0,0
95106,2011,3,0,0
95042,2011,2,0,0
95055,2011,3,3,155
95065,2011,271,3734,249708
95108,2011,3,17,533
95043,2011,16,0,0
95056,2011,4,0,0
95062,2011,922,8489,308507
95109,2011,6,56,1375
95039,2011,54,785,50647
95112,2011,2110,35591,1667945
95115,2011,2,0,0
95116,2011,620,5851,282426
95053,2011,12,0,0
95060,2011,1468,15746,640434
95071,2011,5,0,250
95110,2011,916,20507,1753410
95046,2011,146,1107,42109
95054,2011,1748,53671,5721970
95073,2011,403,3153,101473
95044,2011,4,0,0
95045,2011,77,741,33472
95051,2011,1114,20330,1489155
95077,2011,14,222,6483
95117,2011,332,2741,123246
95067,2011,3,0,0
95075,2011,14,0,1215
95063,2011,15,0,951
95070,2011,717,4327,189060
95111,2011,520,4231,133831
95113,2011,922,17308,1095226
95050,2011,1511,36986,3036263
95118,2011,522,5836,169274
95061,2011,15,62,1722
95101,2011,6,201,12559
95041,2011,10,0,0
95052,2011,33,5312,1584940
95066,2011,483,6931,435993
95076,2011,1356,16669,705391
94926,2011,5,0,0
94937,2011,37,115,5483
94941,2011,1079,7383,413574
94927,2011,16,52,1650
94924,2011,50,258,9001
94930,2011,232,1280,36687
94710,2011,846,13780,861322
94920,2011,351,1931,93980
94708,2011,143,638,32441
94712,2011,5,19,669
94802,2011,18,0,0
94922,2011,14,62,1407
94904,2011,450,4872,286695
94720,2011,28,686,22998
94804,2011,616,11778,585753
94806,2011,688,10089,391910
94928,2011,781,9384,323153
94707,2011,366,2053,75527
94709,2011,314,3064,119534
94807,2011,7,33,1857
94942,2011,14,62,3600
94706,2011,418,3058,90985
94803,2011,294,2039,58310
94912,2011,11,50,3085
94923,2011,50,514,13368
94938,2011,15,0,592
94808,2011,3,0,0
94931,2011,304,2741,104049
94946,2011,35,375,32215
94933,2011,25,100,4169
94947,2011,435,3410,162686
94820,2011,4,24,276
94903,2011,1084,15558,956463
94913,2011,6,29,908
94901,2011,1994,20065,922440
94925,2011,470,6128,287844
94945,2011,703,8483,509016
94801,2011,353,5925,390445
94939,2011,381,3162,239666
94940,2011,13,0,6492
94948,2011,26,0,14110
94914,2011,3,13,343
94929,2011,11,67,1969
94949,2011,572,8640,528614
94805,2011,201,1445,40301
94915,2011,11,45,1473
94954,2011,857,11579,659358
95002,2011,46,2055,217556
95006,2011,136,697,20465
95009,2011,3,24,441
95013,2011,6,0,0
95023,2011,766,8545,313729
95010,2011,554,5716,164696
95017,2011,10,160,6006
95036,2011,8,50,3004
94964,2011,9,0,0
94971,2011,7,45,820
94976,2011,7,26,837
95007,2011,7,48,1219
95035,2011,1909,39453,2995337
95014,2011,1583,34015,5773647
94972,2011,10,0,1269
94977,2011,3,0,0
95004,2011,54,429,38769
94960,2011,462,2909,108400
95008,2011,1933,22791,1151886
95018,2011,153,777,24356
94965,2011,712,5890,315627
94978,2011,2,0,0
94966,2011,9,61,2430
94979,2011,7,27,526
95011,2011,8,16,1383
94973,2011,36,141,4972
95020,2011,1299,16511,551766
94950,2011,8,0,1372
94952,2011,1166,10857,419746
94955,2011,5,0,0
94998,2011,8,0,0
95003,2011,632,4521,147268
95024,2011,14,52,2112
95031,2011,19,108,3329
94951,2011,82,288,10352
94970,2011,37,249,10274
95012,2011,149,2072,100718
95019,2011,125,917,29244
94956,2011,96,584,21309
94957,2011,50,274,14841
94953,2011,14,0,1747
95001,2011,17,71,2138
94963,2011,18,103,2860
95026,2011,2,0,0
95015,2011,10,17,285
95021,2011,8,70,2412
95030,2011,694,5996,256109
95032,2011,945,9220,738308
95033,2011,129,484,23624
95037,2011,1125,14363,640117
94975,2011,9,175,6767
95005,2011,105,534,15348
95431,2011,3,0,0
95450,2011,17,124,3554
95476,2011,1109,11315,497664
95402,2011,49,462,19858
95421,2011,41,0,6460
95468,2011,45,216,4525
95432,2011,22,71,1499
95453,2011,369,3566,116002
95470,2011,91,804,23886
95471,2011,3,7,159
95424,2011,2,0,0
95425,2011,194,1375,41776
95427,2011,7,21,1000
95456,2011,19,0,0
95463,2011,3,8,99
95472,2011,879,5903,223047
95410,2011,23,178,3729
95443,2011,4,0,0
95451,2011,148,620,17082
95458,2011,18,76,1356
95466,2011,38,362,11994
95485,2011,37,151,3373
95407,2011,869,13724,632679
95409,2011,339,2410,70871
95416,2011,10,36,983
95428,2011,27,207,6293
95442,2011,100,836,27684
95444,2011,22,360,25117
95464,2011,28,455,11949
95405,2011,646,7319,344212
95439,2011,23,211,7321
95457,2011,70,410,14118
95404,2011,1152,10812,471193
95433,2011,5,21,791
95454,2011,54,366,11960
95435,2011,7,0,0
95448,2011,722,6984,278189
95452,2011,63,703,27395
95459,2011,10,0,1385
95480,2011,3,0,0
95482,2011,965,9628,329858
95417,2011,2,0,0
95422,2011,185,1921,59410
95449,2011,30,543,22733
95481,2011,2,0,0
95412,2011,9,0,1028
95418,2011,9,130,4522
95445,2011,108,543,15837
95446,2011,108,944,35344
95423,2011,32,226,7923
95436,2011,95,441,13070
95437,2011,490,3873,107706
95441,2011,54,1680,77971
95460,2011,148,950,33739
95467,2011,28,0,0
95469,2011,25,86,2616
95473,2011,17,47,1318
95403,2011,1349,20097,1143135
95419,2011,2,0,0
95426,2011,27,0,0
95429,2011,3,0,0
95465,2011,43,557,15145
95415,2011,41,0,6184
95420,2011,12,133,6126
95430,2011,11,0,1033
95462,2011,29,163,3848
95406,2011,29,123,4620
95461,2011,94,961,24717
95153,2011,8,0,0
95121,2011,369,3186,78507
95126,2011,1008,9986,515494
95131,2011,1338,33632,2585620
95204,2011,421,9503,426323
95125,2011,1304,12242,573688
95133,2011,370,7604,369202
95136,2011,375,4548,187153
95164,2011,3,2,77
95138,2011,282,9183,851371
95154,2011,5,8,136
95170,2011,4,18,458
95124,2011,934,9465,712404
95203,2011,309,5461,249902
95123,2011,995,10515,284474
95132,2011,356,3028,99597
95155,2011,2,0,0
95172,2011,1,0,0
95173,2011,4,52,959
95156,2011,4,73,715
95157,2011,3,0,0
95190,2011,2,0,0
95191,2011,1,0,0
95192,2011,11,418,9347
95202,2011,345,4379,158132
95127,2011,494,4245,119719
95140,2011,8,24,631
95150,2011,13,87,3743
95158,2011,7,0,0
95205,2011,704,9180,342146
95134,2011,526,48488,7455784
95119,2011,315,7946,634413
95120,2011,510,4708,366264
95128,2011,1166,24044,1049560
95141,2011,9,0,0
95159,2011,6,16,464
95193,2011,6,0,0
95122,2011,741,8703,241191
95151,2011,6,6,167
95160,2011,7,32,798
95135,2011,209,1290,40339
95139,2011,63,576,39063
95148,2011,374,2596,74892
95196,2011,1,0,0
95201,2011,42,1543,75755
95152,2011,2,0,0
95161,2011,7,0,0
95206,2011,547,11947,522484
95129,2011,1009,11273,405207
95130,2011,131,1037,29491
94613,2011,9,0,0
94623,2011,5,48,1476
94596,2011,2004,29632,2123548
94614,2011,8,138,7160
94624,2011,2,0,0
94703,2011,255,1918,69240
94607,2011,1311,20758,1345147
94649,2011,1,0,0
94597,2011,469,7755,665755
94601,2011,665,8558,305093
94608,2011,1124,24955,2004713
94620,2011,5,7,323
94661,2011,1,0,0
94662,2011,9,0,0
94615,2011,1,0,0
94617,2011,6,46,3108
94595,2011,283,3087,116517
94599,2011,105,3208,115169
94606,2011,537,7062,275095
94621,2011,752,22743,1184904
94602,2011,415,4901,275234
94603,2011,241,3819,168671
94612,2011,1647,31757,2462524
94618,2011,449,4606,215779
94701,2011,9,110,4408
94704,2011,870,9098,395875
94604,2011,10,0,0
94598,2011,877,16668,1178278
94609,2011,650,11588,725421
94611,2011,862,10824,744364
94619,2011,274,2771,78429
94591,2011,472,5358,135038
94702,2011,362,2913,104656
94605,2011,299,2453,73697
94592,2011,49,1228,71916
94705,2011,546,6867,413543
94610,2011,625,4583,151230
95313,2011,24,199,9732
95319,2011,18,141,4514
95334,2011,112,4572,155505
95227,2011,20,151,4362
95229,2011,10,0,0
95240,2011,1089,13778,529503
95252,2011,159,897,21807
95269,2011,9,54,381
95316,2011,60,282,9863
95333,2011,23,131,5758
95336,2011,667,9317,328914
95257,2011,5,8,152
95215,2011,366,5716,261009
95222,2011,130,1198,36157
95237,2011,79,651,18028
95296,2011,2,0,0
95306,2011,13,118,2837
95230,2011,11,87,2224
95258,2011,47,318,8431
95301,2011,371,6528,176924
95335,2011,14,84,2339
95210,2011,369,7005,273166
95211,2011,17,231,3446
95233,2011,5,0,0
95314,2011,1,0,0
95320,2011,194,1431,62513
95330,2011,238,5933,234475
95338,2011,220,1499,40999
95207,2011,1267,17266,464385
95223,2011,141,652,18396
95228,2011,55,312,12088
95247,2011,133,695,17418
95315,2011,59,721,24615
95337,2011,374,4751,160582
95231,2011,83,3765,172651
95234,2011,4,12,926
95242,2011,442,5710,194496
95253,2011,10,39,1123
95307,2011,435,5749,218901
95311,2011,24,67,1932
95212,2011,199,2717,92070
95236,2011,59,739,32037
95248,2011,5,22,557
95208,2011,11,125,3292
95219,2011,475,6489,228841
95224,2011,16,51,1060
95303,2011,11,214,9757
95323,2011,8,29,792
95325,2011,2,0,0
95221,2011,39,237,7024
95249,2011,123,1158,47916
95254,2011,6,17,888
95322,2011,111,1410,41433
95326,2011,116,1276,44771
95220,2011,108,886,47389
95324,2011,99,0,0
95209,2011,269,3737,83822
95245,2011,18,41,1432
95250,2011,1,0,0
95251,2011,19,0,2409
95255,2011,21,72,1922
95304,2011,396,5987,201735
95317,2011,3,0,0
95327,2011,99,617,24018
95328,2011,10,135,6306
95225,2011,14,38,794
95267,2011,11,68,1910
95309,2011,4,0,0
95312,2011,7,0,197
95318,2011,13,253,6951
95321,2011,73,384,11898
95310,2011,37,226,9322
95213,2011,14,0,0
95329,2011,20,62,1923
95226,2011,1,0,0
95241,2011,32,350,10958
95246,2011,20,0,3780
95305,2011,16,229,3205
96771,2011,24,107,1853
96772,2011,29,180,5675
96774,2011,3,0,0
96782,2011,457,7810,283214
96749,2011,153,1676,49852
96776,2011,11,111,3146
96783,2011,8,18,504
96741,2011,79,392,11285
96748,2011,92,832,23798
96766,2011,710,10035,355800
96740,2011,1123,14112,461221
96753,2011,801,11904,380434
96756,2011,195,4608,155738
96769,2011,3,0,0
96779,2011,104,977,26543
96726,2011,8,22,591
96733,2011,11,76,3238
96770,2011,6,65,1328
96728,2011,5,29,572
96762,2011,33,3071,57471
96777,2011,10,108,3806
96720,2011,1369,18494,592959
96721,2011,10,40,1441
96757,2011,9,48,977
96717,2011,36,287,6720
96727,2011,73,414,11821
96729,2011,14,86,1739
96732,2011,856,17078,613227
96734,2011,867,9002,313469
96744,2011,814,9074,276095
96764,2011,12,33,561
96773,2011,2,0,0
96780,2011,3,3,35
96725,2011,60,209,4669
96745,2011,44,574,21365
96750,2011,124,1548,58220
96778,2011,80,890,19896
96781,2011,13,105,2692
96784,2011,48,759,37129
96785,2011,23,0,3635
96737,2011,13,73,1554
96759,2011,4,0,0
96786,2011,306,4255,135598
96715,2011,9,104,3251
96722,2011,109,1310,47102
96751,2011,3,0,0
96760,2011,18,133,3380
96730,2011,10,0,1245
96752,2011,34,288,11147
96765,2011,26,256,7164
96755,2011,33,228,8529
96788,2011,12,100,1911
96768,2011,264,2073,62245
96716,2011,44,0,8263
96738,2011,162,2689,85575
96754,2011,114,669,16874
96763,2011,55,1103,40551
96789,2011,415,5814,198139
96718,2011,5,64,1630
96731,2011,49,1281,40290
96767,2011,7,72,1721
96739,2011,11,73,2234
96742,2011,2,0,0
96761,2011,860,14842,488084
96790,2011,158,695,25926
96719,2011,22,169,5645
96743,2011,462,6188,220740
96746,2011,374,3482,92933
96747,2011,4,0,0
95860,2011,5,0,0
95922,2011,7,63,1705
95923,2011,6,0,0
95926,2011,1012,12493,450903
95821,2011,751,9918,419904
95827,2011,616,10125,504155
95828,2011,667,11039,474755
95830,2011,8,242,11785
95833,2011,538,11860,674286
95924,2011,17,0,643
95864,2011,411,3283,157040
95865,2011,4,24,813
95835,2011,256,1613,45911
95903,2011,34,348,22195
95925,2011,4,36,1442
95831,2011,441,4047,118103
95866,2011,4,1,45
95918,2011,25,85,2628
95826,2011,845,13196,584462
95867,2011,2,0,0
95913,2011,6,60,1347
95843,2011,234,2448,62467
95901,2011,509,6365,218379
95829,2011,231,2363,80732
95832,2011,55,571,18992
95914,2011,4,12,730
95825,2011,1698,26719,1249783
95834,2011,809,18292,786695
95838,2011,350,6035,258967
95915,2011,3,0,0
95824,2011,303,4515,156493
95910,2011,2,0,0
95912,2011,54,607,27572
95916,2011,11,31,727
95919,2011,13,27,728
95823,2011,854,14366,692494
95927,2011,51,560,24466
95820,2011,395,5179,209769
95840,2011,3,16,415
95842,2011,244,2716,83811
95917,2011,24,104,5409
95928,2011,1133,15425,445226
95851,2011,1,0,0
95920,2011,5,0,0
95836,2011,1,0,0
95837,2011,70,2146,66870
95841,2011,569,7200,230941
95852,2011,1,0,0
95853,2011,1,0,0
95822,2011,503,5299,163076
95670,2011,1244,32294,1898935
95672,2011,63,0,9779
95682,2011,676,4643,170243
95648,2011,583,7877,260629
95675,2011,7,0,1201
95659,2011,15,82,3611
95661,2011,1605,28063,1449273
95663,2011,65,268,9876
95665,2011,78,414,13342
95687,2011,736,11703,453887
95634,2011,51,281,6955
95636,2011,7,58,1075
95676,2011,7,147,7545
95627,2011,25,124,3023
95652,2011,111,3063,136066
95668,2011,16,617,48031
95642,2011,328,4707,156272
95677,2011,665,6748,303424
95637,2011,4,16,161
95644,2011,1,0,0
95660,2011,500,9489,246750
95638,2011,27,120,4954
95645,2011,19,0,2801
95653,2011,12,158,7599
95669,2011,55,434,10119
95678,2011,1596,27490,1348285
95683,2011,87,533,19016
95625,2011,6,41,1296
95628,2011,884,6511,180438
95650,2011,384,2953,113225
95629,2011,9,0,1094
95633,2011,31,87,2056
95654,2011,13,311,10228
95656,2011,13,63,1954
95667,2011,925,10723,387940
95673,2011,142,1643,50770
95679,2011,2,0,0
95684,2011,46,179,4534
95626,2011,42,217,5594
95632,2011,323,2554,77081
95646,2011,12,0,0
95662,2011,525,3758,109264
95680,2011,1,0,0
95685,2011,103,635,18968
95664,2011,15,35,2757
95681,2011,17,50,1295
95686,2011,13,111,4967
95630,2011,1762,22681,1101902
95631,2011,78,367,10960
95639,2011,2,0,0
95655,2011,80,3945,287094
95658,2011,140,763,32873
95671,2011,2,0,0
95674,2011,10,96,4043
95635,2011,17,55,2047
95640,2011,87,769,32065
95641,2011,40,251,11110
95651,2011,25,175,9970
95666,2011,54,210,6586
95695,2011,715,7914,355136
95720,2011,5,27,930
95747,2011,526,8992,536479
95762,2011,941,11206,570218
95703,2011,25,73,3409
95721,2011,1,0,0
95724,2011,6,144,2106
95696,2011,20,266,7314
95722,2011,85,371,9674
95728,2011,36,232,3074
95742,2011,732,10764,480726
95812,2011,4,105,2820
95815,2011,1088,20597,838294
95816,2011,864,13127,833742
95726,2011,108,559,13102
95692,2011,52,529,15821
95712,2011,7,0,468
95813,2011,7,43,2464
95689,2011,13,60,2403
95691,2011,911,16815,728740
95709,2011,80,214,6519
95713,2011,135,808,23635
95814,2011,1824,23258,1210236
95697,2011,5,0,0
95763,2011,16,27,699
95817,2011,149,10902,512584
95757,2011,199,1772,69157
95690,2011,59,346,13830
95698,2011,7,44,1734
95714,2011,9,43,532
95735,2011,4,0,0
95798,2011,6,0,0
95818,2011,424,7254,216711
95736,2011,18,269,4592
95776,2011,459,8954,334438
95699,2011,6,0,545
95746,2011,477,3118,111734
95765,2011,626,10340,554113
95799,2011,3,0,0
95694,2011,157,1191,42721
95715,2011,5,47,1114
95701,2011,10,31,3029
95759,2011,7,129,4112
95811,2011,434,7559,329842
95819,2011,487,11345,552322
95688,2011,864,12390,527889
95717,2011,6,28,697
95693,2011,68,347,8337
95741,2011,12,405,30152
95758,2011,795,11235,350210
96824,2011,2,0,0
96814,2011,2380,37230,1289920
96825,2011,447,4374,125572
96840,2011,1,0,0
96861,2011,15,47,4214
96792,2011,282,3338,99849
96801,2011,21,153,4796
96811,2011,1,0,0
96812,2011,9,0,0
96816,2011,1047,11348,332355
96844,2011,1,0,0
96848,2011,2,0,0
96863,2011,31,229,9344
96818,2011,394,5123,139817
96849,2011,3,0,0
96850,2011,5,50,1720
96858,2011,24,181,10518
96819,2011,1888,47003,2266946
96820,2011,36,1496,48046
96815,2011,1608,29644,966732
96827,2011,3,10,320
96853,2011,35,381,17936
96791,2011,67,394,11647
96802,2011,4,7,258
96813,2011,2874,51734,2873707
96828,2011,4,0,0
96797,2011,1009,15377,484408
96803,2011,2,0,0
96826,2011,839,8882,333010
96859,2011,14,0,0
96804,2011,2,0,0
96817,2011,1859,28251,1088078
96822,2011,494,8917,301366
96830,2011,8,66,1797
96805,2011,2,0,0
96806,2011,2,0,0
96854,2011,7,79,5004
96807,2011,1,0,0
96808,2011,5,184,10020
96836,2011,2,0,0
96860,2011,61,674,48334
96823,2011,11,100,5673
96837,2011,6,12,225
96857,2011,35,813,33522
96793,2011,786,8954,390005
96795,2011,101,1028,29720
96796,2011,58,1017,37171
96809,2011,5,0,0
96821,2011,265,1771,51340
96838,2011,3,0,0
96810,2011,9,0,1682
96839,2011,8,0,0
95965,2011,368,3722,121067
95973,2011,721,6557,263979
95934,2011,7,26,1489
95955,2011,16,82,3872
95988,2011,184,1937,63862
95949,2011,306,1829,58021
95950,2011,6,0,400
95963,2011,253,1678,53088
95978,2011,2,0,0
95984,2011,1,0,0
95986,2011,4,17,186
96014,2011,9,41,1674
95935,2011,10,34,829
95947,2011,38,165,3867
95974,2011,12,301,15333
95979,2011,7,11,150
96003,2011,871,12768,419695
96017,2011,6,0,227
95943,2011,15,137,9535
95951,2011,14,107,11931
95970,2011,9,0,0
95987,2011,94,1058,35001
95992,2011,27,314,15557
95960,2011,13,30,682
95981,2011,4,0,0
96002,2011,1075,12895,409799
96009,2011,12,0,3748
96010,2011,3,0,300
96011,2011,3,3,71
95936,2011,14,0,4099
95954,2011,69,349,9156
95956,2011,5,2,163
96013,2011,100,791,30867
96006,2011,3,0,0
96007,2011,390,4213,143410
95957,2011,10,82,4007
95966,2011,349,4734,162212
95971,2011,193,1692,62405
95975,2011,24,107,4344
95982,2011,34,428,15818
95944,2011,2,0,0
95953,2011,94,714,21254
95967,2011,12,52,545
95929,2011,4,0,0
95945,2011,1038,10201,389062
95961,2011,98,839,24858
96001,2011,1188,11825,445196
95962,2011,30,263,5918
95991,2011,923,10203,371545
95930,2011,2,0,0
95937,2011,16,212,4290
95939,2011,3,0,0
95948,2011,172,1725,51380
95958,2011,2,0,0
95959,2011,474,3466,169338
95968,2011,9,0,0
96008,2011,22,103,4144
95932,2011,168,1932,69493
95993,2011,545,6464,203215
95941,2011,5,10,153
95977,2011,15,94,5728
95938,2011,79,601,20382
95969,2011,528,5255,173511
95983,2011,11,20,627
96015,2011,5,0,0
96016,2011,4,0,0
96019,2011,91,763,26215
95942,2011,20,55,1448
95946,2011,145,702,23013
95972,2011,2,0,0
95613,2011,20,112,2760
95621,2011,301,3361,91738
95536,2011,79,481,11756
95538,2011,3,0,0
95568,2011,3,5,111
95615,2011,10,27,1134
95620,2011,341,4913,180429
95540,2011,329,2492,81513
95542,2011,102,663,16017
95549,2011,14,35,1519
95563,2011,7,65,6574
95503,2011,347,3110,104330
95543,2011,7,0,147
95554,2011,7,0,236
95564,2011,12,0,0
95569,2011,4,0,148
95602,2011,407,3329,131834
95609,2011,10,26,560
95511,2011,1,0,0
95514,2011,3,0,76
95570,2011,47,441,10482
95486,2011,1,0,0
95518,2011,12,187,8004
95526,2011,12,35,970
95545,2011,1,0,0
95555,2011,10,0,2455
95604,2011,46,421,14731
95616,2011,1030,10354,339575
95487,2011,1,0,0
95488,2011,10,74,3854
95546,2011,13,97,2431
95550,2011,5,0,0
95610,2011,900,10867,282448
95614,2011,58,262,7257
95493,2011,3,0,107
95521,2011,606,7856,202300
95527,2011,5,39,417
95565,2011,16,324,12403
95585,2011,7,22,506
95611,2011,9,29,499
95494,2011,7,18,410
95524,2011,25,98,4126
95551,2011,25,378,10030
95556,2011,8,21,616
95619,2011,150,1007,40541
95490,2011,291,2442,88938
95519,2011,240,1713,45525
95528,2011,13,92,2745
95587,2011,5,16,339
95603,2011,1138,11424,388651
95617,2011,22,171,4651
95497,2011,22,163,6238
95547,2011,15,0,0
95606,2011,6,0,0
95492,2011,527,4678,162131
95558,2011,7,0,1237
95562,2011,35,129,2804
95567,2011,23,318,9008
95589,2011,22,63,1515
95612,2011,22,95,2980
95623,2011,64,361,18671
95571,2011,3,6,59
95607,2011,8,44,934
95624,2011,951,8960,252527
95502,2011,27,218,11111
95531,2011,400,3603,103378
95559,2011,7,42,1262
95525,2011,24,518,11948
95548,2011,15,117,2656
95552,2011,3,0,0
95573,2011,44,237,7362
95605,2011,193,5915,301025
95618,2011,228,2599,133954
95537,2011,7,45,1948
95553,2011,11,0,622
95560,2011,65,396,9299
95608,2011,1009,12585,535954
95501,2011,1111,13257,456148
95534,2011,2,0,0
95601,2011,11,111,8650
96156,2011,3,0,0
96162,2011,15,27,976
96028,2011,43,330,10605
96044,2011,17,73,3472
96054,2011,4,14,417
96101,2011,124,986,28004
96105,2011,12,26,760
96112,2011,3,0,0
96137,2011,81,296,10532
96157,2011,3,28,564
96025,2011,47,185,3890
96055,2011,41,198,5553
96062,2011,20,81,3148
96092,2011,7,93,2710
96113,2011,10,304,14834
96158,2011,21,0,5230
96039,2011,21,110,3016
96057,2011,31,0,4782
96065,2011,5,0,792
96068,2011,1,0,0
96088,2011,45,132,3112
96103,2011,64,179,6138
96127,2011,1,0,0
96128,2011,7,46,837
96145,2011,355,1993,69452
96701,2011,1093,14835,532484
96706,2011,286,3690,126060
96713,2011,36,427,11466
96069,2011,8,10,445
96093,2011,153,1057,28583
96120,2011,27,85,2437
96151,2011,24,174,3741
96161,2011,749,6841,237490
96714,2011,96,726,18304
96050,2011,3,11,160
96067,2011,300,2440,68812
96106,2011,15,0,2413
96143,2011,108,556,18077
96150,2011,801,7444,213898
96046,2011,6,11,315
96070,2011,1,0,0
96114,2011,24,64,1476
96129,2011,8,0,0
96712,2011,195,1631,40735
96022,2011,152,675,23591
96033,2011,4,0,0
96051,2011,21,104,3112
96063,2011,7,46,3044
96071,2011,3,0,88
96132,2011,1,0,0
96141,2011,33,427,7103
96034,2011,5,6,247
96040,2011,8,28,660
96047,2011,9,0,0
96073,2011,107,495,16258
96094,2011,123,1106,27547
96095,2011,2,0,0
96133,2011,1,0,0
96134,2011,30,215,6177
96160,2011,70,2234,45395
96074,2011,3,0,0
96096,2011,11,50,1177
96107,2011,16,44,1222
96130,2011,304,2694,77026
96027,2011,39,194,7447
96035,2011,13,83,3532
96058,2011,12,23,739
96064,2011,43,0,3371
96152,2011,2,0,0
96708,2011,185,625,22103
96023,2011,12,94,3120
96029,2011,1,0,0
96031,2011,1,0,0
96041,2011,28,125,3492
96048,2011,11,22,648
96056,2011,35,140,5859
96076,2011,2,0,0
96115,2011,1,0,0
96121,2011,1,0,0
96123,2011,1,0,0
96154,2011,2,0,0
96703,2011,18,64,1159
96705,2011,36,501,20250
96020,2011,119,597,20591
96032,2011,51,205,5257
96052,2011,22,74,1809
96078,2011,1,0,0
96079,2011,3,0,126
96116,2011,4,7,642
96122,2011,99,702,27150
96124,2011,4,0,0
96155,2011,15,0,416
96021,2011,206,2889,89621
96037,2011,5,42,435
96084,2011,3,0,0
96089,2011,2,0,0
96097,2011,346,3235,105665
96099,2011,16,145,10284
96104,2011,14,134,3065
96108,2011,1,0,0
96117,2011,3,0,0
96140,2011,51,258,10155
96148,2011,49,216,7742
96707,2011,629,14098,599777
96709,2011,5,0,0
96710,2011,7,0,0
96049,2011,23,330,9822
96059,2011,6,0,215
96080,2011,631,7389,260797
96085,2011,1,0,0
96090,2011,1,0,0
96091,2011,14,40,1325
96109,2011,8,0,0
96125,2011,10,0,678
96142,2011,28,80,2956
96024,2011,9,0,382
96038,2011,10,70,1469
96086,2011,3,0,0
96118,2011,24,80,1791
96135,2011,1,0,0
96704,2011,59,555,15449
96061,2011,5,7,164
96087,2011,9,0,0
96111,2011,1,0,0
96126,2011,9,43,1521
96136,2011,2,0,0
96146,2011,110,4683,76140
90027,2012,1267,23417,1313487
90028,2012,1478,27603,1223573
90029,2012,535,5455,150448
90033,2012,542,18082,1072594
90026,2012,938,7980,284737
90030,2012,3,0,0
90032,2012,292,4182,183968
90031,2012,464,9589,378449
90034,2012,1086,11560,511736
90035,2012,1064,10464,702377
90036,2012,2043,29775,1698704
90038,2012,877,13832,914055
90037,2012,421,4945,122431
90039,2012,832,9075,426212
90005,2012,625,5521,171240
90002,2012,151,1469,46077
90001,2012,585,10683,446151
90004,2012,1041,7418,288922
90006,2012,1046,7568,214147
