San Diego Hospitalizations - by Zip Code 2014,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
91901,5.297,0.134,53.202,Rate is unstable interpret with caution
91902,15.351,2.235,57.86,Rate is unstable interpret with caution
91905,64.306,1.628,1447.557,Rate is unstable interpret with caution
91906,23.658,2.865,503.866,Rate is unstable interpret with caution
91910,5.789,1.857,14.826,Rate may be unstable
91911,6.142,1.954,15.097,Rate may be unstable
91913,5.598,0.142,31.192,Rate is unstable interpret with caution
91914,0,,,Not applicable
91915,13.758,1.968,87.853,Rate is unstable interpret with caution
91916,0,,,Not applicable
91917,0,,,Not applicable
91932,6.518,0.789,37.625,Rate is unstable interpret with caution
91934,0,,,Not applicable
91935,0,,,Not applicable
91941,11.625,3.617,33.554,Rate may be unstable
91942,22.943,11.412,44.652,Rate may be unstable
91945,25.921,11.028,59.139,Rate may be unstable
91950,7.998,2.561,20.575,Rate may be unstable
91962,0,,,Not applicable
91963,75.177,1.903,1291.118,Rate is unstable interpret with caution
91977,28.331,16.37,47.338,Rate is stable
91978,18.149,1.953,101.298,Rate is unstable interpret with caution
91980,0,,,Not applicable
92003,13.396,0.339,239.79,Rate is unstable interpret with caution
92004,0,,,Not applicable
92007,24.126,6.533,105.606,Rate is unstable interpret with caution
92008,7.407,1.511,34.001,Rate is unstable interpret with caution
92009,15.941,5.427,39.11,Rate may be unstable
92010,14.708,1.779,56.607,Rate is unstable interpret with caution
92011,8.921,1.815,34.966,Rate is unstable interpret with caution
92014,6.174,0.748,77.595,Rate is unstable interpret with caution
92019,25.943,13.874,47.746,Rate is stable
92020,39.609,24.829,60.992,Rate is stable
92021,26.135,15.294,42.74,Rate is stable
92024,13.154,5.041,30.336,Rate may be unstable
92025,25.003,11.835,48.219,Rate may be unstable
92026,16.643,7.885,32.353,Rate may be unstable
92027,16.794,7.879,33.636,Rate may be unstable
92028,12.992,4.471,31.909,Rate may be unstable
92029,0,,,Not applicable
92036,15.65,0.396,810.438,Rate is unstable interpret with caution
92037,9.488,2.141,30.754,Rate is unstable interpret with caution
92040,41.05,24.21,67.103,Rate is stable
