Merced Hospitalizations - by Zip Code 2019,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
93610,13.419,2.571,60.68,Rate is unstable interpret with caution
93620,0,,,Not applicable
93622,0,,,Not applicable
93635,6.559,0.79,24.857,Rate is unstable interpret with caution
95301,11.395,3.621,28.751,Rate may be unstable
95303,0,,,Not applicable
95315,0,,,Not applicable
95316,18.827,2.156,137.882,Rate is unstable interpret with caution
95317,0,,,Not applicable
95322,16.567,2.006,78.832,Rate is unstable interpret with caution
95324,0,,,Not applicable
95333,25.863,0.655,303.02,Rate is unstable interpret with caution
95334,5.045,0.128,41.625,Rate is unstable interpret with caution
95340,35.631,17.676,66.809,Rate may be unstable
95341,10.671,1.844,45.164,Rate is unstable interpret with caution
95348,3.047,0.077,22.093,Rate is unstable interpret with caution
95360,10.368,1.139,71.39,Rate is unstable interpret with caution
95365,0,,,Not applicable
95369,0,,,Not applicable
95374,281.375,17.176,1346.392,Rate is unstable interpret with caution
95380,14.296,5.511,33.024,Rate may be unstable
95388,13.698,1.614,78.293,Rate is unstable interpret with caution
California,9.808,9.509,10.114,Rate is stable
Merced,10.825,7.265,15.765,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Health Care Access and Information - Inpatient Discharge Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
