Los Angeles Hospitalizations - by Zip Code 2018,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
90001,2.854,0.34,18.307,Rate is unstable interpret with caution
90002,10.558,3.792,33.57,Rate may be unstable
90003,8.95,2.637,34.178,Rate may be unstable
90004,0,,,Not applicable
90005,2.373,0.06,18.862,Rate is unstable interpret with caution
90006,3.268,0.395,17.465,Rate is unstable interpret with caution
90007,5.768,0.267,30.048,Rate is unstable interpret with caution
90008,0,,,Not applicable
90010,0,,,Not applicable
90011,7.867,2.731,21.072,Rate may be unstable
90012,15.571,5.468,48.848,Rate may be unstable
90013,20.19,4.13,1449.034,Rate is unstable interpret with caution
90014,0,,,Not applicable
90015,0,,,Not applicable
90016,9.026,2.875,23.811,Rate may be unstable
90017,6.765,1.373,32.922,Rate is unstable interpret with caution
90018,3.436,0.398,14.536,Rate is unstable interpret with caution
90019,4.506,1.214,14.983,Rate is unstable interpret with caution
90020,0,,,Not applicable
90021,0,,,Not applicable
90022,6.456,1.737,17.235,Rate is unstable interpret with caution
90023,7.836,1.588,26.609,Rate is unstable interpret with caution
90024,5.042,1.013,40.211,Rate is unstable interpret with caution
90025,5.551,1.359,30.91,Rate is unstable interpret with caution
90026,2.578,0.236,12.427,Rate is unstable interpret with caution
90027,2.234,0.057,27.661,Rate is unstable interpret with caution
90028,0,,,Not applicable
90029,4.106,0.413,22.055,Rate is unstable interpret with caution
90031,2.682,0.068,16.595,Rate is unstable interpret with caution
90032,6.06,1.191,20.312,Rate is unstable interpret with caution
90033,5.481,0.62,21.419,Rate is unstable interpret with caution
90034,2.07,0.052,17.994,Rate is unstable interpret with caution
90035,5.812,0.683,29.31,Rate is unstable interpret with caution
90036,14.495,4.389,45.952,Rate may be unstable
90037,6.261,1.654,19.584,Rate is unstable interpret with caution
90038,3.496,0.089,31.586,Rate is unstable interpret with caution
90039,4.901,0.124,32.16,Rate is unstable interpret with caution
90040,13.508,0.342,75.259,Rate is unstable interpret with caution
90041,12.426,2.557,39.943,Rate is unstable interpret with caution
90042,3.607,0.433,14.224,Rate is unstable interpret with caution
90043,11.497,4.083,28.403,Rate may be unstable
90044,3.817,1.027,11.348,Rate is unstable interpret with caution
90045,0,,,Not applicable
90046,14.065,6.058,44.785,Rate may be unstable
90047,10.605,4.236,25.02,Rate may be unstable
90048,26.694,8.535,93.343,Rate may be unstable
90049,16.594,7.373,38.201,Rate may be unstable
90056,31.997,2.785,147.376,Rate is unstable interpret with caution
90057,4.023,0.487,16.933,Rate is unstable interpret with caution
90058,55.038,1.393,955.05,Rate is unstable interpret with caution
90059,36.655,20.165,69.251,Rate is stable
90061,5.252,0.133,33.369,Rate is unstable interpret with caution
90062,5.533,0.67,23.795,Rate is unstable interpret with caution
90063,5.475,1.116,18.662,Rate is unstable interpret with caution
90064,3.498,0.089,32.995,Rate is unstable interpret with caution
90065,8.215,2.205,22.782,Rate is unstable interpret with caution
90066,3.777,0.749,16.784,Rate is unstable interpret with caution
90067,0,,,Not applicable
90068,10.707,2.208,86.061,Rate is unstable interpret with caution
90069,10.691,2.09,157.301,Rate is unstable interpret with caution
90071,0,,,Not applicable
90073,0,,,Not applicable
90077,0,,,Not applicable
90089,0,,,Not applicable
90094,9.083,0.23,362.299,Rate is unstable interpret with caution
90095,0,,,Not applicable
90201,0.798,0.02,8.457,Rate is unstable interpret with caution
90210,3.328,0.084,56.29,Rate is unstable interpret with caution
90211,0,,,Not applicable
90212,0,,,Not applicable
90220,5.625,1.148,18.731,Rate is unstable interpret with caution
90221,4.241,0.512,24.172,Rate is unstable interpret with caution
90222,7.388,0.884,36.475,Rate is unstable interpret with caution
90230,6.316,0.731,28.151,Rate is unstable interpret with caution
90232,21.478,5.667,74.918,Rate is unstable interpret with caution
90240,4.453,0.113,30.94,Rate is unstable interpret with caution
90241,1.655,0.042,13.216,Rate is unstable interpret with caution
90242,5.706,1.167,23.083,Rate is unstable interpret with caution
90245,10.146,1.21,51.527,Rate is unstable interpret with caution
90247,4.184,0.502,17.117,Rate is unstable interpret with caution
90248,0,,,Not applicable
90249,12.581,3.241,40.518,Rate is unstable interpret with caution
90250,1.901,0.227,9.224,Rate is unstable interpret with caution
90254,10.61,0.269,61.277,Rate is unstable interpret with caution
90255,2.211,0.263,11.726,Rate is unstable interpret with caution
90260,0,,,Not applicable
90262,2.61,0.311,16.96,Rate is unstable interpret with caution
90263,0,,,Not applicable
90265,16.312,1.933,64.462,Rate is unstable interpret with caution
90266,0,,,Not applicable
90270,7.158,0.181,39.881,Rate is unstable interpret with caution
90272,2.96,0.075,50.683,Rate is unstable interpret with caution
90274,9.951,0.252,59.52,Rate is unstable interpret with caution
90275,1.614,0.041,24.462,Rate is unstable interpret with caution
90277,22.231,7.164,53.917,Rate may be unstable
90278,1.904,0.048,19.306,Rate is unstable interpret with caution
90280,6.16,2.242,16.242,Rate may be unstable
90290,15.826,0.401,327.531,Rate is unstable interpret with caution
90291,30.156,9.303,91.873,Rate may be unstable
90292,2.138,0.054,97.285,Rate is unstable interpret with caution
90293,19.3,2.263,149.297,Rate is unstable interpret with caution
90301,3.998,0.484,20.323,Rate is unstable interpret with caution
90302,4.463,0.541,29.174,Rate is unstable interpret with caution
90303,15.652,2.887,51.622,Rate is unstable interpret with caution
90304,6.191,0.73,95.263,Rate is unstable interpret with caution
90305,0,,,Not applicable
90401,36.325,4.39,546.028,Rate is unstable interpret with caution
90402,13.068,0.331,102.457,Rate is unstable interpret with caution
90403,17.938,1.059,86.463,Rate is unstable interpret with caution
90404,31.11,12.908,70.004,Rate may be unstable
90405,21.648,8.269,55.993,Rate may be unstable
90501,8.856,2.407,26.32,Rate is unstable interpret with caution
90502,2.973,0.075,45.221,Rate is unstable interpret with caution
90503,9.686,2.975,25.899,Rate may be unstable
90504,0,,,Not applicable
90505,9.607,2.503,28.711,Rate is unstable interpret with caution
90506,0,,,Not applicable
90601,4.817,0.553,21.446,Rate is unstable interpret with caution
90602,11.748,2.334,36.751,Rate is unstable interpret with caution
90603,0,,,Not applicable
90604,7.962,2.036,23.3,Rate is unstable interpret with caution
90605,6.603,1.325,21.961,Rate is unstable interpret with caution
90606,12.931,3.512,35.754,Rate is unstable interpret with caution
90623,0,,,Not applicable
90631,1.85,0.224,9.354,Rate is unstable interpret with caution
90638,7.833,2.392,21.527,Rate may be unstable
