Nevada Hospitalizations - by Zip Code 2022,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
95602,17.288,4.125,88.034,Rate is unstable interpret with caution
95724,0,,,Not applicable
95728,0,,,Not applicable
95945,7.095,0.858,37.398,Rate is unstable interpret with caution
95946,0,,,Not applicable
95949,5.501,0.139,43.327,Rate is unstable interpret with caution
95959,5.762,0.535,49.222,Rate is unstable interpret with caution
95960,0,,,Not applicable
95975,0,,,Not applicable
95977,328.661,8.321,2419.059,Rate is unstable interpret with caution
96111,0,,,Not applicable
96161,2.243,0.057,61,Rate is unstable interpret with caution
California,12.843,12.495,13.2,Rate is stable
Nevada,7.803,3.172,17.525,Rate may be unstable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Health Care Access and Information - Inpatient Discharge Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
