Sutter Hospitalizations - by Zip Code 2012,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
95626,18.286,0.463,254.804,Rate is unstable interpret with caution
95645,47.061,1.191,1966.507,Rate is unstable interpret with caution
95659,0,,,Not applicable
95668,0,,,Not applicable
95674,0,,,Not applicable
95692,29.069,0.736,412.829,Rate is unstable interpret with caution
95953,19.034,2.18,90.396,Rate is unstable interpret with caution
95957,0,,,Not applicable
95982,73.414,8.727,293.797,Rate is unstable interpret with caution
95991,25.753,12.156,50.015,Rate may be unstable
95993,7.315,1.445,24.666,Rate is unstable interpret with caution
California,12.32,11.975,12.675,Rate is stable
Sutter,18.003,10.873,28.995,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Health Care Access and Information - Inpatient Discharge Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
