Santa Clara Hospitalizations - by Zip Code 2012,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
94022,0,,,Not applicable
94024,5.932,0.718,58.249,Rate is unstable interpret with caution
94035,0,,,Not applicable
94040,2.63,0.067,21.933,Rate is unstable interpret with caution
94041,0,,,Not applicable
94043,8.404,1.016,35.901,Rate is unstable interpret with caution
94085,13.826,1.474,75.956,Rate is unstable interpret with caution
94086,13.362,4.282,39.516,Rate may be unstable
94087,5.257,1.06,19.304,Rate is unstable interpret with caution
94089,5.829,0.148,38.188,Rate is unstable interpret with caution
94301,0,,,Not applicable
94303,11.752,3.768,29.493,Rate may be unstable
94304,0,,,Not applicable
94305,0,,,Not applicable
94306,2.892,0.073,22.993,Rate is unstable interpret with caution
94550,14.945,5.896,33.12,Rate may be unstable
95002,0,,,Not applicable
95008,10.19,3.254,27.637,Rate may be unstable
95013,0,,,Not applicable
95014,4.383,0.9,18.439,Rate is unstable interpret with caution
95020,4.662,0.957,17.263,Rate is unstable interpret with caution
95023,9.533,3.048,24.785,Rate may be unstable
95030,7.984,0.962,75.052,Rate is unstable interpret with caution
95032,2.639,0.067,32.511,Rate is unstable interpret with caution
95033,0,,,Not applicable
95035,3.33,0.373,15.437,Rate is unstable interpret with caution
95037,0,,,Not applicable
95046,0,,,Not applicable
95050,5.266,0.637,25.935,Rate is unstable interpret with caution
95051,9.601,2.971,24.668,Rate may be unstable
95053,0,,,Not applicable
95054,2.339,0.059,37.447,Rate is unstable interpret with caution
95070,5.747,0.686,46.609,Rate is unstable interpret with caution
95076,10.172,4.315,21.121,Rate may be unstable
95110,3.652,0.092,123.306,Rate is unstable interpret with caution
95111,5.775,0.568,25.564,Rate is unstable interpret with caution
95112,24.154,11.4,47.5,Rate may be unstable
95113,480.945,46.673,2974.353,Rate is unstable interpret with caution
95116,7.629,1.544,24.555,Rate is unstable interpret with caution
95117,15.979,4.165,47.656,Rate is unstable interpret with caution
95118,3.435,0.087,21.376,Rate is unstable interpret with caution
95119,0,,,Not applicable
95120,7.738,0.934,38.771,Rate is unstable interpret with caution
95121,8.281,1.001,32.662,Rate is unstable interpret with caution
95122,6.091,1.222,20.971,Rate is unstable interpret with caution
95123,3.253,0.369,16,Rate is unstable interpret with caution
95124,8.335,2.683,21.991,Rate may be unstable
95125,2.569,0.065,16.079,Rate is unstable interpret with caution
95126,13.589,4.349,42.733,Rate may be unstable
95127,3.314,0.396,13.111,Rate is unstable interpret with caution
95128,4.193,0.464,22.983,Rate is unstable interpret with caution
95129,2.614,0.066,16.576,Rate is unstable interpret with caution
95130,0,,,Not applicable
95131,2.607,0.066,41.917,Rate is unstable interpret with caution
95132,0,,,Not applicable
95133,7.91,0.953,33.096,Rate is unstable interpret with caution
95134,18.662,2.14,128.894,Rate is unstable interpret with caution
95135,0,,,Not applicable
95136,10.636,3.451,32.362,Rate may be unstable
95138,9.568,1.106,94.873,Rate is unstable interpret with caution
95139,0,,,Not applicable
95140,0,,,Not applicable
95148,0,,,Not applicable
California,12.32,11.975,12.675,Rate is stable
Santa Clara,5.877,4.835,7.102,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Health Care Access and Information - Inpatient Discharge Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
