Sutter Hospitalizations - by Zip Code 2020,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
95626,0,,,Not applicable
95645,0,,,Not applicable
95659,0,,,Not applicable
95668,0,,,Not applicable
95674,0,,,Not applicable
95692,25.304,0.641,177.575,Rate is unstable interpret with caution
95953,34.375,8.404,104.116,Rate is unstable interpret with caution
95957,0,,,Not applicable
95982,31.217,0.79,336.487,Rate is unstable interpret with caution
95991,16.325,6.74,36.633,Rate may be unstable
95993,8.092,1.583,26.347,Rate is unstable interpret with caution
California,10.188,9.881,10.501,Rate is stable
Sutter,13.688,7.637,23.535,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Health Care Access and Information - Inpatient Discharge Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
