Amador Hospitalizations - by Zip Code 2010,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
95629,0,,,Not applicable
95640,37.275,11.801,113.398,Rate may be unstable
95642,0,,,Not applicable
95665,82.409,9.821,311.295,Rate is unstable interpret with caution
95666,33.138,0.839,213.507,Rate is unstable interpret with caution
95669,0,,,Not applicable
95685,9.286,0.235,169.095,Rate is unstable interpret with caution
95689,194.885,4.934,1447.452,Rate is unstable interpret with caution
Amador,28.427,13.347,56.683,Rate may be unstable
California,12.692,12.335,13.058,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Health Care Access and Information - Inpatient Discharge Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
