Los Angeles Hospitalizations - by Zip Code 2019,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
90001,8.676,1.9,29.043,Rate is unstable interpret with caution
90002,11.776,4.237,34.514,Rate may be unstable
90003,4.198,0.856,21.163,Rate is unstable interpret with caution
90004,0,,,Not applicable
90005,1.416,0.036,16.571,Rate is unstable interpret with caution
90006,1.574,0.04,12.403,Rate is unstable interpret with caution
90007,3.981,0.101,27.338,Rate is unstable interpret with caution
90008,9.373,1.698,36.093,Rate is unstable interpret with caution
90010,0,,,Not applicable
90011,3.528,0.713,14.081,Rate is unstable interpret with caution
90012,23.244,11.959,57.973,Rate is stable
90013,82.801,15.71,962.053,Rate is unstable interpret with caution
90014,17.133,1.544,1427.671,Rate is unstable interpret with caution
90015,1.933,0.049,39.365,Rate is unstable interpret with caution
90016,4.466,0.92,17.127,Rate is unstable interpret with caution
90017,12.05,3.17,47.357,Rate is unstable interpret with caution
90018,1.417,0.036,11.842,Rate is unstable interpret with caution
90019,2.423,0.291,14.423,Rate is unstable interpret with caution
90020,1.481,0.038,18.456,Rate is unstable interpret with caution
90021,23.315,0.59,341.669,Rate is unstable interpret with caution
90022,6.083,1.579,18.084,Rate is unstable interpret with caution
90023,15.667,6.99,34.086,Rate may be unstable
90024,3.296,0.083,35.552,Rate is unstable interpret with caution
90025,2.881,0.073,27.26,Rate is unstable interpret with caution
90026,3.131,0.375,13.678,Rate is unstable interpret with caution
90027,18.074,7.585,47.839,Rate may be unstable
90028,11.76,3.348,56.206,Rate may be unstable
90029,2.807,0.071,21.884,Rate is unstable interpret with caution
90031,16.023,5.832,35.95,Rate may be unstable
90032,1.742,0.044,13.161,Rate is unstable interpret with caution
90033,13.056,4.192,31.287,Rate may be unstable
90034,3.893,0.471,21.151,Rate is unstable interpret with caution
90035,9.216,1.881,34.085,Rate is unstable interpret with caution
90036,3.672,0.093,27.218,Rate is unstable interpret with caution
90037,7.094,1.427,21.569,Rate is unstable interpret with caution
90038,3.422,0.087,31.453,Rate is unstable interpret with caution
90039,10.535,2.135,39.437,Rate is unstable interpret with caution
90040,0,,,Not applicable
90041,0,,,Not applicable
90042,9.176,2.848,23.286,Rate may be unstable
90043,5.877,1.112,20.476,Rate is unstable interpret with caution
90044,14.307,7.566,25.913,Rate is stable
90045,16.062,5.834,39.08,Rate may be unstable
90046,13.913,5.819,49.486,Rate may be unstable
90047,6.724,1.292,21.84,Rate is unstable interpret with caution
90048,28.656,10.186,120.128,Rate may be unstable
90049,2.907,0.074,20.038,Rate is unstable interpret with caution
90056,15.549,0.394,173.622,Rate is unstable interpret with caution
90057,7.557,1.971,22.217,Rate is unstable interpret with caution
90058,0,,,Not applicable
90059,3.598,0.091,29.764,Rate is unstable interpret with caution
90061,0,,,Not applicable
90062,7.596,1.416,27.197,Rate is unstable interpret with caution
90063,3.496,0.365,18.537,Rate is unstable interpret with caution
90064,14.967,4.005,46.371,Rate is unstable interpret with caution
90065,3.817,0.444,17.662,Rate is unstable interpret with caution
90066,3.687,0.446,18.097,Rate is unstable interpret with caution
90067,0,,,Not applicable
90068,0,,,Not applicable
90069,0,,,Not applicable
90071,0,,,Not applicable
90073,68.313,1.73,3412.076,Rate is unstable interpret with caution
90077,0,,,Not applicable
90089,0,,,Not applicable
90094,7.343,0.186,140.841,Rate is unstable interpret with caution
90095,0,,,Not applicable
90201,7.632,2.7,18.681,Rate may be unstable
90210,0,,,Not applicable
90211,9.403,0.238,116.753,Rate is unstable interpret with caution
90212,32.533,8.098,94.284,Rate is unstable interpret with caution
90220,4.33,0.487,19.721,Rate is unstable interpret with caution
90221,7.632,2.079,24.531,Rate is unstable interpret with caution
90222,0,,,Not applicable
90230,13.738,3.416,40.181,Rate is unstable interpret with caution
90232,5.708,0.145,61.791,Rate is unstable interpret with caution
90240,0,,,Not applicable
90241,4.795,0.574,20.645,Rate is unstable interpret with caution
90242,2.055,0.052,20.341,Rate is unstable interpret with caution
90245,0,,,Not applicable
90247,5.017,1.034,17.304,Rate is unstable interpret with caution
90248,15.622,1.879,73.12,Rate is unstable interpret with caution
