Los Angeles ED Visits - by Zip Code 2019,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
90001,41.348,26.805,64.743,Rate is stable
90002,32.368,19.482,58.349,Rate is stable
90003,18.648,10.541,42.63,Rate is stable
90004,6.751,2.112,18.211,Rate may be unstable
90005,13.209,4.263,34.277,Rate may be unstable
90006,8.19,2.943,22.936,Rate may be unstable
90007,26.623,11.547,56.107,Rate may be unstable
90008,8.983,2.298,30.747,Rate is unstable interpret with caution
90010,0,,,Not applicable
90011,22.251,14.377,36.474,Rate is stable
90012,103.125,73.906,149.857,Rate is stable
90013,90.077,50.612,1487.839,Rate is stable
90014,92.415,33.322,4578.49,Rate may be unstable
90015,18.963,5.772,63.395,Rate may be unstable
90016,28.03,15.563,48.142,Rate is stable
90017,17.348,5.221,48.622,Rate may be unstable
90018,11.61,4.211,26.3,Rate may be unstable
90019,17.151,9.301,31.213,Rate is stable
90020,1.609,0.041,19.711,Rate is unstable interpret with caution
90021,20.409,0.517,815.609,Rate is unstable interpret with caution
90022,13.992,6.626,26.846,Rate may be unstable
90023,33.37,19.047,57.392,Rate is stable
90024,19.643,9.374,55.834,Rate may be unstable
90025,12.954,5.918,38.687,Rate may be unstable
90026,13.364,6.284,26.645,Rate may be unstable
90027,50.579,33.009,83.357,Rate is stable
90028,34.383,17.422,100.446,Rate is stable
90029,38.025,21.28,66.118,Rate is stable
90031,2.538,0.064,16.216,Rate is unstable interpret with caution
90032,13.112,5.088,29.45,Rate may be unstable
90033,18.722,8.428,37.777,Rate may be unstable
90034,21.829,11.798,41.911,Rate is stable
90035,63.495,37.407,104.497,Rate is stable
90036,53.756,31.891,93.332,Rate is stable
90037,42.881,28.138,64.58,Rate is stable
90038,24.872,12.271,55.424,Rate may be unstable
90039,6.085,0.721,31.994,Rate is unstable interpret with caution
90040,0,,,Not applicable
90041,22.751,8.91,52.288,Rate may be unstable
90042,11.672,4.904,24.807,Rate may be unstable
90043,30.427,17.451,51.845,Rate is stable
90044,21.972,13.256,34.894,Rate is stable
90045,23.882,11.663,47.224,Rate may be unstable
90046,34.624,21.607,67.175,Rate is stable
90047,27.758,15.429,47.803,Rate is stable
90048,75.559,40.406,152.385,Rate is stable
90049,30.078,14.497,58.449,Rate may be unstable
90056,23.057,0.584,136.854,Rate is unstable interpret with caution
90057,34.231,21.377,53.983,Rate is stable
90058,0,,,Not applicable
90059,43.184,27.082,73.839,Rate is stable
90061,28.79,11.432,64.659,Rate may be unstable
90062,19.509,8.27,41.777,Rate may be unstable
90063,15.919,7.55,31.693,Rate may be unstable
90064,22.137,7.994,57.542,Rate may be unstable
90065,15.113,6.495,31.585,Rate may be unstable
90066,24.545,14.182,42.869,Rate is stable
90067,0,,,Not applicable
90068,23.704,10.109,97.971,Rate may be unstable
90069,54.814,10.013,222.269,Rate is unstable interpret with caution
90071,0,,,Not applicable
90073,0,,,Not applicable
90077,0,,,Not applicable
90089,0,,,Not applicable
90094,89.67,7.926,473.735,Rate is unstable interpret with caution
90095,0,,,Not applicable
90201,29.952,19.79,44.838,Rate is stable
90210,14.547,2.198,71.528,Rate is unstable interpret with caution
90211,0,,,Not applicable
90212,0,,,Not applicable
90220,22.049,9.906,42.623,Rate may be unstable
90221,24.032,13.047,47.203,Rate is stable
90222,26.198,11.046,59.752,Rate may be unstable
90230,24.259,11.488,50.182,Rate may be unstable
90232,37.227,14.742,93.831,Rate may be unstable
90240,5.924,0.702,30.567,Rate is unstable interpret with caution
90241,14.378,5.242,32.229,Rate may be unstable
90242,41.604,24.759,68.676,Rate is stable
90245,3.623,0.092,42.214,Rate is unstable interpret with caution
90247,20.666,10.484,38.455,Rate is stable
90248,8.703,0.22,62.914,Rate is unstable interpret with caution
90249,20.177,6.251,53.132,Rate may be unstable
90250,9.072,4.477,18.137,Rate may be unstable
90254,19.689,3.122,72.198,Rate is unstable interpret with caution
90255,11.822,5.499,24.32,Rate may be unstable
90260,13.397,4.328,34.969,Rate may be unstable
90262,36.197,24.135,56.323,Rate is stable
90263,0,,,Not applicable
90265,97.167,49.918,173.869,Rate is stable
90266,3.351,0.085,29.268,Rate is unstable interpret with caution
90270,3.158,0.08,29.004,Rate is unstable interpret with caution
90272,2.084,0.053,50.608,Rate is unstable interpret with caution
90274,0,,,Not applicable
90275,18.584,5.904,49.228,Rate may be unstable
90277,17.36,5.319,45.376,Rate may be unstable
90278,13.025,4.718,34.023,Rate may be unstable
90280,10.993,5.66,21.723,Rate is stable
90290,133.483,27.967,487.323,Rate is unstable interpret with caution
90291,43.257,22.875,100.132,Rate is stable
90292,5.194,0.628,99.375,Rate is unstable interpret with caution
90293,54.812,22.128,185.272,Rate may be unstable
90301,10.36,2.692,29.747,Rate is unstable interpret with caution
90302,27.703,11.907,60.446,Rate may be unstable
90303,7.864,0.866,37.389,Rate is unstable interpret with caution
90304,10.161,2.041,95.431,Rate is unstable interpret with caution
90305,13.094,1.166,59.332,Rate is unstable interpret with caution
90401,53.823,18.404,554.905,Rate may be unstable
90402,35.948,4.238,142.738,Rate is unstable interpret with caution
90403,8.423,1.545,63.201,Rate is unstable interpret with caution
90404,70.183,43.114,115.342,Rate is stable
90405,14.299,4.622,45.682,Rate may be unstable
90501,13.033,4.515,31.86,Rate may be unstable
90502,0,,,Not applicable
90503,4.958,0.992,18.71,Rate is unstable interpret with caution
90504,10.884,2.789,31.469,Rate is unstable interpret with caution
90505,29.259,13.186,57.348,Rate may be unstable
90506,0,,,Not applicable
90601,61.493,37.674,96.022,Rate is stable
90602,22.564,8.094,51.338,Rate may be unstable
90603,7.739,0.896,41.629,Rate is unstable interpret with caution
90604,29.765,15.783,52.385,Rate is stable
90605,19.699,8.928,39.22,Rate may be unstable
90606,46.931,26.157,79.755,Rate is stable
90623,47.07,18.561,106.708,Rate may be unstable
90631,28.176,17.292,44.092,Rate is stable
90638,17.77,8.38,34.937,Rate may be unstable
90639,0,,,Not applicable
90640,16.702,8.272,30.976,Rate may be unstable
90650,16.13,9.483,26.136,Rate is stable
90660,19.191,10.344,33.492,Rate is stable
90670,38.294,13.951,86.283,Rate may be unstable
90701,4.26,0.108,37.669,Rate is unstable interpret with caution
90703,9.475,2.542,26.102,Rate is unstable interpret with caution
90704,28.209,0.714,217.537,Rate is unstable interpret with caution
90706,18.633,10.362,31.87,Rate is stable
90710,18.242,6.487,43.08,Rate may be unstable
90712,17.172,5.543,42.006,Rate may be unstable
90713,32.54,15.958,63.774,Rate may be unstable
90715,4.745,0.12,33.344,Rate is unstable interpret with caution
90716,0,,,Not applicable
90717,20.422,6.582,54.167,Rate may be unstable
90723,14.447,6.525,31.14,Rate may be unstable
90731,76.408,56.01,102.532,Rate is stable
90732,61.985,29.738,115.419,Rate may be unstable
90740,79.017,41.559,144.403,Rate is stable
90744,21.904,11.517,39.434,Rate is stable
90745,29.24,17.525,47.737,Rate is stable
90746,19.962,5.439,52.945,Rate may be unstable
90747,0,,,Not applicable
90755,21.58,4.42,90.875,Rate is unstable interpret with caution
90802,55.443,35.622,87.922,Rate is stable
90803,32.692,16.523,69.818,Rate is stable
90804,43.59,25.729,82.025,Rate is stable
90805,27.21,17.931,41.728,Rate is stable
90806,33.721,18.795,57.795,Rate is stable
90807,9.08,1.827,30.804,Rate is unstable interpret with caution
90808,16.236,5.815,38.391,Rate may be unstable
90810,23.82,11.243,49.17,Rate may be unstable
90813,84.367,61.982,117.997,Rate is stable
90814,7.567,0.909,45.093,Rate is unstable interpret with caution
90815,11.934,4.279,30.656,Rate may be unstable
90822,0,,,Not applicable
91001,6.257,0.758,24.978,Rate is unstable interpret with caution
91006,14.855,3.913,40.504,Rate is unstable interpret with caution
91007,14.935,4.362,40.612,Rate may be unstable
91008,0,,,Not applicable
91010,11.355,2.307,37.04,Rate is unstable interpret with caution
91011,33.026,13.278,77.722,Rate may be unstable
91016,20.226,8.595,40.872,Rate may be unstable
91020,0,,,Not applicable
91024,4.051,0.103,80.004,Rate is unstable interpret with caution
91030,0,,,Not applicable
91040,23.735,6.344,71.179,Rate is unstable interpret with caution
91042,40.83,19.295,80.322,Rate may be unstable
91101,6.328,0.641,57.037,Rate is unstable interpret with caution
91103,6.33,0.693,26.519,Rate is unstable interpret with caution
91104,21.37,8.886,44.908,Rate may be unstable
91105,0,,,Not applicable
91106,16.625,4.558,53.204,Rate may be unstable
91107,11.253,3.062,35.465,Rate is unstable interpret with caution
91108,0,,,Not applicable
91201,45.258,23.296,91.557,Rate is stable
91202,25.583,8.3,67.318,Rate may be unstable
91203,14.135,1.712,70.151,Rate is unstable interpret with caution
91204,14.595,1.757,61.808,Rate is unstable interpret with caution
91205,4.29,0.507,22.277,Rate is unstable interpret with caution
91206,4.412,0.112,26.093,Rate is unstable interpret with caution
91207,14.351,0.363,79.959,Rate is unstable interpret with caution
91208,64.503,24.834,137.462,Rate may be unstable
91214,14.337,2.928,43.136,Rate is unstable interpret with caution
91301,62.121,31.712,111.184,Rate is stable
91302,144.75,92.609,218.085,Rate is stable
91303,5.826,1.187,37.379,Rate is unstable interpret with caution
91304,25.032,13.905,43.052,Rate is stable
91306,25.054,13.297,44.484,Rate is stable
91307,135.414,89.37,198.35,Rate is stable
91311,56.163,35.201,87.324,Rate is stable
91316,29.722,13.14,61.662,Rate may be unstable
91321,8.197,1.684,29.384,Rate is unstable interpret with caution
91324,25.226,11.053,54.396,Rate may be unstable
91325,15.419,5.238,37.798,Rate may be unstable
91326,11.911,2.978,34.273,Rate is unstable interpret with caution
91330,0,,,Not applicable
91331,17.257,10.473,27.662,Rate is stable
91335,18.893,10.874,31.166,Rate is stable
91340,14.791,5.245,36.771,Rate may be unstable
91342,12.237,6.304,21.973,Rate is stable
91343,27.516,16.494,44.004,Rate is stable
91344,23.213,11.311,43.255,Rate may be unstable
91345,18.863,5.04,54.842,Rate is unstable interpret with caution
91350,6.447,1.294,25.663,Rate is unstable interpret with caution
91351,19.593,7.805,46.351,Rate may be unstable
91352,15.69,6.58,32.88,Rate may be unstable
91354,12.304,2.534,40.677,Rate is unstable interpret with caution
91355,41.774,21.384,74.419,Rate is stable
91356,183.933,137.727,243.355,Rate is stable
91361,37.975,12.291,91.969,Rate may be unstable
91362,32.329,15.404,62.572,Rate may be unstable
91364,32.203,13.289,68.123,Rate may be unstable
91367,30.433,15.787,54.656,Rate is stable
91371,0,,,Not applicable
91381,11.485,1.275,115.582,Rate is unstable interpret with caution
91384,29.486,14.582,64.53,Rate may be unstable
91387,22.675,11.259,47.705,Rate may be unstable
91390,49.709,21.902,101.622,Rate may be unstable
91401,32.307,18.431,56.261,Rate is stable
91402,28.626,18.055,44.332,Rate is stable
91403,9.593,1.901,42.912,Rate is unstable interpret with caution
91405,33.645,20.465,54.46,Rate is stable
91406,10.667,3.878,25.41,Rate may be unstable
91411,18.519,7.133,51.632,Rate may be unstable
91423,24.807,8.179,60.458,Rate may be unstable
91436,0,,,Not applicable
91501,28.361,11.148,68.744,Rate may be unstable
91502,9.265,0.235,87.21,Rate is unstable interpret with caution
91504,20.221,6.377,52.609,Rate may be unstable
91505,37.139,19.652,68.505,Rate is stable
91506,61.226,26.049,123.775,Rate may be unstable
91521,0,,,Not applicable
91601,14.111,7.14,38.379,Rate is stable
91602,21.14,5.28,86.031,Rate is unstable interpret with caution
91604,9.002,2.428,36.501,Rate is unstable interpret with caution
91605,16.074,7.474,31.721,Rate may be unstable
91606,19.272,9.057,37.913,Rate may be unstable
91607,46.954,26.152,84.199,Rate is stable
91608,0,,,Not applicable
91702,23.905,13.393,40.872,Rate is stable
91706,9.702,4.128,20.309,Rate may be unstable
91711,9.558,1.869,30.901,Rate is unstable interpret with caution
91722,31.212,14.834,58.993,Rate may be unstable
91723,0,,,Not applicable
91724,31.594,12.628,68.718,Rate may be unstable
91731,6.759,0.78,27.555,Rate is unstable interpret with caution
91732,18.833,9.634,33.794,Rate is stable
91733,11.109,4.037,26.77,Rate may be unstable
91740,76.593,45.695,122.275,Rate is stable
91741,31.876,12.8,67.408,Rate may be unstable
91744,7.626,3.448,16.226,Rate may be unstable
91745,5.834,1.17,19.325,Rate is unstable interpret with caution
91746,0,,,Not applicable
91748,3.771,0.44,18.551,Rate is unstable interpret with caution
91750,13.793,3.716,37.338,Rate is unstable interpret with caution
