Los Angeles ED Visits - by Zip Code 2022,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
90001,24.904,14.1,43.998,Rate is stable
90002,48.065,30.958,74.913,Rate is stable
90003,55.797,39.784,78.372,Rate is stable
90004,20.627,11.137,36.745,Rate is stable
90005,21.857,9.847,45.602,Rate may be unstable
90006,30.075,17.922,48.718,Rate is stable
90007,75.411,44.17,123.532,Rate is stable
90008,29.824,13.576,60.307,Rate may be unstable
90010,0,,,Not applicable
90011,27.446,18.489,41.672,Rate is stable
90012,339.814,284.977,414.635,Rate is stable
90013,880.699,500.055,5104.278,Rate is stable
90014,292.978,67.713,1105.69,Rate is unstable interpret with caution
90015,38.925,17.135,89.65,Rate may be unstable
90016,45.069,28.429,70.041,Rate is stable
90017,50.555,27.081,91.472,Rate is stable
90018,20.63,10.085,38.752,Rate may be unstable
90019,18.844,9.904,35.184,Rate is stable
90020,13.682,4.716,38.193,Rate may be unstable
90021,89.959,16.731,709.511,Rate is unstable interpret with caution
90022,204.32,174.061,239.402,Rate is stable
90023,33.69,18.745,57.409,Rate is stable
90024,13.16,2.517,51.689,Rate is unstable interpret with caution
90025,17.742,8.842,43.562,Rate may be unstable
90026,18.918,10.45,34.253,Rate is stable
90027,125.65,95.613,171.885,Rate is stable
90028,136.925,98.139,200.537,Rate is stable
90029,68.841,44.628,105.67,Rate is stable
90031,14.741,5.25,34.308,Rate may be unstable
90032,31.991,17.477,54.751,Rate is stable
90033,32.216,17.875,54.306,Rate is stable
90034,12.487,5.129,31.509,Rate may be unstable
90035,5.737,0.691,33.688,Rate is unstable interpret with caution
90036,16.659,6.503,43.104,Rate may be unstable
90037,57.662,40.934,80.193,Rate is stable
90038,28.268,13.713,62.439,Rate may be unstable
90039,17.661,6.438,51.426,Rate may be unstable
90040,44.834,13.576,120.977,Rate may be unstable
90041,3.312,0.084,26.249,Rate is unstable interpret with caution
90042,22.733,12.583,39.945,Rate is stable
90043,31.119,17.543,53.869,Rate is stable
90044,42.548,30.509,58.492,Rate is stable
90045,12.526,3.931,35.318,Rate may be unstable
90046,24.051,13.204,69.134,Rate is stable
90047,53.221,35.548,79.037,Rate is stable
90048,182.074,129.056,276.581,Rate is stable
90049,23.771,11.229,47.506,Rate may be unstable
90056,73.593,23.065,272.899,Rate may be unstable
90057,49.864,31.745,75.784,Rate is stable
90058,0,,,Not applicable
90059,106.925,75.629,150.285,Rate is stable
90061,65.763,37.932,109.676,Rate is stable
90062,25.84,11.658,50.878,Rate may be unstable
90063,25.745,13.844,45.067,Rate is stable
90064,18.185,5.554,53.327,Rate may be unstable
90065,12.777,5.044,30.391,Rate may be unstable
90066,30.86,17.879,52.53,Rate is stable
90067,73.047,5.895,6741.798,Rate is unstable interpret with caution
90068,37.806,15.962,95.87,Rate may be unstable
90069,23.465,7.979,171.562,Rate may be unstable
90071,1744.058,504.218,5311.161,Rate may be unstable
90073,0,,,Not applicable
90077,27.587,3.313,132.329,Rate is unstable interpret with caution
90089,0,,,Not applicable
90094,62.102,4.522,561.792,Rate is unstable interpret with caution
90095,0,,,Not applicable
90201,65.413,50.659,84.309,Rate is stable
90210,112.411,56.115,201.64,Rate may be unstable
90211,27.721,3.331,119.635,Rate is unstable interpret with caution
90212,9.435,0.239,71.468,Rate is unstable interpret with caution
90220,32.984,18.949,54.288,Rate is stable
