San Luis Obispo ED Visits - by Zip Code 2017,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
93252,0,,,Not applicable
93401,61.06,35.634,101.391,Rate is stable
93402,27.443,7.077,79.17,Rate is unstable interpret with caution
93405,23.166,7.247,76.913,Rate may be unstable
93407,0,,,Not applicable
93420,63.122,32.723,111.791,Rate is stable
93422,24.303,10.51,54.102,Rate may be unstable
93426,30.296,0.767,944.845,Rate is unstable interpret with caution
93428,70.398,10.459,297.468,Rate is unstable interpret with caution
93430,39.784,1.007,533.476,Rate is unstable interpret with caution
93432,0,,,Not applicable
93433,101.687,54.014,180.561,Rate is stable
93442,37.34,7.573,119.59,Rate is unstable interpret with caution
93444,36.838,16.495,77.937,Rate may be unstable
93445,79.025,24.37,199.197,Rate may be unstable
93446,44.277,26.671,70.194,Rate is stable
93449,16.509,1.539,165.187,Rate is unstable interpret with caution
93451,42.039,5.091,267.774,Rate is unstable interpret with caution
93452,0,,,Not applicable
93453,65.182,1.65,1173.087,Rate is unstable interpret with caution
93454,32.121,16.603,58.764,Rate is stable
93461,0,,,Not applicable
93465,7.679,0.194,95.562,Rate is unstable interpret with caution
California,20.163,19.727,20.605,Rate is stable
San Luis Obispo,42.288,34.915,51.028,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Health Care Access and Information - Emergency Department Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
