Riverside ED Visits - by Zip Code 2014,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
91752,4.146,0.105,31.55,Rate is unstable interpret with caution
92028,17.287,7.539,36.789,Rate may be unstable
92059,80.434,2.036,4590.403,Rate is unstable interpret with caution
92201,13.749,6.269,27.679,Rate may be unstable
92203,22.773,8.108,53.59,Rate may be unstable
92210,0,,,Not applicable
92211,18.551,4.749,86.914,Rate is unstable interpret with caution
92220,35.354,18.024,67.837,Rate is stable
92223,19.658,8.919,38.819,Rate may be unstable
92225,38.225,17.963,81.613,Rate may be unstable
92230,0,,,Not applicable
92234,22.224,11.457,40.092,Rate is stable
92236,7.43,1.483,38.685,Rate is unstable interpret with caution
92239,0,,,Not applicable
92240,25.845,11.732,53.396,Rate may be unstable
92241,0,,,Not applicable
92253,11.683,3.646,32.205,Rate may be unstable
92254,19.87,0.503,550.234,Rate is unstable interpret with caution
92260,27.786,11.362,59.95,Rate may be unstable
92262,61.828,33.338,110.499,Rate is stable
92264,19.481,2.218,86.02,Rate is unstable interpret with caution
92270,14.857,3.181,171.915,Rate is unstable interpret with caution
92274,40.293,12.701,125.394,Rate may be unstable
92276,0,,,Not applicable
92282,0,,,Not applicable
92320,77.672,22.906,207.232,Rate may be unstable
92324,15.397,6.893,34.88,Rate may be unstable
92337,7.322,1.482,50.708,Rate is unstable interpret with caution
92373,36.601,18.512,67.058,Rate is stable
92399,37.379,22.907,59.32,Rate is stable
92501,64.023,36.011,116.639,Rate is stable
92503,16.163,8.908,28.652,Rate is stable
92504,10.414,3.685,25.765,Rate may be unstable
92505,18.692,8.17,39.251,Rate may be unstable
92506,11.192,3.606,27.949,Rate may be unstable
92507,19.868,8.92,41.705,Rate may be unstable
92508,4.615,0.548,29.959,Rate is unstable interpret with caution
92509,10.411,4.418,23.476,Rate may be unstable
92518,125.256,4.375,4857.006,Rate is unstable interpret with caution
92530,43.878,27.462,73.92,Rate is stable
92532,14.936,2.829,103.908,Rate is unstable interpret with caution
92536,0,,,Not applicable
92539,0,,,Not applicable
92543,43.808,24.399,77.004,Rate is stable
92544,25.443,13.038,46.366,Rate is stable
92545,30.812,15.972,57.138,Rate is stable
92548,60.364,15.231,196.463,Rate is unstable interpret with caution
92549,91.644,5.346,818.836,Rate is unstable interpret with caution
92551,4.987,0.552,90.223,Rate is unstable interpret with caution
92553,14.348,5.503,34.269,Rate may be unstable
92555,17.504,6.974,45.893,Rate may be unstable
92557,9.881,2.519,30.095,Rate is unstable interpret with caution
92561,0,,,Not applicable
92562,19.695,9.637,36.652,Rate may be unstable
92563,21.277,10.966,39.638,Rate is stable
92567,0,,,Not applicable
92570,16.947,7.898,35.499,Rate may be unstable
92571,9.133,2.889,35.797,Rate may be unstable
92582,14.504,1.756,74.778,Rate is unstable interpret with caution
92583,41.446,21.705,73.38,Rate is stable
92584,13.872,5.081,32.023,Rate may be unstable
92585,8.784,1.055,51.135,Rate is unstable interpret with caution
92586,56.896,23.523,130.728,Rate may be unstable
92587,19.959,5.409,61.851,Rate is unstable interpret with caution
92590,0,,,Not applicable
92591,21.456,9.071,47.06,Rate may be unstable
92592,10.101,3.934,23.895,Rate may be unstable
92595,30.578,14.542,59.862,Rate may be unstable
92596,26.673,10.696,99.263,Rate may be unstable
92860,18.833,6.105,48.091,Rate may be unstable
92862,0,,,Not applicable
92879,29.018,16.558,53.932,Rate is stable
92880,9.152,3.307,29.036,Rate may be unstable
92881,6.484,0.769,36.64,Rate is unstable interpret with caution
92882,23.322,12.914,41.681,Rate is stable
92883,19.18,6.09,49.917,Rate may be unstable
California,18.31,17.893,18.738,Rate is stable
Riverside,19.258,17.528,21.13,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Health Care Access and Information - Emergency Department Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
