Colusa ED Visits - by Zip Code 2020,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
95912,30.166,3.605,294.395,Rate is unstable interpret with caution
95932,7.841,0.199,87.303,Rate is unstable interpret with caution
95955,0,,,Not applicable
95957,73.066,1.85,1200.345,Rate is unstable interpret with caution
95970,0,,,Not applicable
95979,277.445,75.594,12153.159,Rate may be unstable
95987,0,,,Not applicable
California,40.945,40.318,41.583,Rate is stable
Colusa,18.267,9.98,57.793,Rate may be unstable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Health Care Access and Information - Emergency Department Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
