Kings ED Visits - by Zip Code 2010,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
93202,59.458,6.975,307.005,Rate is unstable interpret with caution
93204,28.325,6.477,167.542,Rate is unstable interpret with caution
93212,16.957,6.134,68.657,Rate may be unstable
93230,13.692,5.788,27.85,Rate may be unstable
93239,0,,,Not applicable
93242,0,,,Not applicable
93245,3.557,0.43,28.748,Rate is unstable interpret with caution
93266,0,,,Not applicable
93631,0,,,Not applicable
93656,0,,,Not applicable
California,14.69,14.308,15.085,Rate is stable
Kings,15.248,9.752,23.698,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Health Care Access and Information - Emergency Department Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
