Santa Clara ED Visits - by Zip Code 2023,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
94022,0,,,Not applicable
94024,0,,,Not applicable
94040,8.09,2.183,25.891,Rate is unstable interpret with caution
94041,8.693,0.22,57.253,Rate is unstable interpret with caution
94043,12.421,2.557,39.347,Rate is unstable interpret with caution
94085,4.503,0.114,44.956,Rate is unstable interpret with caution
94086,6.446,1.111,27.357,Rate is unstable interpret with caution
94087,5.175,0.986,18.646,Rate is unstable interpret with caution
94089,0,,,Not applicable
94301,3.013,0.076,54.382,Rate is unstable interpret with caution
94303,35.355,20.353,57.94,Rate is stable
94304,13.459,0.341,219.304,Rate is unstable interpret with caution
94305,0,,,Not applicable
94306,4.495,0.114,27.944,Rate is unstable interpret with caution
94550,27.14,13.921,50.069,Rate is stable
95002,0,,,Not applicable
95008,21.888,11.171,42.091,Rate is stable
95013,0,,,Not applicable
95014,7.913,2.15,21.38,Rate is unstable interpret with caution
95020,26.185,14.846,43.313,Rate is stable
95023,15.914,7.044,32.331,Rate may be unstable
95030,0,,,Not applicable
95032,13.607,2.593,51.068,Rate is unstable interpret with caution
95033,48.056,5.82,173.595,Rate is unstable interpret with caution
95035,5.427,1.98,13.957,Rate may be unstable
95037,32.676,17.727,55.609,Rate is stable
95046,39.329,0.996,247.756,Rate is unstable interpret with caution
95050,20.414,8.08,45.086,Rate may be unstable
95051,16.583,7.174,35.157,Rate may be unstable
95053,0,,,Not applicable
95054,7.941,0.7,38.897,Rate is unstable interpret with caution
95070,15.402,2.143,59.103,Rate is unstable interpret with caution
95076,131.751,105.795,162.361,Rate is stable
95110,133.608,88.711,222.354,Rate is stable
95111,39.84,25.114,60.913,Rate is stable
95112,105.823,77.176,143.023,Rate is stable
95113,1759.118,743.997,4715.931,Rate may be unstable
95116,137.336,105.146,176.677,Rate is stable
95117,34.133,16.251,73.136,Rate may be unstable
95118,54.014,28.124,94.844,Rate is stable
95119,24.029,2.908,91.786,Rate is unstable interpret with caution
95120,9.133,0.811,41.111,Rate is unstable interpret with caution
95121,51.467,28.44,88.243,Rate is stable
95122,51.186,33.64,76.103,Rate is stable
95123,29.496,17.335,47.283,Rate is stable
95124,59.014,38.752,87.194,Rate is stable
95125,87.172,63.587,117.665,Rate is stable
95126,40.567,21.52,71.291,Rate is stable
95127,65.692,45.761,91.845,Rate is stable
95128,32.734,17.64,60.051,Rate is stable
95129,26.971,11.51,54.593,Rate may be unstable
95130,0,,,Not applicable
95131,2.595,0.066,19.889,Rate is unstable interpret with caution
95132,32.316,16.617,59.076,Rate is stable
95133,18.703,5.626,48.849,Rate may be unstable
95134,1.1,0.028,71.723,Rate is unstable interpret with caution
95135,32.743,3.135,138.208,Rate is unstable interpret with caution
95136,14.501,5.755,31.524,Rate may be unstable
95138,4.751,0.12,53.795,Rate is unstable interpret with caution
95139,0,,,Not applicable
95140,0,,,Not applicable
95148,40.467,23.104,67.218,Rate is stable
California,60.517,59.712,61.33,Rate is stable
Santa Clara,21.575,19.413,23.932,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Health Care Access and Information - Emergency Department Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
