Monterey ED Visits - by Zip Code 2021,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
93426,0,,,Not applicable
93450,0,,,Not applicable
93451,150.393,57.821,431.563,Rate may be unstable
93901,103.983,67.815,155.063,Rate is stable
93905,173.582,143.228,214.109,Rate is stable
93906,66.621,48.224,91.239,Rate is stable
93907,33.338,13.283,71.092,Rate may be unstable
93908,3.29,0.083,99.769,Rate is unstable interpret with caution
93920,0,,,Not applicable
93923,27.722,2.226,179.503,Rate is unstable interpret with caution
93924,0,,,Not applicable
93925,69.999,1.772,4116.391,Rate is unstable interpret with caution
93926,29.6,6.034,143.456,Rate is unstable interpret with caution
93927,66.291,37.062,185.314,Rate is stable
93930,28.001,7.535,101.567,Rate is unstable interpret with caution
93932,0,,,Not applicable
93933,48.223,24.312,88.206,Rate is stable
93940,31.534,14.42,65.03,Rate may be unstable
93943,0,,,Not applicable
93950,146.964,81.586,247.477,Rate is stable
93953,0,,,Not applicable
93955,138.221,101.857,184.867,Rate is stable
93960,237.066,184.875,316.52,Rate is stable
95004,141.152,3.574,786.446,Rate is unstable interpret with caution
95012,34.085,5.788,160.077,Rate is unstable interpret with caution
95039,0,,,Not applicable
95076,47.972,34.054,66.094,Rate is stable
California,53.818,53.08,54.557,Rate is stable
Monterey,46.115,40.057,52.905,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Health Care Access and Information - Emergency Department Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
