Nevada ED Visits - by Zip Code 2010,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
95602,37.827,11.948,97.331,Rate may be unstable
95724,0,,,Not applicable
95728,0,,,Not applicable
95945,65.138,36.592,111.507,Rate is stable
95946,63.176,22.188,167.745,Rate may be unstable
95949,9.063,0.229,53.915,Rate is unstable interpret with caution
95959,42.264,14.387,103.115,Rate may be unstable
95960,0,,,Not applicable
95975,0,,,Not applicable
95977,0,,,Not applicable
96111,0,,,Not applicable
96161,0,,,Not applicable
96162,0,,,Not applicable
California,14.69,14.308,15.085,Rate is stable
Nevada,31.545,21.058,46.322,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Health Care Access and Information - Emergency Department Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
