Orange ED Visits - by Zip Code 2014,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
90620,23.613,11.129,44.588,Rate may be unstable
90621,16.663,6.044,46.175,Rate may be unstable
90623,5.122,0.13,45.741,Rate is unstable interpret with caution
90630,24.148,11.444,45.892,Rate may be unstable
90631,17.79,9.422,31.553,Rate is stable
90680,31.217,14.799,60.862,Rate may be unstable
90716,12.265,1.485,62.036,Rate is unstable interpret with caution
90720,16.437,3.128,52.467,Rate is unstable interpret with caution
90740,17.567,3.599,61.962,Rate is unstable interpret with caution
90742,0,,,Not applicable
90743,0,,,Not applicable
92530,43.878,27.462,73.92,Rate is stable
92602,26.283,7.161,80.973,Rate may be unstable
92603,15.404,1.625,62.478,Rate is unstable interpret with caution
92604,7.589,0.919,32.082,Rate is unstable interpret with caution
92606,24.851,8.022,69.613,Rate may be unstable
92610,0,,,Not applicable
92612,7.202,0.748,40.698,Rate is unstable interpret with caution
92614,27.2,10.569,63.103,Rate may be unstable
92617,1.669,0.042,190.356,Rate is unstable interpret with caution
92618,5.346,0.135,67.34,Rate is unstable interpret with caution
92620,14.884,5.284,36.877,Rate may be unstable
92624,0,,,Not applicable
92625,54.995,11.341,161.615,Rate is unstable interpret with caution
92626,36.632,23.475,57.053,Rate is stable
92627,63.88,45.583,91.647,Rate is stable
92629,39.827,18.176,78.993,Rate may be unstable
92630,18.829,9.704,34.213,Rate is stable
92637,2.821,0.424,1636.308,Rate is unstable interpret with caution
92646,36.038,21.71,57.546,Rate is stable
92647,28.144,16.881,45.077,Rate is stable
92648,36.143,20.423,61.51,Rate is stable
92649,50.323,27.634,86.375,Rate is stable
92651,33.406,10.212,86.63,Rate may be unstable
92653,32.339,13.814,66.881,Rate may be unstable
92655,44.678,10.841,175.061,Rate is unstable interpret with caution
92656,18.544,7.892,52.705,Rate may be unstable
92657,48.043,7.503,173.421,Rate is unstable interpret with caution
92660,25.794,10.42,55.918,Rate may be unstable
92661,82.653,2.093,778.103,Rate is unstable interpret with caution
92662,76.457,1.936,483.158,Rate is unstable interpret with caution
92663,33.872,13.02,83.179,Rate may be unstable
92672,62.778,38.663,97.722,Rate is stable
92673,29.053,10.506,70.934,Rate may be unstable
92675,20.074,7.761,44.429,Rate may be unstable
92676,0,,,Not applicable
92677,25.116,13.288,44.424,Rate is stable
92679,12.953,3.036,43.019,Rate is unstable interpret with caution
92683,25.069,15.532,38.809,Rate is stable
92688,28.991,12.542,59.745,Rate may be unstable
92691,11.875,3.761,29.571,Rate may be unstable
92692,7.436,1.385,24.259,Rate is unstable interpret with caution
92694,4.896,0.124,408.303,Rate is unstable interpret with caution
92697,0,,,Not applicable
92701,27.12,13.406,59.27,Rate may be unstable
92703,24.295,14.27,41.048,Rate is stable
92704,12.543,6.223,25.393,Rate may be unstable
92705,18.398,8.246,37.254,Rate may be unstable
92706,6.562,0.77,29.559,Rate is unstable interpret with caution
92707,20.694,10.556,42.555,Rate is stable
92708,24.609,13.368,43.353,Rate is stable
92780,19.204,10.18,34.145,Rate is stable
92782,4.967,0.126,48.334,Rate is unstable interpret with caution
92801,13.589,6.129,28.539,Rate may be unstable
92802,17.736,7.609,37.823,Rate may be unstable
92804,31.163,20.435,46.141,Rate is stable
92805,11.274,4.803,27.758,Rate may be unstable
92806,19.521,8.312,41.361,Rate may be unstable
92807,12.784,3.435,34.365,Rate is unstable interpret with caution
92808,63.376,26.486,130.975,Rate may be unstable
92821,27.805,13.782,52.506,Rate may be unstable
92823,0,,,Not applicable
92831,8.981,2.884,27.09,Rate may be unstable
92832,29.418,11.527,63.95,Rate may be unstable
92833,13.836,5.529,29.536,Rate may be unstable
92835,16.528,4.438,49.679,Rate is unstable interpret with caution
92840,8.21,2.617,21.887,Rate may be unstable
92841,4.91,0.572,22.294,Rate is unstable interpret with caution
92843,17.511,7.534,36.479,Rate may be unstable
92844,15.347,4.171,43.77,Rate is unstable interpret with caution
92845,25.86,8.174,70.304,Rate may be unstable
92861,32.203,0.815,403.709,Rate is unstable interpret with caution
92862,0,,,Not applicable
92865,17.952,4.833,53.535,Rate is unstable interpret with caution
92866,17.227,3.155,98.763,Rate is unstable interpret with caution
92867,18.18,7.676,37.878,Rate may be unstable
92868,30.096,13.984,66.082,Rate may be unstable
92869,36.449,20.867,61.362,Rate is stable
92870,12.948,5.113,27.922,Rate may be unstable
92886,16.878,7.198,35.384,Rate may be unstable
92887,20.895,5.682,63.992,Rate is unstable interpret with caution
California,18.31,17.893,18.738,Rate is stable
Orange,21.02,19.462,22.68,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Health Care Access and Information - Emergency Department Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
