Santa Clara ED Visits - by Zip Code 2012,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
94022,0,,,Not applicable
94024,0,,,Not applicable
94035,0,,,Not applicable
94040,0,,,Not applicable
94041,7.151,0.181,59.377,Rate is unstable interpret with caution
94043,12.193,2.487,41.155,Rate is unstable interpret with caution
94085,4.894,0.124,63.145,Rate is unstable interpret with caution
94086,4.235,0.107,29.132,Rate is unstable interpret with caution
94087,3.273,0.083,18.238,Rate is unstable interpret with caution
94089,16.653,3.419,53.998,Rate is unstable interpret with caution
94301,7.458,0.189,55.049,Rate is unstable interpret with caution
94303,10.712,3.444,27.531,Rate may be unstable
94304,0,,,Not applicable
94305,0,,,Not applicable
94306,6.722,0.813,28.973,Rate is unstable interpret with caution
94550,25.79,12.727,47.893,Rate may be unstable
95002,0,,,Not applicable
95008,3.48,0.417,18.146,Rate is unstable interpret with caution
95013,0,,,Not applicable
95014,0,,,Not applicable
95020,19.208,9.507,36.765,Rate may be unstable
95023,9.376,3.038,24.412,Rate may be unstable
95030,6.045,0.153,74.15,Rate is unstable interpret with caution
95032,2.459,0.062,32.232,Rate is unstable interpret with caution
95033,12.822,0.325,163.429,Rate is unstable interpret with caution
95035,2.537,0.307,13.797,Rate is unstable interpret with caution
95037,5.258,0.549,25.58,Rate is unstable interpret with caution
95046,14.563,0.369,186.318,Rate is unstable interpret with caution
95050,18.379,6.591,44.634,Rate may be unstable
95051,3.157,0.381,14.845,Rate is unstable interpret with caution
95053,0,,,Not applicable
95054,0,,,Not applicable
95070,9.454,1.95,50.868,Rate is unstable interpret with caution
95076,24.148,14.591,38.417,Rate is stable
95110,11.515,1.391,130.536,Rate is unstable interpret with caution
95111,4.92,0.977,22.309,Rate is unstable interpret with caution
95112,16.335,6.788,36.461,Rate may be unstable
95113,330.894,8.378,2825.429,Rate is unstable interpret with caution
95116,3.691,0.433,17.867,Rate is unstable interpret with caution
95117,8.925,1.762,36.21,Rate is unstable interpret with caution
95118,7.363,0.868,28.005,Rate is unstable interpret with caution
95119,10.444,0.264,160.326,Rate is unstable interpret with caution
95120,0,,,Not applicable
95121,4.604,0.557,25.037,Rate is unstable interpret with caution
95122,14.591,6.216,31.842,Rate may be unstable
95123,13.762,6.265,29.418,Rate may be unstable
95124,24.301,11.505,45.578,Rate may be unstable
95125,16.461,7.401,34.095,Rate may be unstable
95126,16.349,5.818,46.35,Rate may be unstable
95127,8.184,2.623,20.123,Rate may be unstable
95128,10.349,2.683,32.012,Rate is unstable interpret with caution
95129,7.648,1.544,24.21,Rate is unstable interpret with caution
95130,0,,,Not applicable
95131,12.581,2.239,55.4,Rate is unstable interpret with caution
95132,0,,,Not applicable
95133,10.782,2.186,36.713,Rate is unstable interpret with caution
95134,11.067,0.28,121.069,Rate is unstable interpret with caution
95135,0,,,Not applicable
95136,10.455,3.38,32.086,Rate may be unstable
95138,0,,,Not applicable
95139,0,,,Not applicable
95140,0,,,Not applicable
95148,3.419,0.411,18.56,Rate is unstable interpret with caution
California,16.885,16.48,17.305,Rate is stable
Santa Clara,7.803,6.577,9.207,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Health Care Access and Information - Emergency Department Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
