San Mateo ED Visits - by Zip Code 2011,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
94002,27.716,10.914,59.949,Rate may be unstable
94005,0,,,Not applicable
94010,23.129,9.796,48.065,Rate may be unstable
94014,1.623,0.041,13.826,Rate is unstable interpret with caution
94015,8.598,2.77,22.744,Rate may be unstable
94019,13.927,2.71,50.711,Rate is unstable interpret with caution
94020,0,,,Not applicable
94021,0,,,Not applicable
94025,10.025,2.46,29.823,Rate is unstable interpret with caution
94027,32.8,3.414,298.286,Rate is unstable interpret with caution
94028,84.254,11.748,404.343,Rate is unstable interpret with caution
94030,3.199,0.081,36.86,Rate is unstable interpret with caution
94038,52.106,1.319,1020.92,Rate is unstable interpret with caution
94044,10.41,2.836,29.311,Rate is unstable interpret with caution
94060,0,,,Not applicable
94061,5.195,0.608,24.572,Rate is unstable interpret with caution
94062,2.868,0.073,30.708,Rate is unstable interpret with caution
94063,11.528,2.162,45.019,Rate is unstable interpret with caution
94065,6.89,0.174,118.223,Rate is unstable interpret with caution
94066,11.462,3.615,29.64,Rate may be unstable
94070,10.794,1.907,40.952,Rate is unstable interpret with caution
94074,0,,,Not applicable
94080,10.029,3.946,22.002,Rate may be unstable
94128,0,,,Not applicable
94303,2.377,0.06,18.277,Rate is unstable interpret with caution
94401,11.502,3.682,32.165,Rate may be unstable
94402,21.528,6.798,61.297,Rate may be unstable
94403,9.128,2.478,28.494,Rate is unstable interpret with caution
94404,4.84,0.586,27.735,Rate is unstable interpret with caution
California,16.448,16.042,16.858,Rate is stable
San Mateo,10.408,8.21,13.057,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Health Care Access and Information - Emergency Department Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
