Santa Clara ED Visits - by Zip Code 2022,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
94022,0,,,Not applicable
94024,5.294,0.134,52.681,Rate is unstable interpret with caution
94040,1.965,0.05,17.06,Rate is unstable interpret with caution
94041,3.964,0.1,69.435,Rate is unstable interpret with caution
94043,6.651,0.756,30.331,Rate is unstable interpret with caution
94085,2.028,0.051,50.735,Rate is unstable interpret with caution
94086,11.191,2.984,34.173,Rate is unstable interpret with caution
94087,14.524,6.586,31.24,Rate may be unstable
94089,9.318,1.087,48.065,Rate is unstable interpret with caution
94301,7.92,0.201,64.533,Rate is unstable interpret with caution
94303,20.615,9.801,38.982,Rate may be unstable
94304,0,,,Not applicable
94305,0,,,Not applicable
94306,2.705,0.068,23.644,Rate is unstable interpret with caution
94550,77.799,53.642,110.12,Rate is stable
95002,0,,,Not applicable
95008,35.688,19.094,61.877,Rate is stable
95013,0,,,Not applicable
95014,3.743,0.396,16.102,Rate is unstable interpret with caution
95020,34.55,21.522,53.027,Rate is stable
95023,43.95,27.725,67.037,Rate is stable
95030,0,,,Not applicable
95032,87.407,44.08,163.076,Rate is stable
95033,10.184,0.258,106.582,Rate is unstable interpret with caution
95035,11.566,5.349,23.076,Rate may be unstable
95037,12.564,4.507,28.488,Rate may be unstable
95046,26.626,0.674,193.598,Rate is unstable interpret with caution
95050,3.347,0.405,20.676,Rate is unstable interpret with caution
95051,23.621,12.195,43.454,Rate is stable
95053,0,,,Not applicable
95054,59.502,31.94,109.761,Rate is stable
95070,10.884,0.918,59.386,Rate is unstable interpret with caution
95076,33.509,21.929,49.379,Rate is stable
95110,77.304,45.725,167.804,Rate is stable
95111,24.921,13.864,42.394,Rate is stable
95112,61.781,42.669,88.494,Rate is stable
95113,616.198,306.651,3162.473,Rate may be unstable
95116,61.414,42.49,86.781,Rate is stable
95117,7.435,1.363,31.827,Rate is unstable interpret with caution
95118,13.562,4.399,37.349,Rate may be unstable
95119,20.984,2.453,85.786,Rate is unstable interpret with caution
95120,12.596,1.525,49.039,Rate is unstable interpret with caution
95121,7.911,1.581,28.161,Rate is unstable interpret with caution
95122,37.97,23.4,59.307,Rate is stable
95123,18.239,9.592,32.266,Rate is stable
95124,25.3,12.553,46.983,Rate may be unstable
95125,16.189,6.592,34.966,Rate may be unstable
95126,32.279,17.133,58.226,Rate is stable
95127,25.469,14.45,42.675,Rate is stable
95128,31.385,15.264,60.668,Rate may be unstable
95129,15.723,5.611,36.217,Rate may be unstable
95130,0,,,Not applicable
95131,3.879,0.098,25.534,Rate is unstable interpret with caution
95132,12.124,3.925,30.209,Rate may be unstable
95133,9.616,1.112,37.106,Rate is unstable interpret with caution
95134,3.144,0.08,78.088,Rate is unstable interpret with caution
95135,12.351,1.978,72.809,Rate is unstable interpret with caution
95136,15.847,6.762,33.212,Rate may be unstable
95138,39.844,17.045,84.113,Rate may be unstable
95139,0,,,Not applicable
95140,0,,,Not applicable
95148,10.664,3.46,27.29,Rate may be unstable
California,54.877,54.132,55.63,Rate is stable
Santa Clara,16.727,14.933,18.7,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Health Care Access and Information - Emergency Department Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
