Trinity ED Visits - by Zip Code 2016,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
95526,0,,,Not applicable
95527,109.081,2.762,6286.308,Rate is unstable interpret with caution
95552,0,,,Not applicable
95563,113.228,2.867,3902.002,Rate is unstable interpret with caution
95595,0,,,Not applicable
96010,0,,,Not applicable
96024,884.663,51.487,26104.509,Rate is unstable interpret with caution
96041,38.33,0.97,607.046,Rate is unstable interpret with caution
96046,0,,,Not applicable
96048,0,,,Not applicable
96052,0,,,Not applicable
96076,0,,,Not applicable
96091,0,,,Not applicable
96093,1189.715,180.05,4046.831,Rate is unstable interpret with caution
California,20.042,19.608,20.488,Rate is stable
Trinity,112.15,83.8,253.817,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Health Care Access and Information - Emergency Department Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
