San Luis Obispo ED Visits - by Zip Code 2014,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
93252,0,,,Not applicable
93401,31.504,13.799,67.297,Rate may be unstable
93402,46.686,16.533,112.074,Rate may be unstable
93405,25.677,9.658,77.966,Rate may be unstable
93407,0,,,Not applicable
93420,55.18,28.448,98.595,Rate is stable
93422,29.222,13.153,61.676,Rate may be unstable
93426,0,,,Not applicable
93428,0,,,Not applicable
93430,194.695,19.792,2144.375,Rate is unstable interpret with caution
93432,0,,,Not applicable
93433,25.192,5.057,80.177,Rate is unstable interpret with caution
93442,47.075,12.981,159.711,Rate may be unstable
93444,36.662,15.25,80.261,Rate may be unstable
93445,0,,,Not applicable
93446,40.765,23.688,66.549,Rate is stable
93449,35.76,4.311,184.981,Rate is unstable interpret with caution
93451,0,,,Not applicable
93452,104.919,2.656,2055.553,Rate is unstable interpret with caution
93453,77.225,1.955,905.692,Rate is unstable interpret with caution
93454,19.613,8.321,41.922,Rate may be unstable
93461,0,,,Not applicable
93465,27.295,5.033,105.442,Rate is unstable interpret with caution
California,18.31,17.893,18.738,Rate is stable
San Luis Obispo,33.805,27.188,41.778,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Health Care Access and Information - Emergency Department Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
