Tehama ED Visits - by Zip Code 2017,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
95428,0,,,Not applicable
95963,23.992,6.416,73.089,Rate is unstable interpret with caution
95973,31.229,15.493,57.921,Rate may be unstable
96021,26.319,6.901,76.75,Rate is unstable interpret with caution
96022,14.445,2.822,57.161,Rate is unstable interpret with caution
96035,26.911,0.681,289.253,Rate is unstable interpret with caution
96055,20.299,0.514,223.234,Rate is unstable interpret with caution
96059,0,,,Not applicable
96063,0,,,Not applicable
96075,0,,,Not applicable
96076,0,,,Not applicable
96080,52.861,28.112,93.391,Rate is stable
California,20.163,19.727,20.605,Rate is stable
Tehama,33.307,20.39,52.568,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Health Care Access and Information - Emergency Department Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
