Lassen ED Visits - by Zip Code 2019,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
96006,0,,,Not applicable
96056,0,,,Not applicable
96109,0,,,Not applicable
96113,0,,,Not applicable
96114,44.152,1.118,633.362,Rate is unstable interpret with caution
96117,0,,,Not applicable
96119,0,,,Not applicable
96121,0,,,Not applicable
96123,0,,,Not applicable
96128,0,,,Not applicable
96130,68.67,38.91,120.772,Rate is stable
96132,0,,,Not applicable
96136,0,,,Not applicable
96137,10.004,0.253,412.508,Rate is unstable interpret with caution
California,28.782,28.258,29.315,Rate is stable
Lassen,41.698,23.815,72.5,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Health Care Access and Information - Emergency Department Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
