Kings ED Visits - by Zip Code 2022,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
93202,45.973,3.411,429.897,Rate is unstable interpret with caution
93204,0,,,Not applicable
93212,388.844,315.043,478.382,Rate is stable
93230,44.56,29.977,64.538,Rate is stable
93239,0,,,Not applicable
93242,42.096,1.066,249.849,Rate is unstable interpret with caution
93245,10.718,2.175,33.549,Rate is unstable interpret with caution
93266,0,,,Not applicable
93631,18.468,3.798,65.504,Rate is unstable interpret with caution
93656,16.788,0.425,190.324,Rate is unstable interpret with caution
California,54.877,54.132,55.63,Rate is stable
Kings,51.492,40.242,65.238,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Health Care Access and Information - Emergency Department Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
