Siskiyou ED Visits - by Zip Code 2021,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
95568,0,,,Not applicable
96014,0,,,Not applicable
96023,0,,,Not applicable
96025,0,,,Not applicable
96027,0,,,Not applicable
96031,0,,,Not applicable
96032,23.06,2.593,392.772,Rate is unstable interpret with caution
96034,0,,,Not applicable
96038,93.075,2.356,2399.923,Rate is unstable interpret with caution
96039,0,,,Not applicable
96044,118.222,2.993,992.308,Rate is unstable interpret with caution
96050,71.175,1.802,6755.531,Rate is unstable interpret with caution
96057,22.27,0.564,2615.599,Rate is unstable interpret with caution
96058,0,,,Not applicable
96064,105.231,24.617,333.368,Rate is unstable interpret with caution
96067,311.964,178.171,578.456,Rate is stable
96085,0,,,Not applicable
96086,0,,,Not applicable
96094,218.166,89.332,453.353,Rate may be unstable
96097,213.872,124.033,360.192,Rate is stable
96134,0,,,Not applicable
California,53.818,53.08,54.557,Rate is stable
Siskiyou,100.57,70.95,140.363,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Health Care Access and Information - Emergency Department Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
