Imperial ED Visits - by Zip Code 2019,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
92227,36.936,17.381,74.396,Rate may be unstable
92231,25.21,11.907,49.752,Rate may be unstable
92233,268.719,181.794,561.31,Rate is stable
92243,97.492,69.135,134.066,Rate is stable
92249,18.564,0.47,141.552,Rate is unstable interpret with caution
92250,10.218,0.259,111.815,Rate is unstable interpret with caution
92251,64.42,36.52,121.275,Rate is stable
92257,125.828,3.186,1679.335,Rate is unstable interpret with caution
92259,0,,,Not applicable
92274,5.523,0.14,81.935,Rate is unstable interpret with caution
92281,90.033,2.279,549.731,Rate is unstable interpret with caution
92283,0,,,Not applicable
California,28.782,28.258,29.315,Rate is stable
Imperial,40.752,31.83,51.737,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Health Care Access and Information - Emergency Department Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
