Calaveras ED Visits - by Zip Code 2016,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
95222,0,,,Not applicable
95223,43.493,1.101,519.846,Rate is unstable interpret with caution
95228,115.249,17.602,390.316,Rate is unstable interpret with caution
95230,0,,,Not applicable
95232,0,,,Not applicable
95236,0,,,Not applicable
95245,21.9,0.554,826.858,Rate is unstable interpret with caution
95246,0,,,Not applicable
95247,49.002,1.241,425.937,Rate is unstable interpret with caution
95249,58.259,5.162,252.594,Rate is unstable interpret with caution
95251,0,,,Not applicable
95252,12.795,0.937,69.805,Rate is unstable interpret with caution
95255,0,,,Not applicable
95257,0,,,Not applicable
Calaveras,25.82,12.873,50.34,Rate may be unstable
California,20.042,19.608,20.488,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Health Care Access and Information - Emergency Department Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
