Amador ED Visits - by Zip Code 2016,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
95629,0,,,Not applicable
95640,130.514,67.343,247.346,Rate is stable
95642,113.709,37.813,275.409,Rate may be unstable
95665,21.035,0.533,390.238,Rate is unstable interpret with caution
95666,70.161,7.277,332.7,Rate is unstable interpret with caution
95669,0,,,Not applicable
95685,12.035,0.305,199.586,Rate is unstable interpret with caution
95689,0,,,Not applicable
Amador,77.068,49.97,117.107,Rate is stable
California,20.042,19.608,20.488,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Health Care Access and Information - Emergency Department Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
