Tulare ED Visits - by Zip Code 2014,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
93207,0,,,Not applicable
93212,11.668,3.177,60.742,Rate is unstable interpret with caution
93215,4.22,0.511,22.202,Rate is unstable interpret with caution
93219,0,,,Not applicable
93221,5.837,0.148,44.337,Rate is unstable interpret with caution
93223,47.335,10.84,181.67,Rate is unstable interpret with caution
93235,159.792,32.953,728.916,Rate is unstable interpret with caution
93244,156.608,3.965,3145.206,Rate is unstable interpret with caution
93247,22.362,5.716,78.123,Rate is unstable interpret with caution
93256,0,,,Not applicable
93257,28.148,16.829,44.759,Rate is stable
93260,0,,,Not applicable
93262,0,,,Not applicable
93265,127.148,13.59,1153.337,Rate is unstable interpret with caution
93267,27.226,2.94,265.906,Rate is unstable interpret with caution
93270,0,,,Not applicable
93271,0,,,Not applicable
93272,0,,,Not applicable
93274,32.284,19.726,51.267,Rate is stable
93277,39.748,24.1,62.462,Rate is stable
93286,14.682,1.777,129.12,Rate is unstable interpret with caution
93291,29.809,16.559,53.199,Rate is stable
93292,22.668,10.311,46.136,Rate may be unstable
93527,107.667,12.469,971.976,Rate is unstable interpret with caution
93603,0,,,Not applicable
93615,0,,,Not applicable
93618,10.881,2.176,38.699,Rate is unstable interpret with caution
93631,5.234,0.133,42.099,Rate is unstable interpret with caution
93633,0,,,Not applicable
93646,0,,,Not applicable
93647,20.938,4.218,93.912,Rate is unstable interpret with caution
93654,24.918,9.926,53.446,Rate may be unstable
California,18.31,17.893,18.738,Rate is stable
Tulare,26.67,21.975,32.195,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Health Care Access and Information - Emergency Department Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
