Ventura Deaths - by Zip Code 2010,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
90265,0,,,Not applicable
91301,5.895,0.149,34.854,Rate is unstable interpret with caution
91307,0,,,Not applicable
91320,8.34,1.6,25.894,Rate is unstable interpret with caution
91360,8.967,2.382,26.057,Rate is unstable interpret with caution
91361,15.908,1.926,60.304,Rate is unstable interpret with caution
91362,4.544,0.512,22.2,Rate is unstable interpret with caution
91377,0,,,Not applicable
93001,22.317,9.515,46.75,Rate may be unstable
93003,4.653,0.86,16.293,Rate is unstable interpret with caution
93004,12.611,3.367,35.395,Rate is unstable interpret with caution
93010,16.046,5.743,36.398,Rate may be unstable
93012,9.262,1.852,29.245,Rate is unstable interpret with caution
93015,0,,,Not applicable
93021,0,,,Not applicable
93022,17.559,0.445,114.885,Rate is unstable interpret with caution
93023,14.248,3.135,49.847,Rate is unstable interpret with caution
93030,10.032,3.624,25.188,Rate may be unstable
93033,4.158,0.84,14.792,Rate is unstable interpret with caution
93035,3.949,0.1,23.807,Rate is unstable interpret with caution
93036,7.766,1.589,26.824,Rate is unstable interpret with caution
93041,15.077,2.943,47.899,Rate is unstable interpret with caution
93042,0,,,Not applicable
93043,0,,,Not applicable
93060,6.851,0.796,26.57,Rate is unstable interpret with caution
93063,15.895,7.182,31.8,Rate may be unstable
93065,3.759,0.769,12.889,Rate is unstable interpret with caution
93066,0,,,Not applicable
93225,0,,,Not applicable
93243,0,,,Not applicable
93252,0,,,Not applicable
California,4.935,4.713,5.162,Rate is stable
Ventura,8.215,6.378,10.463,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Public Health - Vital Records and Statistic Division - Multiple Cause of Death and California Comprehensive Death Files,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
