Ventura Deaths - by Zip Code 2016,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
90265,2.739,0.069,44.573,Rate is unstable interpret with caution
91301,6.829,0.173,39.708,Rate is unstable interpret with caution
91307,7.991,0.777,35.057,Rate is unstable interpret with caution
91320,7.511,1.51,23.305,Rate is unstable interpret with caution
91360,2.53,0.064,17.253,Rate is unstable interpret with caution
91361,2.74,0.069,35.545,Rate is unstable interpret with caution
91362,3.37,0.085,24.401,Rate is unstable interpret with caution
91377,11.116,0.281,80.005,Rate is unstable interpret with caution
93001,4.411,0.506,29.326,Rate is unstable interpret with caution
93003,7.532,1.943,21.55,Rate is unstable interpret with caution
93004,9.985,1.856,33.667,Rate is unstable interpret with caution
93010,4.478,0.461,19.356,Rate is unstable interpret with caution
93012,2.17,0.055,19.805,Rate is unstable interpret with caution
93015,0,,,Not applicable
93021,3.245,0.082,21.397,Rate is unstable interpret with caution
93022,9.684,0.245,93.031,Rate is unstable interpret with caution
93023,7.973,0.727,43.836,Rate is unstable interpret with caution
93030,5.25,1.053,18.464,Rate is unstable interpret with caution
93033,7.643,2.456,19.596,Rate may be unstable
93035,7.183,0.859,31.016,Rate is unstable interpret with caution
93036,2.224,0.056,17.377,Rate is unstable interpret with caution
93041,6.524,0.165,36.348,Rate is unstable interpret with caution
93042,0,,,Not applicable
93043,0,,,Not applicable
93060,0,,,Not applicable
93063,7.205,1.879,20.5,Rate is unstable interpret with caution
93065,5.975,1.867,15.797,Rate may be unstable
93066,0,,,Not applicable
93225,0,,,Not applicable
93243,0,,,Not applicable
93252,0,,,Not applicable
California,4.87,4.66,5.09,Rate is stable
Ventura,5.01,3.618,6.818,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Public Health - Vital Records and Statistic Division - Multiple Cause of Death and California Comprehensive Death Files,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
