San Francisco Deaths - by Zip Code 2024,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
94102,337.572,265.675,427.204,Rate is stable
94103,245.28,190.138,324.95,Rate is stable
94104,0,,,Not applicable
94105,22.931,4.522,7413.072,Rate is unstable interpret with caution
94107,33.686,14.077,95.307,Rate may be unstable
94108,44.082,13.111,149.193,Rate may be unstable
94109,127.623,82.098,194.806,Rate is stable
94110,32.098,20.344,53.778,Rate is stable
94111,30.681,0.777,670.66,Rate is unstable interpret with caution
94112,8.879,3.217,20.98,Rate may be unstable
94114,14.281,5.065,68.132,Rate may be unstable
94115,33.284,12.567,77.184,Rate may be unstable
94116,10.078,2.652,33.3,Rate is unstable interpret with caution
94117,20.522,7.832,61.429,Rate may be unstable
94118,19.976,8.275,45.972,Rate may be unstable
94121,10.368,2.504,30.804,Rate is unstable interpret with caution
94122,6.284,1.574,21.722,Rate is unstable interpret with caution
94123,11.131,1.348,58.968,Rate is unstable interpret with caution
94124,56.187,34.148,89.19,Rate is stable
94127,14.212,1.721,65.584,Rate is unstable interpret with caution
94129,19.777,0.501,2397.209,Rate is unstable interpret with caution
94130,306.243,77.971,2261.275,Rate is unstable interpret with caution
94131,14.207,4.387,46.842,Rate may be unstable
94132,22.838,6.629,73.997,Rate may be unstable
94133,18.067,4.479,65.913,Rate is unstable interpret with caution
94134,13.402,4.986,34.187,Rate may be unstable
94158,84.779,21.523,247.961,Rate is unstable interpret with caution
California,14.48,14.092,14.877,Rate is stable
San Francisco,41.005,36.81,45.638,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Public Health - Vital Records and Statistic Division - Multiple Cause of Death and California Comprehensive Death Files,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
