Sutter Deaths - by Zip Code 2020,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
95626,17.714,0.448,124.383,Rate is unstable interpret with caution
95645,0,,,Not applicable
95659,0,,,Not applicable
95668,237.256,6.007,2802.03,Rate is unstable interpret with caution
95674,0,,,Not applicable
95692,0,,,Not applicable
95953,5.288,0.134,59.56,Rate is unstable interpret with caution
95957,0,,,Not applicable
95982,33.723,0.854,340.91,Rate is unstable interpret with caution
95991,8.458,1.867,27.069,Rate is unstable interpret with caution
95993,14.557,4.693,35.74,Rate may be unstable
California,13.543,13.18,13.91,Rate is stable
Sutter,10.348,7.75,23.507,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Public Health - Vital Records and Statistic Division - Multiple Cause of Death and California Comprehensive Death Files,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
