San Diego Deaths - by Zip Code 2018,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
91901,9.17,0.831,48.103,Rate is unstable interpret with caution
91902,3.903,0.099,34.947,Rate is unstable interpret with caution
91905,0,,,Not applicable
91906,0,,,Not applicable
91910,5.972,1.836,15.484,Rate may be unstable
91911,2.293,0.263,9.54,Rate is unstable interpret with caution
91913,3.76,0.455,23.59,Rate is unstable interpret with caution
91914,0,,,Not applicable
91915,3.186,0.081,70.232,Rate is unstable interpret with caution
91916,0,,,Not applicable
91917,0,,,Not applicable
91932,16.887,5.301,44.166,Rate may be unstable
91934,0,,,Not applicable
91935,0,,,Not applicable
91941,4.438,0.437,22.962,Rate is unstable interpret with caution
91942,7.734,2.073,26.264,Rate is unstable interpret with caution
91945,11.191,2.211,36.061,Rate is unstable interpret with caution
91950,2.382,0.288,12.098,Rate is unstable interpret with caution
91962,57.487,1.455,5374.919,Rate is unstable interpret with caution
91963,0,,,Not applicable
91977,6.162,1.652,17.031,Rate is unstable interpret with caution
91978,0,,,Not applicable
91980,0,,,Not applicable
92003,0,,,Not applicable
92004,27.318,0.692,1601.829,Rate is unstable interpret with caution
92007,0,,,Not applicable
92008,20.531,7.923,48.678,Rate may be unstable
92009,13.262,3.517,37.016,Rate is unstable interpret with caution
92010,18.732,2.063,74.349,Rate is unstable interpret with caution
92011,4.866,0.123,35.372,Rate is unstable interpret with caution
92014,0,,,Not applicable
92019,4.394,0.404,20.127,Rate is unstable interpret with caution
92020,10.796,4.233,23.988,Rate may be unstable
92021,6.31,1.834,17.265,Rate may be unstable
92024,6.848,1.764,22.188,Rate is unstable interpret with caution
92025,3.755,0.439,16.272,Rate is unstable interpret with caution
92026,5.463,1.049,19.235,Rate is unstable interpret with caution
92027,3.856,0.794,16.332,Rate is unstable interpret with caution
92028,5.811,1.081,20.719,Rate is unstable interpret with caution
92029,2.923,0.074,41.135,Rate is unstable interpret with caution
92036,0,,,Not applicable
92037,7.355,1.379,27.016,Rate is unstable interpret with caution
92040,14.059,5.427,33.028,Rate may be unstable
92054,10.303,3.226,28.636,Rate may be unstable
92055,0,,,Not applicable
92056,6.169,1.515,19.769,Rate is unstable interpret with caution
92057,11.379,4.13,25.862,Rate may be unstable
92058,12.645,2.664,39.745,Rate is unstable interpret with caution
92059,89.786,2.273,1162.053,Rate is unstable interpret with caution
92061,0,,,Not applicable
92064,6.41,1.2,20.354,Rate is unstable interpret with caution
92065,14.652,5.09,34.734,Rate may be unstable
92066,0,,,Not applicable
92067,31.517,0.798,192.564,Rate is unstable interpret with caution
92069,8.384,2.256,25.632,Rate is unstable interpret with caution
92070,0,,,Not applicable
92071,13.355,5.716,27.469,Rate may be unstable
92075,6.183,0.157,60.898,Rate is unstable interpret with caution
92078,7.375,1.504,22.601,Rate is unstable interpret with caution
92081,12.391,2.94,37.388,Rate is unstable interpret with caution
92082,15.647,3.842,50.39,Rate is unstable interpret with caution
92083,13.023,4.061,36.917,Rate may be unstable
92084,8.86,2.225,24.66,Rate is unstable interpret with caution
92086,0,,,Not applicable
92091,0,,,Not applicable
92101,20.316,10.093,119.087,Rate may be unstable
92102,9.41,2.317,29.417,Rate is unstable interpret with caution
92103,11.874,3.675,54.722,Rate may be unstable
92104,12.682,4.917,37.352,Rate may be unstable
92105,9.109,3.551,22.318,Rate may be unstable
92106,20.95,4.216,64.919,Rate is unstable interpret with caution
92107,11.649,2.6,44.659,Rate is unstable interpret with caution
92108,15.495,2.934,84.437,Rate is unstable interpret with caution
92109,16.779,7.055,45.856,Rate may be unstable
92110,6.549,0.721,37.548,Rate is unstable interpret with caution
92111,0,,,Not applicable
92113,10.409,3.238,27.953,Rate may be unstable
92114,11.419,5.077,23.147,Rate may be unstable
92115,3.034,0.359,16.665,Rate is unstable interpret with caution
92116,11.773,3.08,51.476,Rate is unstable interpret with caution
92117,10.647,4.057,25.601,Rate may be unstable
92118,0,,,Not applicable
92119,5.403,0.137,32.265,Rate is unstable interpret with caution
92120,9.491,1.945,36.107,Rate is unstable interpret with caution
92121,0,,,Not applicable
92122,6.308,0.727,31.284,Rate is unstable interpret with caution
92123,5.958,0.7,30.873,Rate is unstable interpret with caution
92124,2.959,0.075,36.159,Rate is unstable interpret with caution
92126,0.899,0.023,8.114,Rate is unstable interpret with caution
92127,1.786,0.045,16.367,Rate is unstable interpret with caution
92128,4.038,0.102,22.496,Rate is unstable interpret with caution
92129,14.947,5.919,34.089,Rate may be unstable
92130,0,,,Not applicable
