Santa Clara Deaths - by Zip Code 2021,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
94022,14.727,1.78,68.8,Rate is unstable interpret with caution
94024,12.528,0.317,69.799,Rate is unstable interpret with caution
94040,0,,,Not applicable
94041,4.912,0.124,70.165,Rate is unstable interpret with caution
94043,0,,,Not applicable
94085,2.026,0.051,53.006,Rate is unstable interpret with caution
94086,0.978,0.025,19.343,Rate is unstable interpret with caution
94087,0,,,Not applicable
94089,8.901,0.747,48.045,Rate is unstable interpret with caution
94301,16.166,1.958,75.369,Rate is unstable interpret with caution
94303,4.362,0.519,16.879,Rate is unstable interpret with caution
94304,0,,,Not applicable
94305,0,,,Not applicable
94306,2.92,0.074,23.822,Rate is unstable interpret with caution
94550,5.6,1.125,19.457,Rate is unstable interpret with caution
95002,0,,,Not applicable
95008,11.938,3.627,30.377,Rate may be unstable
95013,0,,,Not applicable
95014,1.293,0.033,11.837,Rate is unstable interpret with caution
95020,10.108,3.91,22.093,Rate may be unstable
95023,16.462,7.469,32.489,Rate may be unstable
95030,0,,,Not applicable
95032,4.459,0.54,48.848,Rate is unstable interpret with caution
95033,4.696,0.119,99.534,Rate is unstable interpret with caution
95035,0,,,Not applicable
95037,5.915,1.19,18.831,Rate is unstable interpret with caution
95046,11.088,0.281,161.946,Rate is unstable interpret with caution
95050,6.546,1.328,25.327,Rate is unstable interpret with caution
95051,12.732,4.984,29.258,Rate may be unstable
95053,0,,,Not applicable
95054,4.837,0.122,42.55,Rate is unstable interpret with caution
95070,0,,,Not applicable
95076,6.369,2.247,15.036,Rate may be unstable
95110,23.146,6.042,117.833,Rate is unstable interpret with caution
95111,14.572,6.81,29.014,Rate may be unstable
95112,20.866,10.1,40.156,Rate may be unstable
95113,0,,,Not applicable
95116,10.451,3.788,24.51,Rate may be unstable
95117,16.68,6.07,44.603,Rate may be unstable
95118,18.99,5.836,48.099,Rate may be unstable
95119,0,,,Not applicable
95120,6.292,0.159,39.081,Rate is unstable interpret with caution
95121,3.373,0.085,22.159,Rate is unstable interpret with caution
95122,12.787,5.111,27.846,Rate may be unstable
95123,19.351,10.182,33.989,Rate is stable
95124,3.067,0.338,16.01,Rate is unstable interpret with caution
95125,18.093,8.243,36.648,Rate may be unstable
95126,6.96,1.301,25.313,Rate is unstable interpret with caution
95127,7.536,2.396,19.294,Rate may be unstable
95128,15.049,5.141,38.751,Rate may be unstable
95129,0,,,Not applicable
95130,11.771,1.073,74.752,Rate is unstable interpret with caution
95131,8.714,1.796,31.225,Rate is unstable interpret with caution
95132,2.492,0.063,16.162,Rate is unstable interpret with caution
95133,2.879,0.073,24.646,Rate is unstable interpret with caution
95134,8.25,1.54,85.011,Rate is unstable interpret with caution
95135,1.71,0.043,60.474,Rate is unstable interpret with caution
95136,3.912,0.433,17.043,Rate is unstable interpret with caution
95138,5.382,0.136,37.105,Rate is unstable interpret with caution
95139,47.251,4.867,193.72,Rate is unstable interpret with caution
95140,0,,,Not applicable
95148,3.93,0.476,17.491,Rate is unstable interpret with caution
California,18.028,17.602,18.458,Rate is stable
Santa Clara,7.732,6.543,9.092,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Public Health - Vital Records and Statistic Division - Multiple Cause of Death and California Comprehensive Death Files,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
