Calaveras Deaths - by Zip Code 2023,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
95222,51.878,10.569,256.725,Rate is unstable interpret with caution
95223,76.013,1.924,862.794,Rate is unstable interpret with caution
95228,18.698,0.473,299.418,Rate is unstable interpret with caution
95230,0,,,Not applicable
95232,0,,,Not applicable
95236,14.691,0.372,221.621,Rate is unstable interpret with caution
95245,18.943,0.48,27064.666,Rate is unstable interpret with caution
95246,0,,,Not applicable
95247,0,,,Not applicable
95249,24.324,0.616,182.074,Rate is unstable interpret with caution
95251,0,,,Not applicable
95252,23.691,5.774,77.372,Rate is unstable interpret with caution
95255,128.594,3.256,3874.57,Rate is unstable interpret with caution
95257,0,,,Not applicable
Calaveras,28.168,15.442,52.91,Rate is stable
California,20.812,20.34,21.29,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Public Health - Vital Records and Statistic Division - Multiple Cause of Death and California Comprehensive Death Files,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
