Sutter Deaths - by Zip Code 2016,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
95626,0,,,Not applicable
95645,0,,,Not applicable
95659,0,,,Not applicable
95668,0,,,Not applicable
95674,0,,,Not applicable
95692,0,,,Not applicable
95953,8.197,0.208,63.465,Rate is unstable interpret with caution
95957,0,,,Not applicable
95982,30.414,0.77,573.526,Rate is unstable interpret with caution
95991,1.983,0.05,16.453,Rate is unstable interpret with caution
95993,2.94,0.074,20.002,Rate is unstable interpret with caution
California,4.87,4.66,5.09,Rate is stable
Sutter,4.358,3.76,17.875,Rate may be unstable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Public Health - Vital Records and Statistic Division - Multiple Cause of Death and California Comprehensive Death Files,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
