San Diego Deaths - by Zip Code 2023,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
91901,10.341,1.129,47.768,Rate is unstable interpret with caution
91902,34.392,10.743,94.231,Rate may be unstable
91905,0,,,Not applicable
91906,20.608,0.522,226.956,Rate is unstable interpret with caution
91910,22.626,12.68,37.914,Rate is stable
91911,22.923,13.962,36.129,Rate is stable
91913,8.677,2.339,25.792,Rate is unstable interpret with caution
91914,0,,,Not applicable
91915,5.379,0.646,42.677,Rate is unstable interpret with caution
91916,168.669,4.27,1101.248,Rate is unstable interpret with caution
91917,0,,,Not applicable
91932,33.137,12.405,74.253,Rate may be unstable
91934,0,,,Not applicable
91935,19.95,1.428,121.68,Rate is unstable interpret with caution
91941,30.422,12.925,62.046,Rate may be unstable
91942,25.854,10.77,53.838,Rate may be unstable
91945,31.72,12.725,70.857,Rate may be unstable
91950,27.684,15.751,46.354,Rate is stable
91962,0,,,Not applicable
91963,0,,,Not applicable
91977,20.091,10.176,36.632,Rate is stable
91978,18.131,1.855,76.685,Rate is unstable interpret with caution
91980,0,,,Not applicable
92003,0,,,Not applicable
92004,0,,,Not applicable
92007,16.252,1.967,133.201,Rate is unstable interpret with caution
92008,27.433,10.34,69.721,Rate may be unstable
92009,9.708,1.993,31.196,Rate is unstable interpret with caution
92010,17.031,2.038,63.43,Rate is unstable interpret with caution
92011,3.913,0.099,39.57,Rate is unstable interpret with caution
92014,14.214,1.696,119.221,Rate is unstable interpret with caution
92019,25.117,11.598,48.686,Rate may be unstable
92020,26.945,14.719,46.788,Rate is stable
92021,22.567,12.098,39.727,Rate is stable
92024,6.988,1.437,23.504,Rate is unstable interpret with caution
92025,14.007,5.52,31.055,Rate may be unstable
92026,20.811,9.35,41.303,Rate may be unstable
92027,28.619,15.7,49.094,Rate is stable
92028,14.958,5.154,35.702,Rate may be unstable
92029,0,,,Not applicable
92036,9.802,0.248,825.697,Rate is unstable interpret with caution
92037,21.483,8.373,47.998,Rate may be unstable
92040,25.082,11.894,48.395,Rate may be unstable
92054,21.904,9.43,46.714,Rate may be unstable
92055,0,,,Not applicable
92056,28.776,13.409,55.542,Rate may be unstable
92057,25.111,13.513,43.524,Rate is stable
92058,16.963,5.65,44.67,Rate may be unstable
92059,48.131,1.219,650.448,Rate is unstable interpret with caution
92061,0,,,Not applicable
92064,13.034,4.545,30.853,Rate may be unstable
92065,32.793,14.746,65.823,Rate may be unstable
92066,0,,,Not applicable
92067,0,,,Not applicable
92069,20.939,9.395,41.317,Rate may be unstable
92070,0,,,Not applicable
92071,15.47,6.556,31.573,Rate may be unstable
92075,0,,,Not applicable
92078,4.295,0.418,18.025,Rate is unstable interpret with caution
92081,27.419,10.701,59.619,Rate may be unstable
92082,21.947,5.249,64.273,Rate is unstable interpret with caution
92083,27.484,13.431,52.735,Rate may be unstable
92084,18.131,7.666,36.965,Rate may be unstable
92086,28.227,0.715,1521.17,Rate is unstable interpret with caution
92091,0,,,Not applicable
92096,0,,,Not applicable
92101,185.218,112.201,320.309,Rate is stable
92102,46.014,26.566,75.844,Rate is stable
92103,22.999,10.42,64.378,Rate may be unstable
92104,16.865,6.448,41.892,Rate may be unstable
92105,24.148,13.645,39.936,Rate is stable
92106,17.614,3.616,56.581,Rate is unstable interpret with caution
92107,39.726,18.752,79.537,Rate may be unstable
92108,56.256,26.036,162.563,Rate may be unstable
92109,28.864,12.726,73.168,Rate may be unstable
92110,13.287,2.74,47.466,Rate is unstable interpret with caution
92111,13.113,4.987,30.235,Rate may be unstable
92113,44.707,27.102,70.948,Rate is stable
92114,32.953,20.383,51.078,Rate is stable
92115,15.231,6.421,33.224,Rate may be unstable
92116,39.623,17.675,85.352,Rate may be unstable
92117,24.877,13.542,43.37,Rate is stable
92118,4.482,0.113,35.476,Rate is unstable interpret with caution
92119,18.394,4.945,49.006,Rate is unstable interpret with caution
92120,6.594,1.36,28.074,Rate is unstable interpret with caution
92121,0,,,Not applicable
92122,7.232,1.183,27.965,Rate is unstable interpret with caution
92123,16.149,5.697,40.88,Rate may be unstable
92124,8.649,1.047,35.033,Rate is unstable interpret with caution
92126,4.07,0.762,13.727,Rate is unstable interpret with caution
92127,6.821,1.687,20.952,Rate is unstable interpret with caution
92128,8.793,2.696,24.559,Rate may be unstable
92129,3.88,0.47,17.499,Rate is unstable interpret with caution
92130,5.947,1.126,25.127,Rate is unstable interpret with caution
92131,8.381,0.66,37.648,Rate is unstable interpret with caution
92134,0,,,Not applicable
92135,0,,,Not applicable
92136,0,,,Not applicable
92139,26.032,12.265,51.562,Rate may be unstable
92140,0,,,Not applicable
92145,247.296,6.261,2741.011,Rate is unstable interpret with caution
92154,11.95,5.589,22.83,Rate may be unstable
92155,0,,,Not applicable
92173,25.22,10.366,55.1,Rate may be unstable
92182,0,,,Not applicable
92536,64.158,1.624,506.718,Rate is unstable interpret with caution
92561,0,,,Not applicable
92590,0,,,Not applicable
92592,15.518,7.677,28.626,Rate may be unstable
92672,39.8,19.437,74.799,Rate may be unstable
California,20.812,20.34,21.29,Rate is stable
San Diego,19.97,18.445,21.595,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Public Health - Vital Records and Statistic Division - Multiple Cause of Death and California Comprehensive Death Files,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
