Sonoma Deaths - by Zip Code 2020,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
94515,5.072,0.128,123.377,Rate is unstable interpret with caution
94922,0,,,Not applicable
94923,0,,,Not applicable
94928,39.107,21.961,65.857,Rate is stable
94931,23.764,2.831,145.768,Rate is unstable interpret with caution
94951,0,,,Not applicable
94952,12.295,3.237,35.819,Rate is unstable interpret with caution
94954,13.058,3.85,34.095,Rate may be unstable
94972,0,,,Not applicable
95401,22.861,10.184,45.93,Rate may be unstable
95403,26.196,13.663,46.973,Rate is stable
95404,15.125,5.85,34.507,Rate may be unstable
95405,35.705,13.408,80.764,Rate may be unstable
95407,28.809,15.057,55.452,Rate is stable
95409,18.645,5.007,54.671,Rate is unstable interpret with caution
95412,0,,,Not applicable
95421,0,,,Not applicable
95425,0,,,Not applicable
95436,36.236,4.176,239.96,Rate is unstable interpret with caution
95439,0,,,Not applicable
95441,0,,,Not applicable
95442,35.181,0.891,421.892,Rate is unstable interpret with caution
95444,0,,,Not applicable
95446,138.366,39.745,443.882,Rate may be unstable
95448,15.055,1.802,62.302,Rate is unstable interpret with caution
95450,0,,,Not applicable
95452,0,,,Not applicable
95462,0,,,Not applicable
95465,0,,,Not applicable
95472,18.107,5.287,50.528,Rate may be unstable
95476,24.02,8.974,54.418,Rate may be unstable
95492,18.476,5.982,47.757,Rate may be unstable
95497,0,,,Not applicable
California,13.543,13.18,13.91,Rate is stable
Sonoma,23.69,19.39,28.755,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Public Health - Vital Records and Statistic Division - Multiple Cause of Death and California Comprehensive Death Files,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
