Lake Deaths - by Zip Code 2022,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
95422,66.856,31.58,134.645,Rate may be unstable
95423,34.624,6.626,936.871,Rate is unstable interpret with caution
95443,0,,,Not applicable
95451,79.289,25.342,196.7,Rate may be unstable
95453,43.946,10.832,135.735,Rate is unstable interpret with caution
95457,0,,,Not applicable
95458,8.375,0.212,697.805,Rate is unstable interpret with caution
95461,34.119,0.864,1011.362,Rate is unstable interpret with caution
95464,424.433,74.48,1377.136,Rate is unstable interpret with caution
95467,0,,,Not applicable
95469,224.662,5.688,1679.837,Rate is unstable interpret with caution
95485,90.216,10.926,791.616,Rate is unstable interpret with caution
95493,284.807,7.211,3316.913,Rate is unstable interpret with caution
California,18.66,18.23,19.098,Rate is stable
Lake,55.462,38.17,79.47,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Public Health - Vital Records and Statistic Division - Multiple Cause of Death and California Comprehensive Death Files,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
