San Benito Deaths - by Zip Code 2020,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
93925,0,,,Not applicable
93930,7.886,0.872,64.791,Rate is unstable interpret with caution
95004,55.384,5.895,365.766,Rate is unstable interpret with caution
95023,6.324,1.267,19.284,Rate is unstable interpret with caution
95043,0,,,Not applicable
95045,7.829,0.198,155.774,Rate is unstable interpret with caution
California,13.543,13.18,13.91,Rate is stable
San Benito,6.33,1.72,17.118,Rate may be unstable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Public Health - Vital Records and Statistic Division - Multiple Cause of Death and California Comprehensive Death Files,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
