Los Angeles Deaths - by Zip Code 2019,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
90001,2.084,0.053,17.166,Rate is unstable interpret with caution
90002,1.456,0.037,22.201,Rate is unstable interpret with caution
90003,13.27,5.979,37.415,Rate may be unstable
90004,5.363,1.332,16.467,Rate is unstable interpret with caution
90005,16.285,6.837,36.956,Rate may be unstable
90006,5.149,1.351,19.017,Rate is unstable interpret with caution
90007,7.678,0.97,31.219,Rate is unstable interpret with caution
90008,5.197,0.561,26.272,Rate is unstable interpret with caution
90010,0,,,Not applicable
90011,2.465,0.285,13.583,Rate is unstable interpret with caution
90012,10.351,2.703,42.483,Rate is unstable interpret with caution
90013,49.682,22.071,1462.792,Rate may be unstable
90014,76.12,27.537,4568.942,Rate may be unstable
90015,27.757,8.849,77.769,Rate may be unstable
90016,7.99,2.125,22.566,Rate is unstable interpret with caution
90017,8.325,0.785,37.627,Rate is unstable interpret with caution
90018,1.646,0.042,11.441,Rate is unstable interpret with caution
90019,5.946,1.892,16.995,Rate may be unstable
90020,7.661,1.572,28.362,Rate is unstable interpret with caution
90021,175.149,11.82,1045.561,Rate is unstable interpret with caution
90022,11.578,4.894,23.929,Rate may be unstable
90023,5.954,1.194,22.404,Rate is unstable interpret with caution
90024,2.265,0.057,37.788,Rate is unstable interpret with caution
90025,6.988,2.032,32.452,Rate may be unstable
90026,11.81,5.142,24.828,Rate may be unstable
90027,8.603,2.533,34.538,Rate may be unstable
90028,42.111,21.87,109.868,Rate is stable
90029,10.236,2.534,31.309,Rate is unstable interpret with caution
90031,2.664,0.067,16.535,Rate is unstable interpret with caution
90032,2.523,0.064,15.174,Rate is unstable interpret with caution
90033,7.437,1.893,22.35,Rate is unstable interpret with caution
90034,7.219,2.045,24.194,Rate may be unstable
90035,5.943,0.643,29.709,Rate is unstable interpret with caution
90036,17.108,6.173,48.648,Rate may be unstable
90037,4.977,1.008,17.649,Rate is unstable interpret with caution
90038,4.624,0.559,31.341,Rate is unstable interpret with caution
90039,16.142,4.849,46.149,Rate may be unstable
90040,18.521,2.098,78.35,Rate is unstable interpret with caution
90041,4.318,0.109,27.978,Rate is unstable interpret with caution
90042,3.574,0.685,13.322,Rate is unstable interpret with caution
90043,10.143,3.12,26.977,Rate may be unstable
90044,7.93,3.138,17.256,Rate may be unstable
90045,0,,,Not applicable
90046,20.713,11.076,51.623,Rate is stable
90047,0,,,Not applicable
90048,7.295,0.185,71.854,Rate is unstable interpret with caution
90049,8.597,2.286,28.662,Rate is unstable interpret with caution
90056,4.327,0.11,99.425,Rate is unstable interpret with caution
90057,15.616,6.959,32.028,Rate may be unstable
90058,0,,,Not applicable
90059,1.616,0.041,25.161,Rate is unstable interpret with caution
90061,22.661,8.261,55.53,Rate may be unstable
90062,5.968,0.704,24.226,Rate is unstable interpret with caution
90063,8.304,2.662,21.938,Rate may be unstable
90064,0,,,Not applicable
90065,1.441,0.036,12.27,Rate is unstable interpret with caution
90066,4.137,1.127,16.816,Rate is unstable interpret with caution
90067,0,,,Not applicable
90068,9.96,2.016,85.062,Rate is unstable interpret with caution
90069,21.244,7.111,165.712,Rate may be unstable
90071,0,,,Not applicable
90073,24.262,0.614,4555.915,Rate is unstable interpret with caution
90077,0,,,Not applicable
90089,0,,,Not applicable
90094,6.713,0.17,351.345,Rate is unstable interpret with caution
90095,0,,,Not applicable
90201,3.649,0.956,12.031,Rate is unstable interpret with caution
90210,5.772,0.146,60.186,Rate is unstable interpret with caution
90211,0,,,Not applicable
90212,28.806,5.688,88.697,Rate is unstable interpret with caution
90220,4.285,0.508,16.948,Rate is unstable interpret with caution
90221,10.926,3.971,31.618,Rate may be unstable
90222,12.212,3.259,41.119,Rate is unstable interpret with caution
90230,5.145,0.61,25.677,Rate is unstable interpret with caution
90232,5.518,0.14,53.775,Rate is unstable interpret with caution
90240,8.497,1.027,35.769,Rate is unstable interpret with caution
90241,13.35,4.825,30.429,Rate may be unstable
90242,3.964,0.459,20.467,Rate is unstable interpret with caution
90245,3.623,0.092,42.214,Rate is unstable interpret with caution
90247,2.19,0.055,14.139,Rate is unstable interpret with caution
90248,19.18,2.061,80.484,Rate is unstable interpret with caution
90249,15.911,2.935,50.316,Rate is unstable interpret with caution
90250,4.37,1.406,12.259,Rate may be unstable
90254,10.639,0.269,61.279,Rate is unstable interpret with caution
90255,5.713,1.83,16.199,Rate may be unstable
90260,0,,,Not applicable
90262,4.708,1.282,18.791,Rate is unstable interpret with caution
90263,0,,,Not applicable
90265,3.861,0.098,42.259,Rate is unstable interpret with caution
90266,13.472,1.631,48.664,Rate is unstable interpret with caution
90270,3.158,0.08,29.004,Rate is unstable interpret with caution
90272,0,,,Not applicable
90274,11.608,0.294,64.678,Rate is unstable interpret with caution
90275,5.673,0.144,33.219,Rate is unstable interpret with caution
90277,15.299,4.478,41.983,Rate may be unstable
90278,12.487,4.553,33.063,Rate may be unstable
90280,3.656,0.983,12.581,Rate is unstable interpret with caution
90290,0,,,Not applicable
90291,2.427,0.061,55.311,Rate is unstable interpret with caution
90292,9.327,0.846,104.142,Rate is unstable interpret with caution
90293,0,,,Not applicable
90301,3.207,0.081,19.802,Rate is unstable interpret with caution
90302,8.904,1.789,34.916,Rate is unstable interpret with caution
90303,7.339,0.883,36.071,Rate is unstable interpret with caution
90304,13.045,2.629,98.787,Rate is unstable interpret with caution
90305,0,,,Not applicable
90401,11.306,0.286,524.399,Rate is unstable interpret with caution
90402,21.427,2.396,112.574,Rate is unstable interpret with caution
90403,7.934,1.486,62.546,Rate is unstable interpret with caution
90404,2.326,0.059,30.781,Rate is unstable interpret with caution
90405,15.544,3.506,50.844,Rate is unstable interpret with caution
90501,2.252,0.057,16.548,Rate is unstable interpret with caution
90502,16,1.892,67.006,Rate is unstable interpret with caution
90503,4.54,0.549,18.982,Rate is unstable interpret with caution
90504,0,,,Not applicable
90505,4.318,0.446,21.143,Rate is unstable interpret with caution
90506,0,,,Not applicable
90601,3.255,0.082,19.902,Rate is unstable interpret with caution
90602,6.815,0.806,28.031,Rate is unstable interpret with caution
90603,0,,,Not applicable
90604,8.669,2.356,24.311,Rate is unstable interpret with caution
90605,4.982,0.567,19.683,Rate is unstable interpret with caution
90606,6.685,0.809,26.973,Rate is unstable interpret with caution
90623,0,,,Not applicable
90631,4.208,0.827,13.488,Rate is unstable interpret with caution
90638,7.15,1.858,20.98,Rate is unstable interpret with caution
90639,0,,,Not applicable
90640,3.375,0.409,13.175,Rate is unstable interpret with caution
90650,7.612,3.255,15.569,Rate may be unstable
90660,4.047,0.808,13.458,Rate is unstable interpret with caution
90670,21.507,5.784,60.629,Rate is unstable interpret with caution
90701,0,,,Not applicable
90703,0,,,Not applicable
90704,0,,,Not applicable
90706,2.405,0.283,10.453,Rate is unstable interpret with caution
90710,11.212,2.298,34.511,Rate is unstable interpret with caution
90712,0,,,Not applicable
90713,14.923,4.798,40.951,Rate may be unstable
90715,0,,,Not applicable
90716,7.153,0.181,48.1,Rate is unstable interpret with caution
90717,12.087,2.456,42.776,Rate is unstable interpret with caution
90723,6.839,1.828,21.572,Rate is unstable interpret with caution
90731,13.156,5.945,26.447,Rate may be unstable
90732,8.636,1.781,36.564,Rate is unstable interpret with caution
90740,1.395,0.035,40.773,Rate is unstable interpret with caution
90744,5.603,1.151,18.322,Rate is unstable interpret with caution
90745,3.822,0.351,16.376,Rate is unstable interpret with caution
90746,8.594,0.848,35.871,Rate is unstable interpret with caution
90747,0,,,Not applicable
