Los Angeles Deaths - by Zip Code 2024,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
90001,13.897,5.519,32.569,Rate may be unstable
90002,0,,,Not applicable
90003,18.979,9.931,34.641,Rate is stable
90004,16.945,8.28,33.171,Rate may be unstable
90005,26.448,12.405,52.755,Rate may be unstable
90006,17.869,8.316,35.398,Rate may be unstable
90007,45.171,20.546,87.314,Rate may be unstable
90008,9.198,1.888,32.882,Rate is unstable interpret with caution
90010,131.413,24.237,1187.744,Rate is unstable interpret with caution
90011,14.547,8.052,27.634,Rate is stable
90012,13.367,3.437,54.277,Rate is unstable interpret with caution
90013,136.652,51.193,539.681,Rate may be unstable
90014,181.86,63.808,452.35,Rate may be unstable
90015,20.458,5.209,63.28,Rate is unstable interpret with caution
90016,4.038,0.485,18.283,Rate is unstable interpret with caution
90017,36.293,16.666,72.324,Rate may be unstable
90018,18.893,8.267,38.255,Rate may be unstable
90019,12.2,5.485,26.197,Rate may be unstable
90020,0,,,Not applicable
90021,372.076,177.729,1131.802,Rate may be unstable
90022,10.208,3.205,24.958,Rate may be unstable
90023,22.882,10.345,45.523,Rate may be unstable
90024,4.032,0.102,46.744,Rate is unstable interpret with caution
90025,29.663,12.129,66.621,Rate may be unstable
90026,16.648,7.722,33.763,Rate may be unstable
90027,12.817,3.971,43.964,Rate may be unstable
90028,18.21,5.62,85.586,Rate may be unstable
90029,33.392,16.184,65.393,Rate may be unstable
90031,10.254,2.696,28.971,Rate is unstable interpret with caution
90032,15.498,6.09,33.847,Rate may be unstable
90033,16.564,6.508,36.991,Rate may be unstable
90034,18.521,8.117,39.616,Rate may be unstable
90035,7.643,0.774,38.078,Rate is unstable interpret with caution
90036,12.46,3.846,38.198,Rate may be unstable
90037,24.04,13.498,41.553,Rate is stable
90038,17.244,5.69,51.625,Rate may be unstable
90039,7.788,0.943,44.053,Rate is unstable interpret with caution
90040,15.738,1.693,96.782,Rate is unstable interpret with caution
90041,0,,,Not applicable
90042,2.308,0.279,12.978,Rate is unstable interpret with caution
90043,10.253,3.427,27.725,Rate may be unstable
90044,10.232,4.575,20.146,Rate may be unstable
90045,5.612,0.485,28.455,Rate is unstable interpret with caution
90046,4.079,0.494,53.72,Rate is unstable interpret with caution
90047,13.341,4.233,32.527,Rate may be unstable
90048,11.648,1.39,101.17,Rate is unstable interpret with caution
90049,1.467,0.037,20.475,Rate is unstable interpret with caution
90056,0,,,Not applicable
90057,37.726,21.944,62.08,Rate is stable
90058,0,,,Not applicable
90059,16.753,6.593,40.822,Rate may be unstable
90061,11.907,2.788,42.967,Rate is unstable interpret with caution
90062,16.761,5.83,40.17,Rate may be unstable
90063,10.381,3.232,26.114,Rate may be unstable
90064,3.256,0.082,40.245,Rate is unstable interpret with caution
90065,8.186,2.193,26.345,Rate is unstable interpret with caution
90066,8.39,2.253,25.324,Rate is unstable interpret with caution
90067,0,,,Not applicable
90068,3.373,0.085,68.711,Rate is unstable interpret with caution
90069,12.676,1.529,163.605,Rate is unstable interpret with caution
90071,0,,,Not applicable
90073,57.118,1.446,13521.052,Rate is unstable interpret with caution
90077,0,,,Not applicable
90089,0,,,Not applicable
90094,9.417,0.238,137.727,Rate is unstable interpret with caution
90095,0,,,Not applicable
90201,6.347,2.237,14.718,Rate may be unstable
90210,19.05,3.497,72.966,Rate is unstable interpret with caution
90211,27.096,3.036,141.729,Rate is unstable interpret with caution
90212,14.039,0.355,108.842,Rate is unstable interpret with caution
90220,6.851,1.37,21.819,Rate is unstable interpret with caution
90221,15.144,6.018,33.611,Rate may be unstable
90222,3.621,0.092,22.372,Rate is unstable interpret with caution
90230,10.968,2.237,41.354,Rate is unstable interpret with caution
90232,0,,,Not applicable
90240,8.02,0.876,32.304,Rate is unstable interpret with caution
90241,8.937,2.393,24.984,Rate is unstable interpret with caution
90242,2.649,0.067,20.105,Rate is unstable interpret with caution
90245,5.869,0.149,50.387,Rate is unstable interpret with caution
90247,1.761,0.045,14.864,Rate is unstable interpret with caution
90248,0,,,Not applicable
90249,4.752,0.12,31.01,Rate is unstable interpret with caution
90250,10.308,4.625,20.12,Rate may be unstable
90254,0,,,Not applicable
90255,6.797,2.197,17.152,Rate may be unstable
90260,3.203,0.081,20.02,Rate is unstable interpret with caution
90262,7.825,2.432,22.272,Rate may be unstable
90263,0,,,Not applicable
90265,10.313,0.856,64.66,Rate is unstable interpret with caution
90266,2.907,0.074,30.73,Rate is unstable interpret with caution
90270,4.724,0.12,29.274,Rate is unstable interpret with caution
90272,0,,,Not applicable
90274,0,,,Not applicable
90275,2.797,0.071,28.256,Rate is unstable interpret with caution
90277,11.848,3.205,38.897,Rate is unstable interpret with caution
90278,9.408,2.42,29.22,Rate is unstable interpret with caution
90280,4.129,0.844,12.895,Rate is unstable interpret with caution
90290,0,,,Not applicable
90291,23.15,6.06,71.74,Rate is unstable interpret with caution
90292,7.677,0.93,83.75,Rate is unstable interpret with caution
90293,0,,,Not applicable
90301,18.715,7.415,41.641,Rate may be unstable
90302,15.544,4.882,43.931,Rate may be unstable
90303,12.717,1.525,47.246,Rate is unstable interpret with caution
90304,4.529,0.115,41.694,Rate is unstable interpret with caution
90305,6.139,0.155,58.056,Rate is unstable interpret with caution
90401,17.811,0.451,483.701,Rate is unstable interpret with caution
90402,0,,,Not applicable
90403,0,,,Not applicable
90404,10.559,1.262,43.759,Rate is unstable interpret with caution
90405,7.337,0.628,40.749,Rate is unstable interpret with caution
90501,13.831,4.419,33.387,Rate may be unstable
90502,0,,,Not applicable
90503,2.071,0.052,17.494,Rate is unstable interpret with caution
