Orange Deaths - by Zip Code 2014,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
90620,5.754,1.183,19.03,Rate is unstable interpret with caution
90621,14.009,4.416,43.029,Rate may be unstable
90623,0,,,Not applicable
90630,4.16,0.858,16.782,Rate is unstable interpret with caution
90631,3.828,0.784,12.919,Rate is unstable interpret with caution
90680,0,,,Not applicable
90716,0,,,Not applicable
90720,10.551,1.07,43.543,Rate is unstable interpret with caution
90740,0,,,Not applicable
90742,0,,,Not applicable
90743,0,,,Not applicable
92530,11.264,4.084,34.961,Rate may be unstable
92602,9.584,1.16,56.676,Rate is unstable interpret with caution
92603,3.498,0.089,40.71,Rate is unstable interpret with caution
92604,3.439,0.087,25.626,Rate is unstable interpret with caution
92606,0,,,Not applicable
92610,9.766,0.247,148.867,Rate is unstable interpret with caution
92612,0,,,Not applicable
92614,11.094,2.106,41.208,Rate is unstable interpret with caution
92617,0,,,Not applicable
92618,0,,,Not applicable
92620,1.914,0.048,18.599,Rate is unstable interpret with caution
92624,66.986,14.527,232.397,Rate is unstable interpret with caution
92625,0,,,Not applicable
92626,4.756,0.573,18.984,Rate is unstable interpret with caution
92627,22.641,11.185,45.404,Rate may be unstable
92629,9.194,1.1,37.466,Rate is unstable interpret with caution
92630,16.561,7.827,31.816,Rate may be unstable
92637,9.041,2.092,1639.642,Rate is unstable interpret with caution
92646,5.862,1.092,19.257,Rate is unstable interpret with caution
92647,10.607,4.219,23.145,Rate may be unstable
92648,10.571,3.847,27.458,Rate may be unstable
92649,8.307,1.458,30.267,Rate is unstable interpret with caution
92651,18.79,3.002,66.838,Rate is unstable interpret with caution
92653,15.378,4.659,42.213,Rate may be unstable
92655,10.117,0.256,131.863,Rate is unstable interpret with caution
92656,6.189,1.232,38.446,Rate is unstable interpret with caution
92657,15.059,0.381,119.064,Rate is unstable interpret with caution
92660,8.335,1.67,30.531,Rate is unstable interpret with caution
92661,0,,,Not applicable
92662,0,,,Not applicable
92663,20.703,6.211,64.854,Rate may be unstable
92672,0,,,Not applicable
92673,8.308,0.21,46.287,Rate is unstable interpret with caution
92675,3.696,0.094,21.813,Rate is unstable interpret with caution
92676,0,,,Not applicable
92677,19.343,9.631,36.384,Rate may be unstable
92679,4.394,0.111,31.708,Rate is unstable interpret with caution
92683,11.297,5.272,21.74,Rate may be unstable
92688,8.645,2.332,29.469,Rate is unstable interpret with caution
92691,4.389,0.904,17.333,Rate is unstable interpret with caution
92692,3.366,0.085,18.754,Rate is unstable interpret with caution
92694,10.022,0.254,412.198,Rate is unstable interpret with caution
92697,0,,,Not applicable
92701,5.404,1.051,32.539,Rate is unstable interpret with caution
92703,6.866,2.19,19.32,Rate may be unstable
92704,4.339,1.165,14.963,Rate is unstable interpret with caution
92705,5.666,0.675,21.231,Rate is unstable interpret with caution
92706,11.982,3.191,36.601,Rate is unstable interpret with caution
92707,3.17,0.381,20.933,Rate is unstable interpret with caution
92708,9.329,3.231,23.526,Rate may be unstable
92780,3.488,0.422,13.732,Rate is unstable interpret with caution
92782,6.846,0.173,52.158,Rate is unstable interpret with caution
92801,13.892,5.992,29.51,Rate may be unstable
92802,10.363,2.818,28.863,Rate is unstable interpret with caution
92804,6.345,2.319,14.941,Rate may be unstable
92805,9.62,3.53,26.094,Rate may be unstable
92806,6.674,1.371,23.506,Rate is unstable interpret with caution
92807,13.11,4.619,32.606,Rate may be unstable
92808,3.778,0.096,42.33,Rate is unstable interpret with caution
92821,11.222,3.027,31.371,Rate is unstable interpret with caution
92823,0,,,Not applicable
92831,18.33,6.279,43.325,Rate may be unstable
92832,16.454,4.389,45.705,Rate is unstable interpret with caution
92833,9.354,2.973,23.246,Rate may be unstable
92835,8.447,1.004,38.653,Rate is unstable interpret with caution
92840,7.047,1.899,20.532,Rate is unstable interpret with caution
92841,5.208,0.591,22.983,Rate is unstable interpret with caution
92843,6.749,1.375,22.029,Rate is unstable interpret with caution
92844,3.797,0.096,27.168,Rate is unstable interpret with caution
92845,3.737,0.095,39.001,Rate is unstable interpret with caution
92861,0,,,Not applicable
92862,0,,,Not applicable
92865,5.61,0.142,37.315,Rate is unstable interpret with caution
92866,0,,,Not applicable
92867,7.297,1.493,23.127,Rate is unstable interpret with caution
92868,7.346,0.864,38.171,Rate is unstable interpret with caution
92869,12.24,3.299,32.578,Rate is unstable interpret with caution
92870,5.477,1.111,17.413,Rate is unstable interpret with caution
92886,3.684,0.395,16.995,Rate is unstable interpret with caution
92887,23.561,5.558,70.993,Rate is unstable interpret with caution
California,4.925,4.71,5.148,Rate is stable
Orange,7.562,6.645,8.578,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Public Health - Vital Records and Statistic Division - Multiple Cause of Death and California Comprehensive Death Files,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
