San Luis Obispo Deaths - by Zip Code 2021,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
93252,55.252,6.019,289.765,Rate is unstable interpret with caution
93401,25.912,9.348,60.967,Rate may be unstable
93402,11.564,0.924,59.563,Rate is unstable interpret with caution
93405,11.065,1.105,59.203,Rate is unstable interpret with caution
93420,19.494,5.282,55.287,Rate is unstable interpret with caution
93422,52.237,29.677,89.695,Rate is stable
93426,0,,,Not applicable
93428,92.927,6.865,424.724,Rate is unstable interpret with caution
93430,119.986,3.038,847.484,Rate is unstable interpret with caution
93432,0,,,Not applicable
93433,38.117,9.382,109.117,Rate is unstable interpret with caution
93442,19.423,1.981,107.45,Rate is unstable interpret with caution
93444,46.393,21.468,94.112,Rate may be unstable
93445,46.044,12.471,149.314,Rate is unstable interpret with caution
93446,23.5,11.454,45.004,Rate may be unstable
93449,16.375,1.335,179.706,Rate is unstable interpret with caution
93451,0,,,Not applicable
93452,225.563,5.711,3344.303,Rate is unstable interpret with caution
93453,0,,,Not applicable
93454,8.958,1.782,27.816,Rate is unstable interpret with caution
93461,0,,,Not applicable
93465,30.802,1.559,153.241,Rate is unstable interpret with caution
California,18.028,17.602,18.458,Rate is stable
San Luis Obispo,27.875,21.433,35.837,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Public Health - Vital Records and Statistic Division - Multiple Cause of Death and California Comprehensive Death Files,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
