Colusa Deaths - by Zip Code 2022,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
95912,0,,,Not applicable
95932,0,,,Not applicable
95955,168.944,30.371,1071.873,Rate is unstable interpret with caution
95957,175.201,4.436,1536.382,Rate is unstable interpret with caution
95970,0,,,Not applicable
95979,0,,,Not applicable
95987,17.832,0.451,144.514,Rate is unstable interpret with caution
California,18.66,18.23,19.098,Rate is stable
Colusa,19.053,8.933,61.173,Rate may be unstable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Public Health - Vital Records and Statistic Division - Multiple Cause of Death and California Comprehensive Death Files,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
