Orange Deaths - by Zip Code 2021,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
90620,16.28,6.386,35.901,Rate may be unstable
90621,22.231,8.866,47.314,Rate may be unstable
90623,14.37,1.618,63.804,Rate is unstable interpret with caution
90630,19.6,9.552,38.145,Rate may be unstable
90631,13.809,5.944,27.475,Rate may be unstable
90680,16.881,5.972,41.034,Rate may be unstable
90716,21.864,4.139,70.201,Rate is unstable interpret with caution
90720,20.327,6.103,57.659,Rate may be unstable
90740,10.612,1.038,67.99,Rate is unstable interpret with caution
90742,0,,,Not applicable
90743,0,,,Not applicable
92530,35.536,20.884,57.577,Rate is stable
92602,12.363,1.312,117.7,Rate is unstable interpret with caution
92603,4.812,0.122,42.956,Rate is unstable interpret with caution
92604,7.544,0.895,30.81,Rate is unstable interpret with caution
92606,12.064,3.23,37.88,Rate is unstable interpret with caution
92610,13.442,1.318,121.869,Rate is unstable interpret with caution
92612,4.694,0.55,34.591,Rate is unstable interpret with caution
92614,9.936,1.866,43.18,Rate is unstable interpret with caution
92617,28.115,3.398,492.157,Rate is unstable interpret with caution
92618,11.079,4.185,32.275,Rate may be unstable
92620,10.867,3.512,27.987,Rate may be unstable
92624,57.596,6.975,343.724,Rate is unstable interpret with caution
92625,47.562,8.196,164.988,Rate is unstable interpret with caution
92626,37.053,21.896,60.084,Rate is stable
92627,19.497,10.345,35.042,Rate is stable
92629,15.812,3.26,50.491,Rate is unstable interpret with caution
92630,25.737,14.543,43.005,Rate is stable
92637,78.579,1.989,3292.021,Rate is unstable interpret with caution
92646,39.263,23.931,62.498,Rate is stable
92647,46.563,30.89,68.23,Rate is stable
92648,47.395,29.063,74.95,Rate is stable
92649,26.034,10.887,54.268,Rate may be unstable
92651,33.617,12.297,86.597,Rate may be unstable
92653,17.746,5.733,44.884,Rate may be unstable
92655,17.975,2.177,100.232,Rate is unstable interpret with caution
92656,20.558,9.814,40.122,Rate may be unstable
92657,0,,,Not applicable
92660,42.529,22.137,76.381,Rate is stable
92661,50.146,1.27,506.048,Rate is unstable interpret with caution
92662,11.672,0.296,1347.058,Rate is unstable interpret with caution
92663,40.238,17.428,96.682,Rate may be unstable
92672,51.422,28.279,88.337,Rate is stable
92673,29.989,11.396,66.567,Rate may be unstable
92675,40.334,21.006,71.5,Rate is stable
92676,0,,,Not applicable
92677,29.543,17.395,48.462,Rate is stable
92679,1.701,0.043,25.434,Rate is unstable interpret with caution
92683,23.281,14.001,36.811,Rate is stable
92688,23.929,11.837,50.193,Rate may be unstable
92691,16.088,7.042,32.961,Rate may be unstable
92692,28.653,13.647,53.934,Rate may be unstable
92694,19.55,4.835,78.681,Rate is unstable interpret with caution
92701,43.197,25.682,70.037,Rate is stable
92703,32.072,20.132,49.469,Rate is stable
92704,20.343,11.962,33.116,Rate is stable
92705,19.119,8.658,37.794,Rate may be unstable
92706,21.881,9.255,46.452,Rate may be unstable
92707,38.68,24.785,60.091,Rate is stable
92708,16.175,7.23,32.527,Rate may be unstable
92780,28.829,16.239,48.26,Rate is stable
92782,14.834,2.749,50.47,Rate is unstable interpret with caution
92801,31.354,18.837,49.822,Rate is stable
92802,13.309,5.057,30.549,Rate may be unstable
92804,20.992,12.368,33.84,Rate is stable
92805,39.947,26.798,62.849,Rate is stable
92806,20.231,8.498,42.958,Rate may be unstable
92807,18.295,6.822,42.703,Rate may be unstable
92808,0,,,Not applicable
92821,15.655,5.579,36.014,Rate may be unstable
92823,0,,,Not applicable
92831,26.621,11.642,55.31,Rate may be unstable
92832,50.653,25.756,91.813,Rate is stable
92833,28.728,15.881,48.631,Rate is stable
92835,17.461,4.289,52.638,Rate is unstable interpret with caution
92840,25.179,12.802,45.142,Rate is stable
92841,24.43,10.182,51.417,Rate may be unstable
92843,8.289,2.651,22.443,Rate may be unstable
92844,16.174,4.406,50.034,Rate is unstable interpret with caution
92845,8.423,0.213,51.027,Rate is unstable interpret with caution
92861,59.315,7.079,278.579,Rate is unstable interpret with caution
92865,0,,,Not applicable
92866,16.938,2.051,67.972,Rate is unstable interpret with caution
92867,20.523,8.986,41.889,Rate may be unstable
92868,28.338,11.71,62.095,Rate may be unstable
92869,18.763,7.941,41.296,Rate may be unstable
92870,32.905,18.682,54.281,Rate is stable
92886,9.912,3.156,26.263,Rate may be unstable
92887,32.798,10.59,84.095,Rate may be unstable
California,18.028,17.602,18.458,Rate is stable
Orange,24.072,22.335,25.918,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Public Health - Vital Records and Statistic Division - Multiple Cause of Death and California Comprehensive Death Files,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
