Merced Deaths - by Zip Code 2023,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
93610,7.064,0.832,42.562,Rate is unstable interpret with caution
93620,0,,,Not applicable
93622,44.125,5.253,168.185,Rate is unstable interpret with caution
93635,21.493,8.114,47.455,Rate may be unstable
95301,18.328,7.218,39.432,Rate may be unstable
95303,0,,,Not applicable
95315,18.006,2.024,92.858,Rate is unstable interpret with caution
95316,11.259,0.285,186.768,Rate is unstable interpret with caution
95317,0,,,Not applicable
95322,9.655,0.244,84.355,Rate is unstable interpret with caution
95324,10.477,0.265,99.273,Rate is unstable interpret with caution
95333,44.977,1.139,410.254,Rate is unstable interpret with caution
95334,8.409,0.213,48.692,Rate is unstable interpret with caution
95340,20.997,7.188,50.487,Rate may be unstable
95341,21.205,7.13,63.527,Rate may be unstable
95348,27.059,10.361,61.056,Rate may be unstable
95360,16.744,2.028,74.405,Rate is unstable interpret with caution
95365,0,,,Not applicable
95369,0,,,Not applicable
95374,80.265,2.032,749.018,Rate is unstable interpret with caution
95380,28.973,13.566,55.77,Rate may be unstable
95388,23.505,4.587,78.216,Rate is unstable interpret with caution
California,20.812,20.34,21.29,Rate is stable
Merced,15.672,11.31,21.332,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Public Health - Vital Records and Statistic Division - Multiple Cause of Death and California Comprehensive Death Files,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
