San Diego Deaths - by Zip Code 2011,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
91901,20.459,3.038,76.674,Rate is unstable interpret with caution
91902,0,,,Not applicable
91905,0,,,Not applicable
91906,74.242,8.558,384.595,Rate is unstable interpret with caution
91910,5.881,1.568,15.686,Rate is unstable interpret with caution
91911,8.917,3.567,18.996,Rate may be unstable
91913,1.87,0.047,28.79,Rate is unstable interpret with caution
91914,11.37,0.288,143.117,Rate is unstable interpret with caution
91915,0,,,Not applicable
91916,0,,,Not applicable
91917,0,,,Not applicable
91932,8.476,0.967,40.764,Rate is unstable interpret with caution
91934,0,,,Not applicable
91935,26.471,0.67,159.821,Rate is unstable interpret with caution
91941,15.405,5.538,38.778,Rate may be unstable
91942,12.221,3.872,32.491,Rate may be unstable
91945,12.941,2.621,42.641,Rate is unstable interpret with caution
91950,9.194,2.96,22.425,Rate may be unstable
91962,0,,,Not applicable
91963,0,,,Not applicable
91977,8.209,2.624,21.033,Rate may be unstable
91978,14.517,0.368,176.896,Rate is unstable interpret with caution
91980,0,,,Not applicable
92003,54.466,5.496,351.805,Rate is unstable interpret with caution
92004,0,,,Not applicable
92007,22.871,2.77,107.374,Rate is unstable interpret with caution
92008,9.23,1.878,34.474,Rate is unstable interpret with caution
92009,8.895,2.326,26.909,Rate is unstable interpret with caution
92010,9.814,0.248,54.682,Rate is unstable interpret with caution
92011,3.705,0.094,33.828,Rate is unstable interpret with caution
92014,11,0.278,91.624,Rate is unstable interpret with caution
92019,2.51,0.064,17.284,Rate is unstable interpret with caution
92020,18.812,9.333,34.992,Rate may be unstable
92021,14.236,6.333,28.625,Rate may be unstable
92024,7.788,2.029,22.72,Rate is unstable interpret with caution
92025,13.231,4.833,32.067,Rate may be unstable
92026,15.991,6.825,32.677,Rate may be unstable
92027,11.992,4.792,27.173,Rate may be unstable
92028,6.367,1.715,20.815,Rate is unstable interpret with caution
92029,7.693,0.81,43.927,Rate is unstable interpret with caution
92036,0,,,Not applicable
92037,10.214,2.418,31.707,Rate is unstable interpret with caution
92040,28.52,13.881,54.205,Rate may be unstable
92054,19.224,8.191,41.683,Rate may be unstable
92055,0.891,0.023,1099.134,Rate is unstable interpret with caution
92056,6.905,1.861,19.835,Rate is unstable interpret with caution
92057,10.371,3.323,25.645,Rate may be unstable
92058,4.899,0.124,30.829,Rate is unstable interpret with caution
92059,188.122,4.763,1729.479,Rate is unstable interpret with caution
92061,0,,,Not applicable
92064,7.756,1.98,22.81,Rate is unstable interpret with caution
92065,5.889,0.654,24.982,Rate is unstable interpret with caution
92066,0,,,Not applicable
92067,0,,,Not applicable
92069,8.949,2.421,26.615,Rate is unstable interpret with caution
92070,0,,,Not applicable
92071,8.468,2.737,22.669,Rate may be unstable
92075,7.853,0.199,68.954,Rate is unstable interpret with caution
92078,5.042,0.608,19.778,Rate is unstable interpret with caution
92081,15.584,5.016,41.601,Rate may be unstable
92082,15.188,1.762,58.312,Rate is unstable interpret with caution
92083,21.912,9.829,57.001,Rate may be unstable
92084,10.303,3.33,26.531,Rate may be unstable
92086,0,,,Not applicable
92091,0,,,Not applicable
92101,26.136,12.21,95.68,Rate may be unstable
92102,8.021,1.653,30.151,Rate is unstable interpret with caution
92103,11.914,3.165,84.219,Rate is unstable interpret with caution
92104,12.611,4.614,33.572,Rate may be unstable
92105,11.174,4.456,25.442,Rate may be unstable
92106,0,,,Not applicable
92107,10.688,2.563,47.844,Rate is unstable interpret with caution
92108,0,,,Not applicable
92109,2.708,0.328,42.783,Rate is unstable interpret with caution
92110,3.699,0.094,32.341,Rate is unstable interpret with caution
92111,7.191,1.465,22.384,Rate is unstable interpret with caution
92113,14.508,5.282,37.174,Rate may be unstable
92114,10.286,4.032,22.674,Rate may be unstable
92115,10.448,3.371,29.045,Rate may be unstable
92116,4.289,0.477,34.244,Rate is unstable interpret with caution
92117,11.49,4.008,27.877,Rate may be unstable
92118,8.878,1.075,41.314,Rate is unstable interpret with caution
92119,0,,,Not applicable
92120,17.934,5.541,52.494,Rate may be unstable
92121,0,,,Not applicable
92122,3.757,0.356,23.436,Rate is unstable interpret with caution
92123,4.651,0.118,29.135,Rate is unstable interpret with caution
92124,4.896,0.124,37.117,Rate is unstable interpret with caution
92126,3.157,0.626,15.836,Rate is unstable interpret with caution
92127,4.992,0.57,29.065,Rate is unstable interpret with caution
92128,0,,,Not applicable
92129,4.301,0.886,20.434,Rate is unstable interpret with caution
92130,7.094,1.41,29.091,Rate is unstable interpret with caution
92131,0,,,Not applicable
92134,0,,,Not applicable
92135,0,,,Not applicable
92136,0,,,Not applicable
92139,4.02,0.102,22.396,Rate is unstable interpret with caution
92140,0,,,Not applicable
92145,0,,,Not applicable
92152,0,,,Not applicable
92154,2.63,0.318,11.779,Rate is unstable interpret with caution
92155,0,,,Not applicable
92173,0,,,Not applicable
92536,0,,,Not applicable
92561,0,,,Not applicable
92590,0,,,Not applicable
92592,1.699,0.043,12.859,Rate is unstable interpret with caution
92672,9.25,1.856,29.46,Rate is unstable interpret with caution
California,4.832,4.615,5.058,Rate is stable
San Diego,8.377,7.412,9.453,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Public Health - Vital Records and Statistic Division - Multiple Cause of Death and California Comprehensive Death Files,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
