Kings Deaths - by Zip Code 2023,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
93202,0,,,Not applicable
93204,15.608,1.863,92.548,Rate is unstable interpret with caution
93212,15.632,3.124,49.55,Rate is unstable interpret with caution
93230,10.595,3.8,24.144,Rate may be unstable
93239,0,,,Not applicable
93242,0,,,Not applicable
93245,4.634,0.117,25.82,Rate is unstable interpret with caution
93266,0,,,Not applicable
93631,6.411,0.162,52.055,Rate is unstable interpret with caution
93656,0,,,Not applicable
California,20.812,20.34,21.29,Rate is stable
Kings,10.307,5.867,17.355,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Public Health - Vital Records and Statistic Division - Multiple Cause of Death and California Comprehensive Death Files,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
