Lake Deaths - by Zip Code 2019,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
95422,32.396,12.593,85.008,Rate may be unstable
95423,0,,,Not applicable
95443,0,,,Not applicable
95451,18.856,2.126,88.464,Rate is unstable interpret with caution
95453,26.174,3.307,123.772,Rate is unstable interpret with caution
95457,97.816,5.369,675.616,Rate is unstable interpret with caution
95458,17.282,0.438,536.165,Rate is unstable interpret with caution
95461,46.774,1.184,653.491,Rate is unstable interpret with caution
95464,236.669,49.936,756.047,Rate is unstable interpret with caution
95467,50.287,5.359,207.934,Rate is unstable interpret with caution
95469,59.858,1.515,924.807,Rate is unstable interpret with caution
95485,0,,,Not applicable
95493,0,,,Not applicable
California,7.905,7.631,8.186,Rate is stable
Lake,32.457,19.977,51.418,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Public Health - Vital Records and Statistic Division - Multiple Cause of Death and California Comprehensive Death Files,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
