Nevada Deaths - by Zip Code 2016,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
95602,8.408,0.213,58.788,Rate is unstable interpret with caution
95724,0,,,Not applicable
95728,0,,,Not applicable
95945,24.574,7.238,64.057,Rate may be unstable
95946,0,,,Not applicable
95949,4.056,0.103,46.232,Rate is unstable interpret with caution
95959,0,,,Not applicable
95960,0,,,Not applicable
95975,0,,,Not applicable
95977,37.677,0.954,1403.474,Rate is unstable interpret with caution
96111,0,,,Not applicable
96161,0,,,Not applicable
96162,0,,,Not applicable
California,4.87,4.66,5.09,Rate is stable
Nevada,9.85,6.467,24.713,Rate may be unstable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Public Health - Vital Records and Statistic Division - Multiple Cause of Death and California Comprehensive Death Files,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
