San Joaquin Deaths - by Zip Code 2022,,,,
Any Opioid : Age-Adjusted Rate per 100k Residents,,,,Any Opioid : Age-Adjusted Rate per 100k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
94513,12.885,5.449,27.73,Rate may be unstable
94514,0,,,Not applicable
95202,24.724,2.542,120.924,Rate is unstable interpret with caution
95203,29.209,8.384,104.875,Rate may be unstable
95204,32.136,12.647,69.213,Rate may be unstable
95205,29.008,14.479,56.726,Rate may be unstable
95206,14.352,6.502,29.044,Rate may be unstable
95207,18.331,7.698,37.682,Rate may be unstable
95209,9.352,2.401,25.985,Rate is unstable interpret with caution
95210,9.203,1.898,28.534,Rate is unstable interpret with caution
95211,0,,,Not applicable
95212,10.518,2.161,46.244,Rate is unstable interpret with caution
95215,19.801,6.209,50.077,Rate may be unstable
95219,14.055,3.545,40.567,Rate is unstable interpret with caution
95220,0,,,Not applicable
95230,0,,,Not applicable
95231,13.863,0.351,146.621,Rate is unstable interpret with caution
95236,0,,,Not applicable
95237,31.426,0.796,257.678,Rate is unstable interpret with caution
95240,27.573,14.627,48.633,Rate is stable
95242,16.738,4.387,46.015,Rate is unstable interpret with caution
95258,0,,,Not applicable
95304,6.316,0.16,82.318,Rate is unstable interpret with caution
95320,21.829,3.372,87.877,Rate is unstable interpret with caution
95330,12.267,2.39,75.888,Rate is unstable interpret with caution
95336,5.185,0.618,19.909,Rate is unstable interpret with caution
95337,8.281,1.672,26.732,Rate is unstable interpret with caution
95361,20.896,8.234,46.041,Rate may be unstable
95366,13.913,1.243,60.159,Rate is unstable interpret with caution
95376,19.092,9.078,36.384,Rate may be unstable
95377,20.698,7.574,61.518,Rate may be unstable
95385,0,,,Not applicable
95391,0,,,Not applicable
95632,30.422,14.287,57.997,Rate may be unstable
95690,0,,,Not applicable
California,18.66,18.23,19.098,Rate is stable
San Joaquin,14.45,11.855,17.492,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Public Health - Vital Records and Statistic Division - Multiple Cause of Death and California Comprehensive Death Files,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
