Madera  - by Zip Code 2011,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
93601,1378.064,1275.816,1488.637,Rate is stable
93604,2048.1,1854.433,2259.939,Rate is stable
93610,633.84,622.883,645.007,Rate is stable
93614,934.25,914.178,954.746,Rate is stable
93622,438.891,423.219,455.153,Rate is stable
93626,836.819,788.665,887.93,Rate is stable
93636,415.89,403.499,428.619,Rate is stable
93637,699.872,691.12,708.717,Rate is stable
93638,646.341,638.287,654.49,Rate is stable
93643,977.506,938.257,1018.333,Rate is stable
93644,1471.826,1439.495,1504.861,Rate is stable
93645,414.934,335.969,508.248,Rate is stable
93653,865.781,748,1006.796,Rate is stable
93669,418.359,338.625,517.473,Rate is stable
93720,678.251,670.613,685.967,Rate is stable
California,588.555,588.31,588.8,Rate is stable
Madera,684.075,679.812,688.358,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
