San Benito  - by Zip Code 2016,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
93925,426.214,386.763,471.921,Rate is stable
93930,555.954,542.406,569.878,Rate is stable
95004,569.195,545.147,594.361,Rate is stable
95023,669.482,662.22,676.814,Rate is stable
95043,681.245,612.968,758.603,Rate is stable
95045,538.224,512.888,564.893,Rate is stable
California,562.338,562.108,562.57,Rate is stable
San Benito,617.708,611.348,624.128,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
