Mariposa  - by Zip Code 2017,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
93601,1641.895,1523.676,1768.864,Rate is stable
93623,271.797,171.021,410.916,Rate is stable
93653,695.105,604.671,807.24,Rate is stable
95306,1260.456,1102.838,1438.475,Rate is stable
95311,1889.432,1761.18,2029.223,Rate is stable
95318,564.233,448.147,702.526,Rate is stable
95321,802.279,767.522,839.167,Rate is stable
95325,74.923,51.431,108.92,Rate is stable
95329,803.532,769.066,839.562,Rate is stable
95338,806.92,789.213,825.048,Rate is stable
95345,3470.743,2698.892,4419.433,Rate is stable
95369,900.783,826.311,981.698,Rate is stable
95389,258.622,203.927,332.536,Rate is stable
California,508.647,508.432,508.862,Rate is stable
Mariposa,694.712,682.308,707.332,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
