Kern  - by Zip Code 2015,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
93203,522.257,507.878,537.076,Rate is stable
93205,2424.973,2252.423,2611.547,Rate is stable
93206,687.654,640.088,738.723,Rate is stable
93215,452.621,446.13,459.194,Rate is stable
93224,904.414,810.53,1007.2,Rate is stable
93225,1243.819,1211.746,1276.712,Rate is stable
93226,632.142,523.786,763.546,Rate is stable
93238,1652.769,1467.525,1910.332,Rate is stable
93240,1483.552,1443.094,1525.275,Rate is stable
93241,505.164,490.944,519.816,Rate is stable
93243,1436.382,1288.591,1602.317,Rate is stable
93249,474.394,420.104,536.438,Rate is stable
93250,560.934,542.933,579.586,Rate is stable
93251,1284.63,1063.958,1549.765,Rate is stable
93252,498.988,467.313,533.601,Rate is stable
93255,1223.081,1102.633,1355.179,Rate is stable
93263,1297.209,1277.233,1317.45,Rate is stable
93268,1119.182,1101.633,1136.988,Rate is stable
93276,2357.256,2067.312,2719.746,Rate is stable
93280,509.669,498.523,521.069,Rate is stable
93283,1082.961,1026.434,1143.58,Rate is stable
93285,1545.026,1472.941,1621.242,Rate is stable
93287,724.012,569.462,933.365,Rate is stable
93301,2309.542,2280.479,2338.937,Rate is stable
93304,964.827,955.282,974.459,Rate is stable
93305,1027.983,1016.406,1039.674,Rate is stable
93306,873.551,866.029,881.13,Rate is stable
93307,716.824,710.08,723.635,Rate is stable
93308,1158.171,1149.012,1167.392,Rate is stable
93309,907.387,899.436,915.396,Rate is stable
93311,683.082,674.719,691.537,Rate is stable
93312,861.095,852.861,869.407,Rate is stable
93313,721.862,712.891,730.969,Rate is stable
93314,642.045,631.533,652.741,Rate is stable
93461,896.024,838.666,957.922,Rate is stable
93501,1151.805,1119.353,1185.258,Rate is stable
93505,965.2,947.094,983.774,Rate is stable
93516,1144.297,1090.228,1201.027,Rate is stable
93518,979.772,909.928,1059.047,Rate is stable
93519,41.812,15.344,91.007,Rate may be unstable
93523,1028.233,969.1,1091.971,Rate is stable
93524,84.503,25.009,256.006,Rate may be unstable
93527,1903.202,1818.768,1991.815,Rate is stable
93528,49.105,34.449,69.562,Rate is stable
93531,1557.137,1275.955,1894.745,Rate is stable
93536,811.239,804.462,818.068,Rate is stable
93554,417.982,324.815,530.552,Rate is stable
93555,948.859,938.507,959.308,Rate is stable
93560,859.781,845.637,874.197,Rate is stable
93561,743.569,734.765,752.467,Rate is stable
California,587.05,586.812,587.288,Rate is stable
Kern,830.378,828.358,832.402,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
