San Benito  - by Zip Code 2022,,,,
Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents,,,,Opioid Prescriptions by Patient Location : Age-Adjusted Rate per 1k Residents
Zip Code,Age-Adjusted Rate,95% LCL,95% UCL,Stability
93925,523.22,420.119,649.599,Rate is stable
93930,217.526,208.698,226.721,Rate is stable
95004,365.014,337.731,394.931,Rate is stable
95023,267.581,263.31,271.912,Rate is stable
95043,274.8,225.881,334.25,Rate is stable
95045,216.706,203.318,231.009,Rate is stable
California,291.048,290.889,291.206,Rate is stable
San Benito,257.341,253.415,261.319,Rate is stable
Note: Missing values are intentionally left blank and are considered not applicable.,,,,
Source: California Department of Justice - Controlled Substance Utilization Review and Evaluation System (CURES) Data,,,,
Prepared by: California Department of Public Health - Substance and Addiction Prevention Branch.,,,,
File downloaded on,,06.01.2026,,
Suggested Citation: ,,,,
California Overdose Surveillance Dashboard. Prepared by California Department of Public Health (CDPH) - Substance and Addiction Prevention Branch (SAPB).,,,,
Accessed ,06/01/26., https://skylab.cdph.ca.gov/ODdash/,,
